,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600886.SH,X600111.SH,X300072.SZ,X600489.SH,X601992.SH,X600309.SH,X600660.SH,X600623.SH,X600299.SH,X000792.SZ,X002466.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000898.SZ,X000408.SZ,X600352.SH,X600583.SH,X000723.SZ,X000883.SZ,X000983.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000959.SZ,X000630.SZ,X000012.SZ,X600021.SH,X002460.SZ,X601699.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0511468796691631,0.0106051840265022,0,0,0,-0.00121643248475959,0.0114177712713231,0,0,0,0,0,0.0227861499074966,0,0,0.01093202964308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104903519697446,0,0,0,0,0,0,0,0,-0.00573618231226779,0,0,-0.0102859099314987,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0513481406552796,0,0.0297587169284486,0,0,0,0,0,0,0,0,0.00745714980095986,-0.0374538573270386,0,0,0,0.00648837559623122,0,0,0,0.0366208220934425,0,0,0,0.0275023319528709,0,0,0,0,0.0687462382578721,0.0325402378118803,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103413626678973,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.145056212683386,0,0.0967911991886624,0,0,0,0,0,0,0,0,0.0199540418382829,0,0.0234254221412249,0.0228420801949517,0,0.0230906344846937,0,0,0.00927125243061327,-8.67361737988404e-19,0,0,0,0,0.06583645907957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504245939876436,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.113826358736186,0,0,0,0,0,0,0,0,0,0,0,0.0637336564146586,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.173075679129475,0.0501122624839513,0,0,0,0.0518146715772151,-8.67361737988404e-19,0,0,-0.0634260324071297,0.0650919553860166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.141349038545739,0,0.10754362302864,0,0,0.00446784173830157,0,0.0448647429582685,0,0,0,0,0,0.247013693685441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106543964641829,0.0182598282313344,0,0,0.017222868987805,0,0,0.0357472147038713,0,0,0,-0.0176719364436061,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.166241012849328,0,0,0,0,0,0.0302822053048238,0,0,0,0,0,0,0,0,0,0,0.0896750577623568,0,0.180435933376601,0.209177602528184,0,0,0,-0.0785852359159024,0,0,0,0,0.0910947784294073,0,0,0,0,0.0167193648975592,0,0,0,0,0,0,-0.166596595937751,0,0,0,0,0,0.0103342952649021,0.096158618545002,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0729205526733167,0,0,0,0,0,0,0,0,0,0.0138397534693231,0,0,0.0270476244953206,0,0,0,0,0,0.0131381788293886,0,0,0,0,0,0,0,0,-0.00540485810041862,0.0396469350541944,0,0,-0.0133896628537249,0.0411428887415102,0,0,0,0,0,-0.0241107919699524,0,0,-0.063124319591817,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.11766495559182,0,0,0,0,0,0,0,0,0.0361879342021901,0,0.0568018265368087,0.0432065002830601,0,0.0918819947836442,0,0,0,0.047602273762909,0,0,0,0.0364890875417562,0,0,0,0,0,-0.0258512720752789,0,0,0,0,0.0167515883453702,0,0,0,0,0.39090427388228,0.0159118121440561,0,0.013575962677733,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707985196445995,0,0,0,0.134870986491282,0,0,0,0.0389537140271675,0,0,0,0,0,0,0,0,0.220908218349324,0.0257287136974701,0,0,0,0.131796270769305,0,0,0.0236938596283692,0,0.0482484855980482,0,0,0,-0.00222380422827811,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114497217693974,-0.0229390269964386,0.767049736307913,0,0,0,0.254147170177298,0,0,0,0,0,0,0,0,0,0,-0.412417536987508,0,0,0,0,0,-0.0532160272906902,0,0,0,0.173771087174992,0,-0.14105885339354,-0.0426343635109184,0,0,0.0784837399718735,0.00970314996825039,0,0,0,0,0,0
