,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X601992.SH,X600886.SH,X600660.SH,X600309.SH,X000898.SZ,X600489.SH,X600299.SH,X000723.SZ,X000709.SZ,X601158.SH,X000792.SZ,X002075.SZ,X002466.SZ,X000959.SZ,X600583.SH,X000630.SZ,X000408.SZ,X600219.SH,X000883.SZ,X600352.SH,X600021.SH,X000983.SZ,X600623.SH,X600098.SH,X000060.SZ,X000539.SZ,X000027.SZ,X600549.SH,X000937.SZ,X601699.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.270306557995784,0,0,0,0,0,0,0,0,0,0.0444747147787877,0,0,0,0,0,0,0,0.0846444104740132,0,0,0,0.0497681373233874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590306307630429,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0405444462913473,-0.000604174148467348,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0528595376503856,0,0,0,0,0,0.0461209574134209,0,0,0,0,0,0,0.125081609802836,0,0.075536697448214,0,0,0,0,0,0,0,0,0,0.295697422078583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241848645470257,0.0101004201751382,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.199393988362441,0.11973968479676,0,0,0.0912334980930939,0,0,0,0,0,0,0,0,0,0,0.00464852813755394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536890096555808,0,0,0,0,0.0626643913336597,0.125747924825308,0,-0.0360007881930324,0,0,-0.060551331278597,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.357974099886946,-0.0719647504559266,0,0,0,-0.0370627359663897,0.148927469892939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249279427402004,0,0,0,0.0277107446640427,0,0,0,0,0,0,0,0,0,-0.0818940244885881,0,0,0,0.0294406877588021,0,0.0768509855615441,0,0,0.0267201540400043,-0.013964788226289,-0.366489013792286,0,0,0,0,0
X600011.SH,0,0.0349410345309814,0,0,0,0,0,0.0397168461277128,0.0594275596279233,0.0468635301495728,-0.0468388817918783,0,0.135460120765327,0,0.0402703312972242,0,0,0,0,0,0,0,0,-0.0572472287893641,0,0,0,0,0.032317862628927,-0.0570726326712591,0,0,0,0,-0.0336431987605502,0,0,0,0,0,0,0,-0.0310938963307652,0,0,0,-0.0112021163298321,0,0,0,0,-0.0537917163674694,0.0985996373249231,0,0,0,0,0,0
X600585.SH,0,0,0,0.121702299406366,0,0,0,0,0,0,-0.0403131403746056,0,0,0,0.013914706119038,0,0,0,0,0,0,0.00395601581195041,0.0237692397572012,0.119481369564969,0,0,0,0,0,0,0,0,0.127002287060922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256020730650817,0,0,0.115379308349165,0,0.00246975935063678,0,0,0,0,0,-0.0612198805438623
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0641469596765446,0,0,0,0,0,0,0,0,0,0,0,0.275118964030109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704734236737187,0,0.0430172181737446,0,0,0.0223408215891579,4.09732233675075e-05,0.00154090468078344,0,0,0,0.0113057639756647,0,0,0,0,0,0
X601898.SH,0,0,0.291254084465896,0,0,0,0,0,0,0,0,0,0,0.108074013210717,0,0,0,0,0,0,0,0.00114115337576302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137919672189541,0,0.184636629919263,0,0.159629007006262,0.0289958853967253,0,0,0,0,0,0.0997425622617814,0.0344648340105769,0,0,0,-0.069830608719309,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0241109202563404,0.0621621753822516,0,0,0,0,0,0,0.235565479624863,0,0,0,0.0852373570606605,0,0,0,0,0,0,0,0,-0.0152129580322182,0,0.169272573795273,0,0,0,0,0,0,0,0,0.362365405759453,0,0,0,-1.38777878078145e-17,0,0.0949911197965181,0,0,0.0477015032644962,0,0,0,-0.25429576729715,0,0
X600688.SH,0,0,0.0384088381009871,0.0173572209347367,0,0,0,0,0,0,0,0,0,0,0,0,0.0383642347716791,0,0,0,0,0,0,-0.0313082487496581,0,0,0,0,0.0221596284050135,0.266632817912774,0,0,0,0.175057235320927,0,0,0.0141677426926068,0,0,0,0,0.0341381153870689,0,0,0,0,0.0875111685683151,0,0,0.08221044447385,0,-0.00501424772416595,-0.0142963350814293,0,0,0,0,0,0
