,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X000786.SZ,X601991.SH,X600688.SH,X600111.SH,X600027.SH,X600795.SH,X601992.SH,X600126.SH,X002466.SZ,X600176.SH,X600299.SH,X002075.SZ,X600426.SH,X600529.SH,X600486.SH,X600315.SH,X000723.SZ,X600516.SH,X601158.SH,X002353.SZ,X600612.SH,X600219.SH,X000401.SZ,X000932.SZ,X000898.SZ,X000883.SZ,X000553.SZ,X002409.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0103336746855918,0,0,0.0221899881478285,0,0,0,0.145505298531196,0,0,0,0,0.0731172156356945,0,0,0,0,0,0,0.121702814516234,0,0.00113361710296002,0,0,0,0,0,0,0,0,0,0,0.0290003581144463,0,0,0,0.0172268845973296,0.0218382710382121,0,0.0338466857325979,0.00363018414987099,-0.00439976915252043,0,0,0,0,0,0
X600028.SH,0.0878693982633776,0,0,0,0,0,0,-0.0242176157020012,0.0201886804109932,0,0,0,0,0,0,0,0,0,0.0321583811476633,0,0,0,0,0,-0.0315872759219887,0,0,0,0,0,0.0885283896982252,0.138651646281783,-0.00566177854774002,0,0,0,0,0,0.0675022538869961,0,0.0251448225728682,0,0,0,0,0,0,0.0486199905539082,-0.0084212908972803,0,0,0.00792137974081772,-0.00812833326514885,0,0,0,0,0,0
X601088.SH,0,0,0,0.168515299785152,0,0,0,0,0.14024295500107,0,0,0,0,0,0,0,0,0,0,0.655794357938038,0,0,0,0,-0.0413103823711965,0,0,0,0,0.052838800189282,4.33680868994202e-19,0,-0.145644491270118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403761395416021,0,0,0.00848458895684017,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.212105919491835,0,0,0,0,0.00985812711882756,0,0.483726762885738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100045642213251,0,0,0,-0.0586525625034687,0,0.0680272326994815,0,-0.0364243292345845,0,0,0,0,0,0,0.023986159183345,0,0,0,0,0,0,-0.0442862157306443,-0.00587559416110174,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250907490122344,0.110598894702349,0,0,0.231191542781791,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162987614835787,0.0130189215522417,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.034304310144786,0,0,0,0,0,0,0,0,0.516056430078949,0,0,0.0444223850144398,0,0,0,0,0,0,0,0.178823387590122,0,0,0,-0.0982898314697314,-0.0629080664341918,0,0,0,-0.0153253600977008,0,0,0.124499057314163,0,0,0,0,0,0,-0.106105780011938,0,0,0.0020342426671261,0.0251880977644625,0,0,0,0,0,0
X600019.SH,0,0,0.0384410608334586,0,0.17847023744987,0,0,0,0,0,0,0,0,0,0,0,0,0.110548020889386,0,0,0,0.107415653340707,0,0.0730234853365237,0,0,0,0,0,0,0.00455718600252655,0,0,0.0317217331588868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00697139000645863,-0.0100545693681323,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572368828081351,0,0,0.2483379367349,0,0.053646672354001,0,0,0,0,0.0382064742191807,0,0,0,0.0359430291498575,0,0,0,0,0,0,0,0.151725086827136,0,0,0,0,0,0,0,0,0,-0.0649600763814778,-0.00404987312365836,-0.04300866094847,0,0,0,0,0,0
X600011.SH,0,0,0.344003531386394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216323137780874,0,0,-0.0218882186358638,-0.00696545235360595,0,0.15347559386067,0,0,0,0,0.0798172276985281,0,0,0,0,0.0142461074861459,0,0.0541224540949689,0,0,0,0.0164234860330256,0,0,-8.67361737988404e-19,0,-0.00991734687490095,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.106491155837507,0.132003373908079,0,0,0,0,0.0847151836780532,0,0,0,0.0742293031941597,0,0,0,0,0,0,0.0269518754922792,0,0,0,0,0,0,0,0.120747879926318,0,0,0.0809038428967918,0,0.175112894790872,0,0,0,0,0,0.183562023628513,0,0,0,0,0,0,0,0.153671604766149,0,0,-0.00205977135334431,-0.019182677309905,0,0,0,0,0,0
X002271.SZ,0,0,0,0.370248492238271,0,0,0,0,0,0,0,0.00802992628012765,0,0,0,0,0,0,0,0,0,0,0,-0.0660225942949191,0,0,0,0,0,0,0,0,-0.0646118654156695,0.224921847972843,0.14387890225876,0,0,0,0,0,-0.135402004895904,0,0,0,0,0,0,0,-0.0183404948621281,0,0,-0.000935107380214968,-0.0124522104087905,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0.132341714488829,0,0,0,0,0,0,0,0,0,0,0,0,0.0166182904034331,-0.0146371668934842,0,0,0,0.0210550109149485,3.46944695195361e-18,0.218047449989019,0,0,0,0,0,0,0.143627716243906,0,0,0,0,0,0.373418901810091,0,0,0,0,-0.0277432574302248,0,0,0.00420738400383634,0.0498927199916991,0,0,0,0,0,0
X600886.SH,0,0,0.139978241301429,0,0.139288793820534,0,0.0385806819899104,0,0,0.0425490808940135,0,0,0,0,0,0,0,0,0,0,0,0.0106723547228704,0,0,0,0.0178746543719818,0,0,-0.0150848020156212,0,0,0,0.01054464149208,0,0.00753335323229139,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0982021139846972,0,0,-5.42101086242752e-20,-0.0124901224844362,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761229868765077,0,-0.00121930871252377,0.00892631360160245,0.0942689017823318,0,0,0,0.0270644528907793,0,0.0927322512638171,-0.00603206424207499,0.0101060195363746,0,0,0,0.1008079845797,0,0,0,0,0,0,0,0,0,0.016277615169456,0,0,0,0.0107682372872001,0.00673202464076023,0,0,0,0,0,0
