,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X000786.SZ,X002466.SZ,X600160.SH,X000301.SZ,X601991.SH,X000807.SZ,X600219.SH,X600426.SH,X000983.SZ,X601699.SH,X600985.SH,X000630.SZ,X000408.SZ,X002128.SZ,X000933.SZ,X600096.SH,X601168.SH,X600176.SH,X000877.SZ,X002271.SZ,X600995.SH,X000883.SZ,X600352.SH,X002353.SZ,X600378.SH,X000027.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.218591337451872,0,0.00856067110112763,0,0,0.132567097533018,0,0,0,0,0,0,0.245114604565521,0,0,0.302120868323016,0,0,0,0,0,0,0,0,-0.0202153122018234,0,0,0.0581779530291652,0,0,0,0,0.030808617965603,0,0,-6.93889390390723e-18,0,0,0,-8.67361737988404e-19,-0.0105548469869153,0,0,0,0.175447901125157,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.123771307369499,0,0,0,0.206952462095182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110449981709421,0,0,0,-0.00598687017051401,0,0,0,0,0,0,0,0,0.156345619159301,0,0,0,0.033232895841688,0,0,0,0,0,0,0,0,0,0,0,0.0474428625405391,0,0,-0.0361890844004222,0,0,0,0,0,0
X600028.SH,0.431088871428802,0.102040837603517,0,0,0.218739034911488,0.0551094663822215,0,0,0,0,0,0,0,0,0.0865755872396126,0,0,0,0,0,0,0,0,0,-0.0676019633338275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14329678375541,0,0.057070709854712,0,0,0,0,0,0,0,0,0,0.011098139191298,0.00814805250788993,0.0569332659605334,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1400807120858,0.165861833430411,0,0.102898725856709,0,0,0,0,0,0,0.372426540120583,0,0,0,0,0,0.0801395401825722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0993979317046762,-0.0134481058959763,0,0,0,0,0,0
X601898.SH,0.0634213706598006,0.0994137716428636,0.255298975217399,0,0,0.0939024841795437,0,0,0,0,0.0219738565054726,0,0,0,0,0,0,0.105453349021584,0,0,0,0.052103303078249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177200185064075,0,0,0.0578847825792203,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0983738823788609,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0946933836382285,0,0,0,0.0458323089110159,0,0,0,0,-0.224899902468166,0,0,0,0,0,0,0,0,0.084137222499748,0,0,0,0,0,0,0,0,0.19360272606673,0.45737102776969,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.027804363528874,0.0341608178970518,0,0,0,0.272379731727843,0.0247236160997286,0,0,0.0161094715500584,0,0.158593497771963,0,0,0,0,0
X600660.SH,0,0,0,0.13084387775808,0,0,0,0.17090624647432,-0.0562630427727741,0,0,0,0,0,0,0,0,0,0.0223705900097008,0,0,0,0,0.307626869618383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170919950820966,-0.118676476701412,0,-0.497377657034543,0.221049019737329,0,0,0,-0.0455047085669147,0,0,0,0,-0.00774198510368896,-0.026455662130223,-0.0385650065188125,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373176320314582,0.373153236330909,0,0,0,0,0,0,0.0277854928156646,0.121185077493167,0,0.32463150644595,0,0,-0.0952865467950828,0,0.0884635039926803,0,0,0,0,0,0,-0.0292564411144252,-0.0685320712986534,0,0,0,0,0,0
X600019.SH,0,0,0.0284430392491156,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0.256472563351071,0,0,0,0,0.0768563189659655,0,0.133105709810531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112046610123768,0,0,0,0,0,0,0,0.254523761944102,0,-0.029890727946828,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.173657594659265,0,0,0,0,0,0,0,0,0.0772946080549548,0,0,0,0,0,0,0,0.024900354801677,0,0.0564543469323846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513920486072658,0,0.201077095838779,0,0,0,0,0,0,0,0.305963046009966,0,0.0441296497133134,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.125372240517393,0.00824719742027336,0.0525079202486355,0,0,0,0,0,0,0,0,0,0,0,0.807882010925334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566048016340953,0,0,0,0,0,0,0,0,0.060174370657144,0,0,-0.0217445499960296,0,0,0,0,0.239851320712442,0,0
X600886.SH,0.174662050730709,0,0,0,0,0,0,0.0230431209165543,0,0,0,0,0,0,0,0,0,0.117831935261371,0,0,-0.208155218589433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404844503029928,0,0,-0.0843788307788214,0,-0.0753608661480422,0,0,0,0,0,0,0,0,0,0.0637974232453126,0.20738756727752,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.00237937144373442,0,0.125412816799806,0,0,0,0,0.274562663523292,0,0,0,0,0,0,0,0.0822572026931335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723407077308012,0.181598004922026,-3.46944695195361e-18,0,-0.0913615653563086,-0.0141457145875481,0,0,0,0,0,0
X000792.SZ,0,0,0,0.138095516865537,0,0,0,0,0.213753103932956,0,0,0,0,0,0,0,0,0,0,0,0.298734201092444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671517240497582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018265904912723,0.00695067605493182,0,0,0,0,0,0
X600795.SH,0,0,0.254904839075169,0,0,0,0,0.036839709994309,0,0,0,0.218128816603895,0.137485260189121,0,0,0,0,0,0,0,0,0,0.0152941354180734,0,0,-0.0491964662365468,0,-2.77555756156289e-17,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0922710837680725,0,0.214900261910844,0,0,0,0.0294386258996613,0,0,-0.039574251787906,0,0,0,0,0,0,0
X600362.SH,0.194118305830387,0,0,0,0,0,0,0,0,0,0.113615044246051,0,0,0,0,0,0,0,0.0278998266804699,0,0.102754530365908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170140478172905,0,0,0.0711452936919886,0,0.284012299302867,0,0,0,0,0,0,0.0313478329611888,0,0,0,0,-0.00849483405770482,0,0,0,0,0,0,0
