,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600027.SH,X600583.SH,X002353.SZ,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X600315.SH,X000883.SZ,X000629.SZ,X600489.SH,X000709.SZ,X600490.SH,X600547.SH,X000825.SZ,X600352.SH,X000831.SZ,X000539.SZ,X600660.SH,X601699.SH,X000630.SZ,X000983.SZ,X600307.SH,X600549.SH,X002470.SZ,X000937.SZ,X000027.SZ,X000960.SZ,X600578.SH,X000959.SZ,X600863.SH,X600516.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0522818402982776,0,0.0268375970507108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036465583864678,0,0,0,0,0,0.0500111643798725,0,0,0,0,0,0,0.0108431963761202,0,0,0,0,0,0,0,0,0,0,-0.0169545803203847,0,0.0268930712249014,0.00307596882946924,0,0.0417288225885639,0,8.1772643990866e-05,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0316481270284758,0,0,0,0,0,0,0,0,0,0,0,0.000502255767091702,0,0,0,0.0209387051954216,0,0.0953029405735975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170440271021562,0,0,0.0722532845453654,0.0182758089272835,0,-1.0842021724855e-19,0.000221723240360548,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0584417903296346,0,-0.0258977327845196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334378099251221,0.0292097237325767,0,0,0.0679616782977199,0,-0.03177370785038,0.0553675248229723,0,0,0,0.00816530049729572,0,-0.00993218511439487,0.0166523041686048,0,0,0,0,0,0
X600585.SH,0,0.153878155914922,0.239831460653155,0,0,0,0.0207308201515802,0,0,0.0283118985653776,0.000410726451876335,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0682527753977027,0,0.208332997211722,0,0.0547478042576549,0,0,0,0.0912842753701388,0,0.0254795850395547,0,0,0,0,0,0,0,0,0,0,0,0,0.0115612413096754,0,0,0,0,0,0,0,0,0,-0.00187197107735299,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0167198569028801,0,0,0,0,0,0,0,0.182749642091133,0,-0.161863718792274,0.0334036867472841,0,0,0,0.26373959862606,0,0,0,0,-0.0493604951148984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952922395884687,0.135368432729762,0,0,-0.0178666255347063,0,0.0148342748597447,0.0188215467549712,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0859005441629531,0,0,0,-0.150951776838852,0,0,0,0,0,0,0,0,0.125663356322655,0,0,0,0.171726020543425,0,0.222496602479009,0,0,0,0,-0.0343421279547659,0,0,0,0,0,0,0,0.0635422125556075,0,0,0.0197337200596114,0,0,0,0.100987177995312,0.145738865826585,0,-0.0216313338487327,0,0,0.000847430305350694,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0995637886400988,0,0,0,0,0,0,0,0.00538659958533998,0,0,0,0,0,0,0.119962928158417,0,0,0,0,0,0.0811011909835812,0.123642755022221,0,0,0,0,0,0.131007849305347,0,0,0,0,0,0,0,0,0.0871525479863223,0,0,0,0,0,0,0,0,0.00435215953194346,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.0135114759680713,0,0.0911527568680572,0,0,0,0.082779273423931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02675033601462,0,0.0104802736799386,0,0.0547196724988096,0,0,0,0,0,-0.0203963011325387,0,0,0,0,0,0.150742252127347,0.0778074628453315,0.0174817378657923,0,0,0,0,-0.0130642250272535,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0447806766477287,0,0,0,0,0.0456800031484536,0,0,0,0,0,0.0572918869628107,0,0,0,0,0,0.0119571561365831,0,0,0,0,0,0,0,0,0,0.0863222942377935,0,0,0.0721690517350155,0.253373018175681,0,0,0,0.0629640992989614,0,0,0.00754903413606243,0,0,0,-0.00576307525879763,-1.73472347597681e-18,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326376125980567,0,0,0.0745374966218044,0,0,0,0,0,0.284903028420313,0,0,0,0.372666508006311,0,0.0644298647748046,0,0,0,0,0,0,0,0,0.0727307074050146,0,0.100376212990569,0.149468070125301,0,0,0,-0.19559284645378,0,0.0486606916428379,0,0,0,0,-0.0570744082993842,0.0575525533324739,0,0,0,0,0,0
