,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600011.SH,X601898.SH,X600019.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X600547.SH,X000301.SZ,X600886.SH,X600795.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X000983.SZ,X601699.SH,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600995.SH,X600348.SH,X002080.SZ,X600096.SH,X600489.SH,X600157.SH,X000933.SZ,X000807.SZ,X600985.SH,X600688.SH,X600141.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.557745814541879,0,0,0,0,0,0,0,0.183417363402481,0.170943871603684,0,0.0307981651381102,0,0,0.0197869129664052,0,0,0,0,0,0.0774483065051377,0,0,0,0,0,0,0.0950856626053208,0,0,-0.00783558184287947,0.0392186896265658,0,0,0,0,-0.0344740815983941,0,0,0,0,0,0.00489139984280365,0,0,0,0,0,0,-0.00969161590777779,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.430370987514835,-0.0394784370137952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864302197290911,0.0220197304331515,0,0,0.24189297100381,0,0,0.0917201100709685,0,0,0,0,0,-0.0455651148581558,0,0,0,0,0.0573257695322626,0,0,0,0,0,0,0,-0.0125125071372291,0,0,0,0,0,0,0
X600028.SH,0.589576813516818,0,0,0,0,0,0,0,0.00990741684782232,0,0,0,0,0,0,0,0,0,0,0,0,0.01317974326871,0,0.0125755436601967,0,-0.010614082253482,0,0.077448159751524,0.0337882334430151,0,-0.0125418716418952,0,0,0,0,0,0,0,-0.0152408842877168,0,0,0,0,0,0,0,0,-0.0209661583745155,0,0.0142840054144842,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034042821334433,0,0,0.0359835537876922,0,0,0.371821845218753,0,0.118332516022692,0,0.16504155342629,0,0,0,0,0,-0.0962871203656115,0.0405953670407015,0,0,0,0.0476767184044354,-0.142495789809912,0,0,0,0,0,0,0,0,0,0.0490737479525456,0,0,-0.0834493000976914,0,0,0,0,0,0
X600188.SH,0,0.754951521014686,0,0,0,0,0,0,0,0,0.0805255106913526,0,0,0,0,0,0,0,0,0,0,-0.0418919054800547,0,0,0,0,0,0.0192492304787788,0.0118916297648404,0.0831684719488279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120446743438049,0,0,0,0,0,0,0.0191639094099144,0.0367682894661635,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.485960691160927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00462965188547452,0,0,0,0,0,-0.194311587643128,-0.119522861042872,0,0,0,0,0.0332880700784212,0,0.114899623966259,0,0.161428655139507,0,0,0.201693784714476,0,0,0,0.110643770017319,0,0,0,0,0.0135348819889513,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.425295476836751,0,0,0,0,0,0,0,0,-0.0123295927534673,0,0,0,0,0.0975825943871211,0.0556030897914875,0,0,0,0,0,0,0,0,0,0.0373627385016569,0.436816179103198,0,0,0,0,0,0,-0.0282636475199845,0,0,0,0,0,0,0,0,-0.114576341802094,0,0.126586495997667,0,-0.015145449599976,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.072722774330321,0.0502430892128296,0,0,0,0,0,0.105512358469828,0,0,0,0,0,0,0,0,0,0,0,0,0.0891233768096342,0,-0.107389787694606,0.0243253405084846,0,0,0.388534334472836,0,0,0,0,0,0,0,0,0,0,0,0.0486396790072808,0,0,0,0,-0.00281253337165328,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.252413401935391,0.0598311299564481,0,0,0,0,0,0,0.228676673985873,0,0,0,0,0,0,8.67361737988404e-19,0,0.0741894429310888,0,0,0,0,0,0,0,0,0.18243627380409,0,0,0.134173432064233,0.0216750013155479,0,0,0,0,0,0,0,0,0,0.0229534109593018,0,0,0,0,0,-0.00944109736445282,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.262856916087748,0,0,0.319937064757357,0,0,0.203639790507345,0.107710501246299,0.0828157349235423,0,0,0,0,0,0.0511979007032192,0,0,0,0,-0.312317261849043,0,0,0,0,0,0,-0.0391887967610814,0.0953223330856725,0,0,0,0,0,0
X601898.SH,0.00912609630416832,0,0.172426934722305,0,0.16228854562575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178573853979006,0,0,0,0.0779205286071331,0,0.317303246038636,0,0,0,0,0,0,0,0,-0.00207274962874117,0,0,0,0,0,0.0731203291790491,0,0.0828174339209028,0,0,-0.0616043022122348,0,-0.0340586283868248,0,0,0,0,0,0,0
