,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600623.SH,X601991.SH,X600027.SH,X600188.SH,X600111.SH,X600157.SH,X600362.SH,X002466.SZ,X601992.SH,X600547.SH,X600886.SH,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600309.SH,X600489.SH,X000709.SZ,X600583.SH,X300072.SZ,X000898.SZ,X600352.SH,X000883.SZ,X000539.SZ,X000027.SZ,X000723.SZ,X002407.SZ,X000630.SZ,X000983.SZ,X002460.SZ,X002470.SZ,X600549.SH,X600176.SH,X000629.SZ,X000060.SZ,X600021.SH,X000012.SZ,X000959.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.01992721020557,0,0.0400528292718127,0,0,0,0,0,0,0.0438457213991732,0,0,0.016638894794426,0,0,0,0,0,0,0,0.202917653580799,0,0,0.134975822397946,0,0.00794939932539403,0,0,0,0,0,0,0,0,0,0,0,0.0305876094150436,0,0,0,0,0,0,0,0.0145759747481221,0,0,0,0,0,0,0
X600028.SH,0.133612192804323,0,0,0,0,0,0,0.0714428639226676,0,0,0,0,0,0,0.0685497470379668,0,0,0,0,0,-0.013656886225079,0,0,0,0,0,0.0429615957031888,0,0,0.17992212494288,0,0,0.0583863795501266,0,0,0,-0.0540940280071161,-0.00879154472342952,0,0,0,0,0.0145621672613258,0,0.0148244935451138,0,0,0,0,0,0,0.00524106069500467,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.150386434183911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069184666833643,0,0.102045658177154,0,0,0,0,0,0,0,0,0,0.0475447575467496,0,0,0.0658774828018508,0,0,0,0,0.201490265847032,0,0,0,0,0,0,-0.0293880354444859,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0451445692906446,0,0,0,0,0.0103499947944122,0,0.325320747416568,0,0,0,0,0,0,0,0,0,0,0.0544755069169657,0,0.0324116725915801,0,0,0.120045243795451,0,0,0,-8.67361737988404e-19,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0982640635989365,0,0,0,0,0.00162940407829449,0,0,0.0190637683474843,0.129325436804984,0,0,0,0,0,0,0,0,0.226490687046845,0,0,0.0520046482592912,0.129273859290291,0,0,0.124209634866062,0,0,0,0,0.0557943841441972,0,0,0,0,0,0.0164462507683724,0,0.0118415032845356,0,0,0,0,0,0,0,-0.0106610953996141,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0156919574554994,0,0,0,0.0604561986187465,0,0,0,0,0,0,0,0.0382509736227657,0,0,0,0,0.0548784012210631,0,0,0,0.0997398605041815,0,0,0.208607742884937,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.207952018182627,0,0,0.0213479230202629,0,0,0,0,0,0,0
X600585.SH,0,0,0.0882172614407702,0,0,0,0,0,0,0,0,0.0899276674795451,0,0,0,0,0,0,0,0.0511418657073678,0,0,0,0.294167495823235,0,0,0,0,0.283901002013719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470813970805518,0,0,0,0,0,0,0,0,-0.0409674276408962,0.0699294487245942,0.0849952317559911,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00653403864895922,0,0,0.093795305952616,0,0,0,0,0,0.0421506266783844,0,0.249246233108105,0,0,0.0702593798177969,0,0,0,0,0.117180159194149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671385941074162,0.0496777205719871,0,0,0.0341251648384749,0,0,-0.0863107369398751,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0276271879762046,0,0,0,0.0790815962262301,0,0,0,0,0,0,0.16666727610197,0,0.213526603571052,0,0,0,0,0.154302618366572,0,0,0,0,0,0,0.0685858171491894,0,0,0,0,0,0.0246938488624083,0,0,0,0,0,0.132571988290631,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.080825597059126,0,0,0.173666677914446,0,0,0,0.0294274013250758,0,0,0,0,0,0.0687678372277195,0,0,0,0,0,0,0,0,0,0,0,0.023921715856521,0,0,0,0,0,0.0917154442598953,0,0,0,0,0,0.260591599031145,0,0,0,0,0.0969266086039226,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.140606814104781,0,0,0,0,0.00885918295819196,0,0,0,0,0,0,0,0,0,0,0.0110891933610298,0,0.0354179552398696,0,0,0,0,0.167824168562909,0,0,0.102706319632558,0.0113242335437834,0,0,0,0,0,0,0,0,0,0,0.0421852495977079,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182231434410868,0.127852492856416,0.162005485207038,0,0.0323992521902501,0,0,0,0.0997603862571662,0,0,0,0,0,0.441945503279993,0,0,0,0,0,0.0900960395783143,0,0,0,6.93889390390723e-18,0,0.27234514804915,0,-0.085676566826075,0,0,0.0519925588513658,-0.0768350022859677,0,0,-0.0513653960279355,0,0,0.157691132867075,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154969082967774,0,0,0.0659749415788587,0,0,0.0277666300846916,0,0,0,0,0,0,0.0818604426467402,0,0,0.0519431624841298,0.0241484943455884,0.11536563015393,0,0,0,0.0564827682589876,0.0158106519246025,0,0,0,0.18909393278037,0,0,0,0,0,0,0,-0.0263226078886959,-0.0161015905922976,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0415588317969693,0,0.039368050561434,0,0,0,0,0,0,0,0,0,0.042569045627068,0,0,0,0,0,0.139044845328047,0,0,0,0,0.0921904951204524,0,0,0.0557672112345384,0.0229533463772047,0,0,0,0,0,0,0,0,0.0147164291950633,0,0,0,0,0,0,0,0,-0.00834467843548408,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,-6.93889390390723e-18,0,0,0.0591474310897315,0,0.0964149638661634,0,0,0,0,0,0,0,0.186689613524028,0,0,0,0,0,0,0.125532032962034,0,0,0,0,0,0,0,0,0,0,0,0.018893781860605,0,0,0.496712417290443,0,0,0.00670375168894958,0,0,0,0,0,0.0703880520347002,0,0,0.0224506532319127,-0.0839578385379479,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0924926290325981,0,0.114302204628661,0,0,0,0,0.0195678250508651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214399672950076,0,0.0224387281710126,0,0,0.0833424813929687,0,0,0.183512081589042,0.0494342760678225,0,0,0,0,0,0.312097389582941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0589693539732992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161353992673663,0,0,0,0,0,0,0,0.0638606172655482,0,0,0.0764002194547021,0.0344762207716392,0.0520671023084951,0,0,0,0.252942058659287,0,0.0343675731142155,0,0,0,0.011440303888739,0,0,0,-0.00357452137053315,0,0,0,0,0,0,0
