,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X000708.SZ,X600027.SH,X600803.SH,X600160.SH,X600010.SH,X600111.SH,X000983.SZ,X600426.SH,X601699.SH,X002460.SZ,X601991.SH,X000301.SZ,X000786.SZ,X002466.SZ,X000877.SZ,X002128.SZ,X000933.SZ,X000807.SZ,X000630.SZ,X600985.SH,X600219.SH,X600176.SH,X601168.SH,X000883.SZ,X000408.SZ,X002353.SZ,X600348.SH,X600096.SH,X000027.SZ,X002271.SZ,X600995.SH,X600612.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0548802347585162,0.44314133752491,0,0,0,0,0.0861212620135624,0,0.152899700245394,0,0,0,0,-0.195728133704956,0,0.0442538656627018,0,0,0,0,0,0,0,-0.0345549477524475,0,0,0,0,0,0,0,0,0.0467259183621945,0,0,0,0,-0.0118423817681869,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930378636117987,0,0,0,0,0,0,0
X601088.SH,0.207463256049396,0,0,0,0,0,0,0,0,0.0394602885252168,0,0,0,0,0,0,0,0,0,0,0.0157401279601757,0,0,0.292953191019855,0,0.0466808721993042,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04764492631761,0,0,0.0461364382565271,0,0.0440901712096656,0,-0.0318508889775544,0,0,0,0,0,0,0,0,0,0.0653849079502993,0,0
X600028.SH,0.368054010127978,0.0917879823310827,0,0,0,0,0.1088255031156,0,0,0,0,0,0.0748866482293238,0,0,0,0,0,0,0,0,0,0,0,0,0.00409213796542402,-0.159001114255883,0,0,0,0,0,0,0.0294571034028325,0,0,0,0.0984282208017573,0,0,0,0.0171757579745312,0,0,0.00372465191233821,0,-0.0172166300110196,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.120623741555727,0,0,0.0207946057632065,0,0.0327204567315387,0,0.0257872101585271,0,0,0,0,0,0,0,0,0,0,0,0.0487122858960398,0,0,0,0,0,0,0.0317515779245444,0.0784611799480392,0.00306101049438042,0,-0.0962893321109497,0,0,0,0,0,0,0,0,-0.00427136489067445,0,0,0,0,0.0397514437687424,0,0
X600188.SH,0,0,0,0,0,0.147265007800216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023114625250881,0,0,0.14437148808143,0,0.270125313136469,0,0,0,-0.150769757032567,0,-0.0168789223105062,0.126647918238103,0.0484344774282711,0,0,0.101362784181756,0,0,-0.0337744311338787,-0.0442628038120792,0,0,0.09169938258266,0,0,-0.158181508527565,0,0,-0.0671310115340575,0,-0.149638131195865,0,0,0,0,0,0,0
X601898.SH,0.131635156247448,0,0.0123971730465515,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0910829442732434,0,0,0,0,1.73472347597681e-18,0,0,0.0349392935926879,0,0,0,0.0511209458206224,0.117553682724227,0,0,0,0,0,0,0,0,0,0,0.488453955170884,0,0,0,0,0,0.141293788807165,0,0.0106769826163441,0,0,0,0,0,0,0.0193883870509511,-0.00349939897227217,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0864664278798741,0,0,0,0,0,0,0,0,0,0,0,0.204593368701316,0.013283695417259,0,0.0189352757117037,-0.0074406300415447,0,0,0,0,0,0,0,0.00764215853941432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113900008994234,0.459095800152243,0,0,0,0,0,0,0.0376819925857218,0,0
X600011.SH,0.0164884593718658,0,0,0,0,0,0,0,0,0,0,0,0,0.166885542290631,0,0,0,0,0.186203750614419,0.0767213094828741,0,0,0,0,0,-0.174248959979557,-0.015459880985144,0.217769398672012,0,-0.115833882820187,0,0,0.112300337059208,0,0,0,0,0,0,0.00617658623915661,0.184254472766541,0,0.0194586477894705,0,0,0,0,0,0,0,0,0.0559092230059467,0,0,0,0,-1.38777878078145e-17,0,0
X600886.SH,0,0,0,0,0,0.0182032663103155,0,0,0,-0.0737117449949324,0,0,0,0.238406080648403,0,0,0,0,0.0775295941131023,0,-0.019529455603916,0,0,0,0,0,0,0,0,-0.0901458122983243,0,0,0,0,0,0,0.036290328214129,-0.0458686860057847,0,0,0,0,0,0.0400377090215602,0,0,0,0,0,0,-0.185684638384003,0,0,0,0,0,0.0743051604634258,0,0
X601600.SH,0.0459150314499614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797670992839293,0.0274911549435211,0,0,0,0,0,-0.0478327796623989,0,0,0,0,0,0,0.27581125788106,0.0587665652863654,0,0.0545003380101717,0,0,0.318365764280702,0,0,0,0,0,0,0,0,0,0,0,0.00221564411534256,0,0,0,0,0,0,0
