,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600886.SH,X600660.SH,X600362.SH,X600795.SH,X600188.SH,X600352.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600176.SH,X000709.SZ,X000786.SZ,X600516.SH,X002271.SZ,X002460.SZ,X600489.SH,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X000553.SZ,X601158.SH,X600808.SH,X000630.SZ,X600985.SH,X601699.SH,X600583.SH,X000027.SZ,X600426.SH,X000301.SZ,X600339.SH,X000401.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0811388687168746,0,0,0,0,0,0,0,0,0,0.112966337826221,0,0,0,0,0,-0.0118694844650626,0,-0.00687908212310709,0.0586984879988039,0,0,0,0,0,0,0,0,0,0,0,0.0504350236717473,0,0.0152813136686984,0,0,0,0,0,0.0697767397575598,0,0.0421118578858718,0,0,0,0,0,0,0,0.00202929461093904,0,0,0,0,0,0,0
X600028.SH,0,0,0.0846897840466528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476226987511867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186875414117965,0,0.0285833145162453,0,0,0,5.42101086242752e-20,-0.0307440828904821,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.270393654540842,0.0368997861863573,0,0,0,0,0,0,0,0,0,0,0,0.223448561471916,-0.0856872962798572,0,0,0.0103487119548199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224511239431117,0,0,0,0.0519961532147231,0,0,0,0,0,0.0974395256995086,0,0,0.0331155762152801,-0.0476391671649139,0,0,0,0.0165387334198367,0,0
X600585.SH,0,0,0,0,0,0.182791581011801,0,0,0,0,0,0,0,0.0869566223263983,0,0,0,0,-0.00276482183989633,0,0.0272286333127601,0.383345520395993,-0.038386061717697,0,0,0,0,-0.0414415466490064,0.0427484386552256,0,0,0,0.0561857779549066,0,0,-0.043907234587852,0,0,0,0,0,0,0,0,0,0,0,0,0.0461919849151716,0,0,-0.00918503258200393,0,0,0,0,0.0237040975791065,0,0
X600019.SH,0,0,0.0766755228976099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108926618131841,0,0,0.0573543220905436,0.227700097689327,0,0,0,0,0,0,0,0,0,0,0,0,0.10221992814678,0.0533015872825678,0,0,0,0,0.00876960893931174,0,0,0,0,0,0,0,0,0,0,-0.00573053185959176,-0.0457294724739489,0,0,0,0,0,0
X600309.SH,0,0,0,0.0677634861937839,0,0,0.0670579559831294,0,0,0,0,0,0,0.115403335384103,0,0,0,0,0.222351492136196,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.165548191518983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00805730993930209,0.556140901688603,0,0,0,0,0,-0.111529912738782,0,0,0,0,0,0.0165902869081776,0,0
X600011.SH,0,0,0,0,0,0.185143495744963,0,0.0960679822878667,0.137156028646485,0,0,0,0,0,0,0,0,0,0.123506935156616,0,0.0386988125317968,0,0.10635015520593,0,0.150285009742487,0,0,0,0,-0.149870345583674,0,0,0,0,0,0,0,-0.114322770658857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198417418841252,-0.0316368143254855,0,-0.0106209159577142,0,0.0157986266356794,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583336966421924,0,-0.00361294164711655,0,0,0,0,0,0,0,0,0,0.889707904723284,0,0,0,0,0,0.0940666487185151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185538925237321,0,0,0.0194241310313145,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0820446645605819,0,0,0,0,0,0.0916215056788356,0,0,0,0,0,0.108742673834713,0,0,0,0,0,0,0,0,0,0,0.0691125707824244,0,0,0,0.405302014911436,0,0,0,0,0,0,0,0,0,0,0.0224747563226871,0,0,0,0,-0.0458470869404742,0,0,0,-0.0296284223656628,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.226565204438492,0,0,0,0,0,0,0.234586245205281,0,0,0,0,0.0268312305751556,0.0469160499470147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188756755827335,0,0,0,0,0,-0.00813623603210402,-0.0393238411640345,0,0,0,-0.0262021556768277,0,0
