,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X002271.SZ,X600660.SH,X600111.SH,X000301.SZ,X002466.SZ,X000708.SZ,X600010.SH,X601600.SH,X601898.SH,X600362.SH,X600547.SH,X600426.SH,X600188.SH,X000786.SZ,X600886.SH,X600176.SH,X600011.SH,X300037.SZ,X600219.SH,X600803.SH,X000408.SZ,X002080.SZ,X601991.SH,X000027.SZ,X000932.SZ,X600795.SH,X000825.SZ,X000898.SZ,X600489.SH,X600688.SH,X600352.SH,X002353.SZ,X000807.SZ,X002409.SZ,X000830.SZ,X000959.SZ,X600399.SH,X600549.SH,X600315.SH,X300073.SZ,X000012.SZ,X601699.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126809317662065,0,0,0.0319060069603908,0,0,0,0,0,0,0,0.0160689308666209,0,0,0.00049414417819852,0,0,0.18622673589454,0,0,0,-0.0474738862981502,0,0.0518677170185327,0,0,-0.0695004035989886,-0.0383863127466259,0.00599833959837346,0.0167168177074811,0,0,0,-0.0140522494490874,0,0,0,0.0477231174724209,0,0
X600028.SH,0.139406863755183,0,0,0,0,0,0.0834006500360219,0,0,-0.0170450784912833,0,-0.00501001230856921,0,0,0,0,0,0,0,0,0,0,0.018583860577781,0,0,0,0,0,0,0,0,0.073576912137957,0,0,0,0,0,0,0,0.0651417742008766,0,0,0,0,0,0,-0.0187815946331097,0,0.0295792621293522,0,0,0.0422590164590706,0.0539372861774612,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.112274788929681,0,0.15608595313732,0,-0.00602838147169294,0,0,0,0,0,0,0.306825149759159,0,0,0,0,0,0,0,0,0,0.033372553898182,0,-0.0432516484691876,0,0,0,0,0,0,0,0,0.0248279646582094,0.0793321416088107,0.200893420755376,0,0,0,0.0272064492783811,0,0,0,0,0,-0.0319052371095583,0,0,0,0,-0.0289227926526278,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,-0.0050444532855539,0,0,0,0.0639453289122243,0,0,0,0,0.191726851165435,0.0676672968497549,0,0,0,-0.0705777297009093,0,0,0.00362362564069071,0,0,0,0.0150250815400377,0,0,0,0,0.170045651292527,0,0,0,0,0.0372298382565695,0,0,0,-0.0614970570982562,0.0181256779628923,0,8.67361737988404e-19,0,0,0.0326753651676164,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.392371555063582,0,0,0,0,0,0,0.0785447442873391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371199748203908,0,0,0,0,0,0.194462833194143,0,0,0,0,0.0776441168299925,0,0.299207954478638,0,0,0,0,0,0,0,0,0,-0.00468040252545017,0,0
X600585.SH,0,0,0.0140183393023552,0,0,0,0,0,0,0,0.0139984049205181,-0.0151629629621231,0,0,0,0,0,0,0,0.0296377386339377,0.0337286083102944,0,0,0,0.0530746119599999,0,0,0,0,0,0,0,0,0,-0.00977559290072781,0,0,0,0,0,0,0,0,0,0,0,0,0.0485832422081548,0,0.541648112706282,0,-0.010740778690149,0.0579596659951154,0,0,0,0.0386410493128256,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286605466243274,0,0,-0.0143570002238042,0,0,0,0.0907406791282933,0,0.0504089844949759,0.335046450320949,0,0,0,0,0.041939377489941,0,0,0,0.0543749145320182,0.118680338415102,0,0,0,0,0,0,0,0,0,0,0,-0.0629478773826461,0,0
X002271.SZ,0,0,0.141540901083536,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464296645297315,0,0.170450807984401,-0.0242675474184783,0,0,0,0,0,0,0,0,0.0960459438940058,-1.73472347597681e-18,-0.044809757077634,0,-0.0797843046389866,0,0.0432875229300074,0,0,0,0,0,0,0,0,0,0.0188663509801467,0,0,0,-0.140182970296042,0,0,0,-0.0172592612890914,0,0,0,0,0.125311743388945,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.115939905802182,0.0829703151429642,0,0.203102094429684,-0.0371717803304555,0,0,0,0,0,0,0.0410029855320939,0,0.0022154174133668,0,0.222584482329498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172502805297003,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197007337503793,0,0,0.0453514565807122,0,0,0,0,0,0,0,0.0995642144223886,0,0,0.0258842082297008,0,0,0,0,0,0.111076790007867,0,0,0,0,0,0.00262970994943397,0,0,0,0,0.0652657085854468,0,0,0,0,0,0,-0.074269903383273,0,0,0,0,-0.0374014981793755,0,0
X000301.SZ,0,0,0,0,0.0812144173591459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123841848000814,0.0662270439521284,0,0,0,0,0,0,-0.193440010809681,0,0,0,0,0,0,0,0,0,0,0,0,0.207217646741195,0.0589167838060565,0,0.0733322922184615,0,0,0,0.0832189615937414,0,0,0,0,0.252995842162904,0,0,0,0.193740080346506,0,0
X002466.SZ,0,0,0,0,0.397003239782853,0,0,0,0,0,0,0,-0.196484652226914,-0.0121539260352186,0,0,0.584494092952468,0,0,-0.217496708711033,0,0,0,0,0,0,0,0.0680279827903752,0,0,0,0,0,0,0,0,0,0,0.127926156258676,0,0,0,0,0.252610996328663,0,0,0.0981295188808015,0.11556893290528,-0.183942123319963,0,0,-0.250053473792622,0.0810478361880687,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0376512838373807,0,-0.0311741331082379,0,0,0,0.0332213611299481,0,0,0,0,0,0.09776151965239,0,0,0,-0.0439031144617988,0,0,-0.0468991224979409,0,0,0,0.162574527734692,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0443246081593364,0,0,0,0.0198451470711426,0,0,0,0,0,-0.127665268305095,0,0,0,0,0.0150021000380066,0,0
