,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600547.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X600795.SH,X002460.SZ,X000708.SZ,X601699.SH,X600111.SH,X000301.SZ,X600362.SH,X600010.SH,X600027.SH,X000983.SZ,X000877.SZ,X600803.SH,X600426.SH,X600489.SH,X600160.SH,X601991.SH,X000786.SZ,X000408.SZ,X000630.SZ,X002271.SZ,X600985.SH,X000933.SZ,X000807.SZ,X600176.SH,X601168.SH,X600612.SH,X000932.SZ,X600219.SH,X002128.SZ,X600348.SH,X600096.SH,X600995.SH,X000027.SZ,X000883.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.200316636891324,0,0.0701012811647549,0.0233551357195366,0,0,0.0494455853569374,0,0,0,0.190042613454743,0,-0.0863415058784274,0,0,0,0,0.178686971315894,0,0,0,0,0,0.0566473370212971,0,0,0,0,0,0,0,0.0283296539302292,0,0,0,0,0,0,0,0,0,0,0,0.00971028143298141,0,0,0,0,0,0.0661833476886917,0,0.041567916217574,0.122017614245284,0,0,0,0,0
X601088.SH,0,0,0,0,0.210824329595443,0.111845191473784,0,0.0932811536788266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178123337651168,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101613542820457,0,0,0,0,0,0.0551517919167664,0,0,0,0,0,0,0,0.000369129353156432,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.121506903342225,0.105974696212934,0,0,0,-0.048604622098977,0,0,0,0,0,0,0,0,0.13046683973714,0,0,0,0,0.088744161980065,0,0.0792399991034314,0,-0.00665347371754421,0,-0.0736858190639866,0,0,0,0,0,0,0.19567225029846,0,0,0,0,0,0,0,0,0,0,0.0076681061052768,-9.77909557165677e-05,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547885316320206,0.238689804103889,0,0,0,0,0,0,0.105527367047023,0,0.312114038106134,0,0.0707051814629483,0,0,0.00393925128174582,0,0,0,0.0582073023441387,0,0,0,0,0,0,0,0,0,0,-0.0689843363528601,0,0,-0.00728802277308838,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.121709500383413,0,0,0,0,0.00831810296960844,0,0,0,0,0.0200480773522748,0,0,0.35032217618428,0,0,0,0,0,0.0839063011578702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530681832785999,0,0.1496103492925,0.0900260903347679,0,0,0,0,0,0,-0.00508946345045834,-0.000176455918375974,0,0,0,0,0,0
X601898.SH,0,0.0039003432929075,0,0,0.164017896121109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335581620004282,0.358021777121496,0,0,0,0,-0.062165674014072,0,0.0370816843769134,0,0,0,0,0,0,0,0,0,0,0,0,0.0737787789287441,0,0,0,0,0,0,-0.0192982782271794,0,0.0917343580368345,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.177039888404559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573754770216417,0,0,0,0,0,-0.0268034413149985,0,-0.0149730265109692,0,0,0.18052778020598,-0.0818831339694206,0.0505089126239964,0,0,0,0,-0.0282773160637505,0,0,0,0,0.0201658242388411,0,0,-0.00580239675605846,0,0,0,0
X600011.SH,0,0,0,0,0,0.205067608696136,0,0,0,0,0,0,0,0,0,0.183769115836286,0,0,0,0,0,0,0,0.246652044114602,0,0,0,0,0,0,0.0714594718463833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202167609503066,0,0,0.0996562111713242,0,0,0,0.0215227429053016,-0.0258188175392091,0,0.0894492595532317,0,0,0,0
X600585.SH,0,0,0,0.116191067967248,0,0.0635143637498628,0,0,0,0,0,0,0,0,0,0,0.00694319416198955,0,0,0,0,0,0.124092202360949,0.00760281196991878,0,0,0,0.0972867558815231,0,0,0,0.0597925322908018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730892532975905,0,0.00484825486688748,0,0,0,0,0,0
X600660.SH,0.184235287583439,0,0,0,0,-0.0957052272684381,0,0,0,0,0.0770409301358595,0.0274269675726201,0.0854548256163489,0,-0.0374651955171872,0,0,-0.0853054449963843,-0.0274794741265703,0,0,0,0,0.0368383880701192,0,0,0,0,0,0,0,0,0,0,-0.124430580394446,0,0,-0.00718739643178472,0,-0.133788670041096,-0.0166112247347699,0,0,0,0,0,0.18104254367712,0,0,0.139259561026331,0,-0.0121171664737725,0.0408096718384115,0.154467753416514,0,0,0,0,0
X600547.SH,0,0,0,0.00938817539119965,-0.174988534441412,-0.0256047822748431,0,0,0,0.111369219056859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643620290680589,0.476785389243293,0,0,0,0,0,0,0,0.189366469882447,0,0,0,0,0,0,0,0,0,0.0127739479666974,0,0,0,-0.0222343575864884,-0.0196441370517118,0.010584411198112,-0.0482112433750189,0,0,0,0,0
X601600.SH,0.117450227333037,0,0,0,0,0,0,0.00521648615865375,0.0807984639755869,0,0.13470021750075,0,0,0,0,0,0,0,0,0,0,0,0,0.0359200936067191,0,0,0,0,0,0,0,0,0,0.11506648575967,0,0,0.0956540183140701,0.143291509056901,0,0.186542543067636,0,0,0,0,0,0,0,0,0,0,0,-0.00376571767305912,0,0.082188938348666,0,0,0,0,0
X600886.SH,0,0,0,0,0.0812066287464183,0.0247568308389222,0,0,0,0,0,0,0,0,0,0.39363870015972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332599050182085,0,0,-0.0242783786645487,0.00390333937032888,0,0,0,0,0,0,0,0,0.0730020076277505,0,0,0,0,0,0.0802578422210065,0,-0.00589615700387847,0,0,0,0,0,0
X000792.SZ,0,0,0.0517772958833448,0,0,0,0,0,0,0,0,0,0,0,0.157731784960246,0,0,0,0,0.154236072661148,0.0788087758842476,0,0,0,0,0.0937861456087219,0,0,0,0,0,0,0,0,0,-0.0710513934182227,0,0.145705764561187,0.0619211520995146,0,0,0,0,0,0,0,0.133444700896386,0,0,0,0.0472246472826331,0.00976943592981032,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0.0407244726230259,0,0,0,0,0,0.793069698550551,0,-0.000822742852155334,0,0.0932314000705102,0,0,0,0,0,-0.362145922481981,0,0,0,0,0,0.21254699760532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837975093435729,0,0,0,0.104233658501635,0.00848643125510276,-0.0182597295148846,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.242421829840815,0,0,0,0,0,0,0,0.146017582432182,0,0.0536637774441548,0,0,0.0615812460813382,0.185672326278259,0,0,0,0,0.249370434547078,0,0,0,0,0,0,0,0,-0.0419732261672915,0,0,0,0,3.46944695195361e-18,0,0,0.0138874747934014,6.93889390390723e-18,0,0,0,0,0,0,0,-0.011792842695139,0,0,-0.00261876940323688,0,0,0,0,0,0
X002460.SZ,0,-0.058729353107343,0,0.111028016773001,0.0457249519117741,0,0,0,0,0,0,0,0,0,0.718726828163767,0,0,0,0,0,0,0,0,0,0,0,0,0.0994070232914846,0,0,0,0,0,0,0,0,0,0.0549422868723344,0,0,0,0,0,0,0,0.0248865557475598,0,0,0,0.0546264202176622,0,0.0551028264548176,-0.071190920794964,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522218815104732,0.049519926031455,0,0,0,0,0,0,0,0.0501449222073366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25427690702744,0,0,0.219211198108498,0.00521580149166142,0,0,0,0,0,0,0,0,0,0,0.0177046635605885,0,0,0,0,0,0
X601699.SH,0,0,0,-0.0657038231936764,0,0.176024791826016,0,0,0,0,0,0.0209612998060826,0,0,0,0,0,0,0,0,-0.100600794670706,0,0,0,0.146368304034581,0,0,0,0,0,0,-0.0480295503745526,0,0,-0.158291340754998,0.524049152794292,0,0,0,0.132338968062522,0,0,0,0,0,-0.0451150581258125,0,0,0,-0.0486270867499544,0,0,0.0146202531420807,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258316294942842,0.107781249595255,0,0,0,0,0,0,0,0.0300154062438491,0,0,0.0672556522416316,0,0,0,0,0,0,0,0,0,0,0,0,0.207624640340582,0,0,0,0,0,0,0,0,0,0,0,0,0.017715187510269,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0.16223607561286,0,0,0,0,0,0,0,0,0,0,0.00793342673865077,0,0,0.117580644626083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501575343605485,0,0,0,0,0,0,0.021848126905561,0,0,0,0,0,0,-0.0447563622797372,0.0708667466137286,0,0,0,0,0,0
X600362.SH,0.0102567678242262,0,0,0.0453329496400876,0.00638333626020815,0,0,0,0,0,0,0.0631214564750614,0,0,0.0185550865486974,0,0,0,0,0,0,0,0,0.0351157073290217,0,0,0,0,0,0,0,0,0,0.185340262131046,0,0,0,0.140122007583923,0,0.0924886530173428,0,0,0.0984913213807072,0,0.0471743759042338,0,0,0,0,0,0,-0.000396076476589389,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0499605379462174,0,-0.0246009583344576,0.123770595536084,0,-0.0319381893252248,0,0,0,0.0707851121412827,0,0,0,0,0.255350285307342,0,0,0,0,0,0,8.67361737988404e-19,0.0964324183198368,0,0,0,0,0,0,0,0,0,0,0.0035384644369477,0,0,0,0,0,-0.0179481261402215,0,0,0,0,-0.00923361547868268,0,0.0107300202270081,0.0157929067636976,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.524891498138503,0,0,0,0,0,0,0,0.304427528805621,0.128866298913046,0,0,0,0,0,0,0,0.0262499285057564,0,0,-0.0348736038655103,0,0,0.05496222330898,0,0,0,0,0,0.0232533063460374,0,0,0,0,0,0,0,0,0,-0.0864728880647963,0,0,0,0,-0.0711314309375553,0.0755389380315669,0,0,0,0,0,0
X000983.SZ,0.0792295328454025,0.353243899127523,0,0,0.162348708153746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235906917342408,-0.0201304810039757,0,0,0,0,0,0,0,0,0,0,0,0.0753525521738998,-0.00721694389280082,0,0,0.163266212053879,0,0,0,-0.0565382216309862,0,0,0,0,0,0,0,0,0,0,0,-0.0142480092355353,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844880152118722,0,0,0,-0.0563646914524865,-0.100325183072326,0,0,-0.10049469118078,0,0.234837867885627,0,0,0,0.050175242563626,0,0,0.173291705408812,0,0,0.0800445456773752,-0.03022245812381,0,0,0,0,0,-0.0129890487823324,0,0,0,0,0.00712844161489299,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0.0895681730870311,0,0,0,0.0909555326613148,0,0,0,-0.0880722302042133,0.11042194219367,0,0,0,0,0,0,0,0,0.0541291236623108,0,0,0,0,-0.0270306057493668,0,0,0,0,0,0,0,0,0,0,0.243237501802812,0.0976409144963626,0.115342255482896,0,0,0,0,0,0,0,0.101516017514136,0,0.00495978478804514,0,0.158930599720291,0,0,0,0,0
X600426.SH,0,0,0,0.131100376250124,0,0,0,0,0,0,0,0,0,0,0,0,0.0926128727187501,0,0,0.0126218471452774,0,0,0,0,0,0,0,0,0.325365485011387,0.106763362175188,0,0.102646544636441,0,0,0.191214135904457,0.0970655747277951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147760362841186,0,0,0,0,0,0,0
X600489.SH,0,0,0.088450604137434,0,-0.0155807521005929,0,0,0,0,0,0.497708937743452,0.0533938348730147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099393377397157,0,0,0.113155157443303,0,0,0,0,0,0,0,0.0180615939133348,0,0,0,0,0,0,0,0.100940895398177,0.143526187839254,0,0,0,-0.0413962794401929,-0.00122954166575061,0.01490920451947,0,0,0,0,0,0
X600160.SH,0,0,0,0.0971373531901474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131543739181422,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0665359424048921,0,0,0,0.156230394912394,0,0,0,0.223692748684842,0.0122013800654128,0,0,0,0,-0.0325996362207074,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0535507271505412,0,0,0,0,0,0,0.0737883036386575,0.0251805831280014,0,0,0,0,0,0,0,0.180726082624239,0.0187227697606001,0,0.031683668496518,0,0,0,0,0,0,0,0,0,0,0.294060782904546,0,0,0,0,0,0,0.11062860221883,0,0.160678557154836,0,0,0.0302008697113205,-0.0992682262610965,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0.0114425866619879,0,0.091575499169062,0,0,0,0,0,-0.251300170046948,0,0,0,0,0,0,0,0,0,0,0,0,0.316351225334926,0,0,0,0,0,0,0,0,0,0,0,0.347454931813667,0,0.0788028099712448,-0.018644984223724,-0.0876605989399056,0,0,0,0,0,0,0,0,0,0,0,0.0195103782093507,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210791255589133,0,0.117119046882439,0,0.0345549733401605,0,0,0,0,0,0,0,-0.191382254815738,0,0,0,0,-0.0840080285447641,0,0.106498825310997,0,0,0.266346961636917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
