,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X600688.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600886.SH,X600188.SH,X600111.SH,X600157.SH,X601992.SH,X600299.SH,X002466.SZ,X600660.SH,X000792.SZ,X601158.SH,X000709.SZ,X600309.SH,X000883.SZ,X000539.SZ,X000898.SZ,X600583.SH,X000027.SZ,X600352.SH,X600547.SH,X600489.SH,X002470.SZ,X000630.SZ,X300072.SZ,X000629.SZ,X600098.SH,X000983.SZ,X600176.SH,X000959.SZ,X000012.SZ,X000723.SZ,X600021.SH,X600160.SH,X600315.SH,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0551491862062708,0,0,0,0.103281184658559,0,0.0840838002319762,0,0,0.115515828581072,0,0,0,0.0306495459961467,0,0,0,0,0,0.0531124814290794,0,0.0823728288219032,0,0,0,0,0,0,0,0,0.00101985314585904,0,0,0,0.0182669139895831,0,0,0,0,0,0.0219413751776232,0.00817113430044197,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0154825059689947,0,0,0.0866500899767699,0,0,0,0.0151158130975329,0,0.0545553151672972,0.0503481463554243,0,0.0381383540088936,0,0.0128325990946381,0,0,0,0,0,0,0,0,0.235434376625984,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270267301118066,0.00800928734513867,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.579193752934201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340738268519531,0,0,0,0,0,0.0600915291129847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174943558640331,0.101411011314168,0,0.0540944420625162,0,0,0,0,-0.0147207652782129,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0437216968609538,0,0.1209443174157,0,0,0,0,0,0,0,0,0.0954775639900999,0,0,-4.33680868994202e-19,0,0,0,0.00245941518150734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111642095218739,0,0,0,0,0,0.133532288097667,0,0,0,0,0,0.00329733997523224,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0702788847979693,0.269445439339537,0,0,0,0,0,0,0,0.108283183780951,0.251523174799137,0,0,0,0,0,0,0,0.102661409950835,0,0,0,0,0,0,0,0.019989997976741,0,0,0.103183733799426,0,0.034644938008601,0,0,0,0,0,0.0647308901167519,0,0,0,0.0103924314493763,0,0,0.00387129655159963,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0814339861041834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598639391150299,0.0526089133846893,0,0,0.533212551948279,0,0,0.0364948455208844,0,0,0,0,0,0,0,0.108445675781738,0,0.0788216435717376,0,0.010493985602535,0,0,0,0,0,0.0058101917125159,-0.0709613046570485,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0802878505798924,0,0.174729431305193,0.0437024272713387,0,0,0,0,0,0,0,0,0,0.139822352843562,0,0,0,0,0,0,0,0,0,0,0,0,0.0641266202806945,0,0,0,0,0,0,0,0,0,0,0.0484131527312224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0808038660854526,0,0,0.0740836098481854,0,0,0,0,0,0.0731979008672188,0,0,0,0.0697887824226471,0.0465712287219197,0,0,0,0.018597381048311,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0448522496238078,0.0184932571619554,0,0,0,0.192994956911298,0.167621771134053,0.0029372565647793,0.0282275956464037,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00977364158793475,0,0,0,0,0,0,0.0648653297194168,0,0,0,0.299730644845166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153021825340508,0,0.14287205691892,0,0,0.0409720262145383,0,0,0.0553890178525743,0,0.0665186182305432,0,0,0,0,-0.00338663335418465,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997048343563313,0,0.0475704205666416,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00588288451529725,0,0,0,0,0,0,0.0929157137835588,0.147207851023282,0,0,0.0212982830742282,0,0,0.260396578260989,0,0,0,0,0,-0.00506989835975,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.301195677131678,0,0,0,0,0,0,0.169771626734112,0,0,0,0,0,0,0,0,0.127040791185873,0,0,0,0,0,0,0,0,0,0.068413138506142,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0136323510994446,0.0135533652759522,0,0.0462302832780103,0.0397535621711382,0,0,0,0,-0.0173766519370033,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231538614844199,0,8.67361737988404e-19,0,0,0.0299959172871913,0,0,0,0,0.17616936853857,0,0,0,0.0307212533126532,0,0,0,0,0,0,0,0,0,0,0,0.0260609828381059,0.222997591283808,0.0192233129246851,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00250545617523118,0,0.0191845228334727,0,0,0,0,0,0,0.0271841348595371,0.13094167781709,0.103590551331018,0,0,0.0995346424280295,0.0647951051836248,0.263984344979788,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,-0.179032969638122,0,0,-0.00767983948162673,0,0,0,1.38777878078145e-17,0,0,0.147562707331792,0,0,0,0,0,0,0,0,0,0,0,0,-0.324472044092013,0,0,0.442168639488413,0,0,0,0,0,0,0.447463223613156,0,0,0,0,0,0.0975846647650431,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.376743325310143,0,0,0,0,-0.0137962515295799,0,0,0.324036271528284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641134719858373,0.116999887450593,0,-1.38777878078145e-17,0,0.0370803944157026,0,0,0,0,0,-0.0199430645709118,0,0,0,-0.0258799972690938,0.00922872038427309,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159507955205042,0,0,0,0,0,0,0,0,0,0,0,0,0.0725694218109076,0,0,0,0,0,0,0.0390666062394734,0.136088876826373,0.0472891907385883,0,0,0,0.016616837111508,0.0986339160602129,0.000518095025764467,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.693803635203569,0,0,0,0,0,0,0.052793480587609,0,0,0,0,0,0,0,0,0.117388090611274,0,0,0,0,0,0.114193173563349,0,0,-0.0287643786584385,0,0,0,0,0,0,0,0,0,0.0788329814773007,-0.0534029165756686,0.0207758036116936,0,0,0,0,0,0,-0.00787517852033862,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.315645528103286,0,0,0,0,0,0,0,0,-0.0477391408193693,0.244816942709571,0,-1.38777878078145e-17,0,0,0,0.0445755318519775,0,0,0,0.17301669793831,0,0,0,0,0,0,0,0,0.0278412339866626,0,0,0,0,0.0183445138957313,0,0,0,0.00351875613489064,0.0389383324501101,0.10951571048733,0,0,0,0,0,-0.0321626200744761,0.017498683339097,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527876817236581,0,0,0,0,0,0,0,0,0,0.0615739703119164,0,0,0,0,0,0,0,0.0208485268267665,0,0,0,0.225601957893821,0,0,0.211267881815662,0.12163990556993,0,0,0,0.024833401187954,0.13142409714036,0.0582162641305184,0,0,0,0,0,-0.00785199069959021,0,0,0,0,0,0
