,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X600547.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600309.SH,X600489.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X002075.SZ,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000723.SZ,X600352.SH,X600583.SH,X000959.SZ,X000883.SZ,X000408.SZ,X000983.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X600021.SH,X000630.SZ,X002470.SZ,X600758.SH,X600160.SH,X000012.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0420677409232246,0,0.0414341841438616,0,0,0,0,0,0,0,0,0.0379847050976527,0,0,0,0.0104596348448979,0.010618244707874,0,0,0,0,0,0.00364048280674239,0,0,0.0703554169798468,0,0,0,0,0,0.0149209355409025,0,0.0260545533108549,0,0,0,0,0,0.0200007438621878,0.0106729703859093,0.00305203177847507,0,0,0,0.00344373185433627,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0143752411611243,0,0.0235606630338907,0.0927184023328173,0,0,0.0727984562089528,0,0,0.0434971198138983,0,0,0,0,0,0,0,-0.00516794796871598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810022598920487,0,0,0,0,0,0,0,0.0547875512309904,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.180856064356746,0,0.0283478110758272,0,0,0.0384808890177059,0,0,0,0,0,0.0594018282306802,0.0831810877841779,0,0.0516887781370933,0,0,0.0255216386944274,-0.0271620144360757,0.000627349539453074,0,0,0,0.0224327748983139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464989873303358,0,-0.0600865820263257,0,0,0,0.0585828383942474,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.108390565180839,0,0,0.101275099738792,0,0,0.0124199698881245,0,0,0,0.180495301383337,0,-0.00589222608489246,0,-0.0225561352432204,0,-0.199753575576859,0,0,0,0,-0.0465290946751453,0,0.219095865760834,0,-0.0421259554026039,0,0,0,0.0583222424686837,0,0,-0.152515300783619,0,0,0,0,0,0,0,0,0.0182446358535708,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0745605642645102,0,0,0,0,0,0,0.0123616326764392,0,0,0,0,0,0.10198695188326,0.0789394805985904,0.0208676918341353,0,0,0,0,0,0,0.173855838306815,0,0,0,0,0,0,0,0,0,0.0454193788413129,0.078170623803051,0,0,0,0,0,0,0.0223993161590759,0.0286483765481285,0,0.0301775627495455,0,0,-0.0293743788445218,0,0,0,0,0,0
X600585.SH,0,0,0,0.0632259307101719,0,0,0,0,0,0.164316057189741,0,0,0.0535261671973729,0,0,0,0,0.110219801208169,0,0,0,0,0.253655253431713,0,0,0,-0.107912528518233,0,0,0,0,0,0.0398953491458322,0,0,0,0,0,0,0,0,0,0,0,-0.184577800240559,0.0318099991137656,0.171149814865037,-0.0713313672232462,0,0,0.0353737650298313,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0450585706026963,0,0,0,0,0,0,0,0,0.0554190092579089,0,0.0673502745438184,0,0,0.0238765059699451,0,0,0,0,0,0,0,0,0,0,0.00239234589442382,-0.168628655735369,0,0,0,0,0,0,0.00883747901649011,0,0.178493991671044,0.415510535585096,0,0.0392841640654885,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0.0930340686984536,0,0,0,0,0,0.00762591574840759,0,0,0,0,0,0,0,0,-0.00664655439360716,0,0,0,0,0,0,0,0,0.255594454470114,0,0,0.0290074819082797,0,0,0,0,0.0418095820894798,0,0.0504019144193529,0,0.106686927910782,0,0.106213332290724,0,0,0,0,0,0,-0.0028992991935482,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0163656940310289,0.0281568572228312,0,0,0.145102772227033,0.0855939250769861,0.0919690255586636,0,0.0910865289061347,0,0,0,-0.0207217244382977,0,0,0,0.021418726382984,0.0240461310027236,0,0,0,0.00630835300787153,0.0456800046658348,-4.33680868994202e-19,0,0,0,0.0191687026621339,0,0,0.0375016975662892,0,0,0,-0.00392789525568569,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.087853211328724,0,0,0,0,0,0,-0.0767610297783825,0,0,0,0.118942656195024,0,0,0,0,0,0,0.0850673835319093,0,0,0,0,0,0.0602809499034778,0,0,0,-0.111112791826464,0,0,0.156316968118973,0.676656547491876,0.0832088322254265,0,0,0.102527262659532,0,0,-0.263623198048891,0,0,0,0,0,0,0.0649660956394326,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0338404053495303,0,0,0,0,0,0,0.0309167089053277,0,0,0,0.152140085946342,0.0136104461309605,0,0,0.0716607144886659,0,0,0,0.00463611159415941,0,0,0,0,0,0.0331288931683056,0,0,0,0,0,0,0,0.0744585856319783,0,0,0,0,0,0.0116468692810284,0,0,0.130215493914431,0.134298113368951,0,0,0,0.076275214263725,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342611674220617,0,0,0,0.700934716934061,0,0,-0.0541272609888536,0,0,0,0,0,0,-0.210351812307683,0,0,0,0,0,-0.171124304180248,0.023727564027124,0,0,-0.110770693955611,0,0,0.0860914452444194,0.0830428535122818,0.125487051538581,0,0,0,0.0765143148195861,0.149690072454771,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0.0659305834993817,0,0,0,-0.174129253749972,0,0,0,0,0,0,0,0,0,0,0.253215569409203,0,0.172418459662969,0,0.184313807025439,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.00559517009107588,0,0,0.10228546251829,0,0,0,-0.109959892867149,0,0,0,0.21352372468723,-0.758079349614446,0.0849543259121463,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328698606656294,0,0,0,0,0,0.0487706782516433,0,0,0,0,0,0,0,0,0.132651716827685,0,0,0,0.00385158955511882,0.0733021696049392,0,0,0,0,0,0,0,0.0563045098415511,0,0,0,-0.0120232054406866,-0.0302566807261081,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0415542598693151,0,0.0196553162781272,0,-0.0493911564597603,0,0,0,0,0,0,0.137760712361224,0,-0.0292822464273078,0,0,0,0,0,0.0363713369678139,0.0529840494476321,0,0,0,0,0,0.0615574771260773,0,0,0,0,0,0,0,0,0,0,0,0.0444176973567426,0.0858829626293275,0,0.19997399913924,0,0.00598664009709319,0.0371949700479128,0,0,0,0,0,0
X600027.SH,0,0,0,0.0380220034001308,0,0.0534317299063477,0,0,0,0,0,-0.03065970521553,0.0037825570592995,0,0,0,0,0,0,0.343198707799495,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0759183265914938,0,0,0,0,0,0.0329200107707895,0,0,0,0.0632481267924675,0,0,-0.0135474981293216,0,0,0,0,-0.0031557545729207,0,0,0,0,0,0,0
