,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600886.SH,X600585.SH,X600795.SH,X601898.SH,X601991.SH,X601600.SH,X600688.SH,X600027.SH,X002075.SZ,X600157.SH,X600188.SH,X600362.SH,X600111.SH,X000709.SZ,X000539.SZ,X601992.SH,X600583.SH,X000898.SZ,X600309.SH,X601158.SH,X000027.SZ,X000883.SZ,X000878.SZ,X600352.SH,X600660.SH,X600021.SH,X000792.SZ,X600863.SH,X002470.SZ,X600022.SH,X000629.SZ,X600578.SH,X600307.SH,X601918.SH,X600489.SH,X600098.SH,X000825.SZ,X600547.SH,X600808.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.880500755504907,0.0428342759756359,0,0,0,0,0,0,0,0,-0.0481256929423908,0,0,0,0,0,0,0,0,0,-0.0283027687267928,0,0,0,0,0,0,0,-0.0459134334979042,0,0,0,0,0,-0.00296539684313917,0,0,0,0.0455526258976727,0,0,0,-0.0363674544148771,0,0,0,0.0271208794207007,-0.0480803607471956,0,0.0937809862318546,0,0,0,0
X600028.SH,0.449854651155295,0,0.0847536616646381,0.00628963767364052,0.0304499219421348,0.0875341278213108,0,0.0236541239618834,0,0,0,0,0.0447408981261813,0,0,0,0,0,0,0,0,0.0360062135561532,0,0,0,0.0419267722410672,0,0,0,0,0,0,0,0.0659341211277934,0,0,0,0,0,0.0211645559509307,0,0,0,0,0,0,0,0.0184568690941712,0,0.0727786537552325,0,0,0,0,0
X601088.SH,0,0.208399253221018,0,0,0.262737833316502,0.127733165784531,0,0,0,0.140325155407694,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0298203090965329,0,0.00423497945947148,0,0,0,0,0,0,0,0,0,0.0512032516150535,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321572023569226,0.0247769125013384,-0.171090200329624,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.136236606439735,0.0351550898969881,0.00466834343213014,0,0.346635292288711,0,0,0.0735448684086433,0,0,0,0,0,0,0.055675154689789,0.0817593550795026,0,0,0,0,0,0,0,0,0,0,0,0,0.112718938340389,0,0,0,0,0,0,0,0,0,-0.0128476613425821,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115194729115558,0.0831587050232742,0,0,0,0,0,0,0,0.0860578705446747,0,0,0,0,0,0,0,0,0,0.0566401124476472,0,0,0,0,0,0,0,0.0481662630419341,0.168194552642682,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.132461686026081,0.0865344754333348,0,0,0,0,0,0.052113617945535,0,0,0.042075736479392,0.127480182704385,0,0,0,0,0,0,0,0,0,0.058822489402592,0.00633905626104122,0,0,0,0,0,0,0,0,0.143417321999544,0,0,0,0,0,0.0310172624228131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0196796882403736,0,0,0,0.00042443638820179,0,0,-0.155150776671157,0,-0.0210095289304938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703275676004809,0,0,0.00127922509358466,0,0,0,0,0,0,0,0,-0.0270622323326929,0.0213012417623249,0,0,0,0,0,0
X600585.SH,0,0.0435837075635592,0.0149138135683851,0.0937674828864471,0.0695776566230113,0.0473338194955878,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0231954520886226,0,0,0.0667762489737873,0,3.46944695195361e-18,0.173157506342144,0,0.00874734516821769,0,0,0,0.228771088993365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120314297503511,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0222790816638949,0,0,0,0,0,0.163473550098705,0,0.107354114060447,0.0245637843431251,0.0270813929168933,0,0,0,0.00365198988492803,0,0,0,0.0563495686005382,0,0,0,0,0,0.124303861795229,0,0,0,0,0,0.205311461900078,0,0,0,0.0733930608458954,0,0,0,0,0,0,0.0204350056005369,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,-2.71050543121376e-20,0.0262026199455074,0,0,0,0,0,0,0.0522157800989107,0,0,0,0,0,0,0,0,0,0,0.106096600100375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872356734411254,0,0.192190422041435,0,0,0,0,0,0,0,0.00987577649185018,-1.35525271560688e-20,0,0,0,0,0,0
