,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X000709.SZ,X600516.SH,X600352.SH,X600299.SH,X002460.SZ,X600489.SH,X000629.SZ,X601158.SH,X600808.SH,X600219.SH,X600801.SH,X000825.SZ,X000553.SZ,X000883.SZ,X000786.SZ,X600157.SH,X000408.SZ,X600583.SH,X002470.SZ,X000539.SZ,X002110.SZ,X600612.SH,X600021.SH,X000630.SZ,X600339.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.304226644451894,0,0,0,0,0,0,0,0,0,0,0,0.0218003589542602,0,0,0,0,0,-0.0229125873698087,0,0.00712203661128277,0,0,0,0,0.0716889730108502,0,0.13288334506071,0,0,0,0,0,0,0,0,0,0,0,0.291011385721632,0,0,-0.026971183697197,0.00732985295001072,0,0,0,-0.0171202703412206,0,0
X600028.SH,0.0627799098709774,0,0,0,0,0.0519010134544151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942059973989642,0,0.0762813810690818,0,0,0,0.046627809072049,0,0,0,0,-0.117845886198916,0,0,0.0381184827281065,0,0,0,0,0,0.524170340493445,0,0,0.00834923975905091,0.150646555253944,0,-0.0894553648991601,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0102692125588647,0,0,0,0.207924908887333,0,0,0,0,0,0,0,0,0.0824486679229513,0,0,0.0983692514252524,0.0533600781185842,0,0,0,0,0,0,0,0,0,0.163623342627243,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.182225684998452,0,0,0,-0.221325700890236,0,0.00773969334198102,0.0141266733620969,0,0,0,0.117079387462512,0,0
X600585.SH,0,0,0,0,0,0.260977652432064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225963199681603,0,0,0,0,0,0,0,0,-0.156982146389409,0,0,0,0,0,0,0,-0.031168355636388,0.0369108607654853,0,0,0,0,0,0
X600019.SH,0,0,0.0888478608781332,0,0,0,0.12367480371955,0,0,0,0,0,0,0,0,0,0,0,0.120595527458075,0,0.326066638247677,0,0,0,0,0,0,0,0,-0.11205231532173,0.00973293749280666,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0717276846830161,0,0,0.073725594874744,0,0,0,0,0,0,0.0118432706990058,0.00295203135048108,0,0,0,0.00994200938533496,0,0
X600011.SH,0,0,0,0.215705732146436,0,0,0.112761519323072,0,0,0,0,0,0,0,0,0,0,0.610886137369794,0,-0.0540521490797991,0,0,0,0,0,0,0,0,0,-0.224700593415857,0.027395835450269,0,0,0,0,0,0,0,0,0,0,0,0.0239862811835916,0,0,0.0188664258881631,0,0,-0.0833183889806358,0,0,0,0,0,0,0,-0.0417618116226839,0,0
X600309.SH,0,0,0,0,0,0.317738779242368,0,0,0,0,0,0,0,0,0,0,0,0,0.226854017123454,0,0,0,0,0,0,0,0,0,0,-0.22494245320032,-0.335760949885754,0,-0.229382029359867,0,-0.067987007789389,0,0,0,0.243204646266777,0,0,0,0.311546672451399,0,0.270695291252081,0,0,0,0,0.0743638405543639,-0.376080782715937,-0.0470269448878315,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0174498069794503,0,0,0,0,0,0,0,0,0,0,0,0,-0.033329399746743,0,0,0,0,0,0,0,0,0,0,0,0.103451545857969,0.247315495939198,0,0.246593714202659,0,0,-0.0599514596097462,0,0,0,0,0,0,0,0,0,0,0,-0.00133470578913128,0.0247221981634415,0,0,0,0.0359192748472837,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189946526334202,0,0,0,0.10198557965946,0,0.0493299166779786,0,0.0398318955851009,0,0,0,0.709416516239774,0.0177663565268143,0,0,0,-0.130971112967516,0,0,0,0,0,0,0,0,0,0,0,0.0701675058854234,0,0,0.1184273056333,0,0,-0.0146550045405441,0,0,0,0,0,0
X601898.SH,0.362375386562714,0,0,0,0,0,0,0,0,0,0.412707922803059,0,0,0,0,0,0,0.0386809068011255,0.0620293487622234,0,0,0,0,0,0,0,0,0,0,0,0.0173549654956744,0,0,0,0.00787860240561075,0,0.0069935174806188,0,0,0.0297779748782913,0,0,0,0,0.0818525652331351,0,0,0,0,0,0,-0.0158400748253628,0.0296491893164815,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.181119166398577,0,0,0,0,0,0,0,0.0298763141426342,0,0,0,0.182189823663101,0,0,0,0,0,0,0,0,0,0,0,0,0.023338151661069,0,0.0961690911168448,0,0.0604930768790747,0,0,0,0,0,0,0,0,0,0,-0.00107247779690083,0,-0.0139998904335588,0,0,0,0,0,0,0
X600660.SH,0,0.140818324642986,-0.0894109386087994,0,0,0,0,0,0,-0.193036249001949,-0.271819624734053,0,0.178529428066894,0,0,0,0,0,0.238927747142735,0,0,0,0,0,0,0,0.453761799268231,0,0,0.135514128781668,0.0172654502628074,0,0,0,0,0,0,0,0.163651100561584,0,0,0,0,0,0,0,0,0,0,0,0,-0.014370133345183,0,-0.0350562166665288,0.179923554177652,0,0,0,0
X600688.SH,0.109739259794932,0,0,0,0,0,-0.0524674417191769,0,0,0,0,0.27479649048981,0,0,0,0,0,0,0,0,0,0.0958123906133952,0,0,0,-0.0929567925736613,0,0,0,0,0.0746174476382664,0,0.114998347074359,0,0,0,0,0,0,0.0287957452793755,0,0,0,0,0,0,0,0,0,0,0.118685339325221,-0.0237192836397992,0.0498669849397229,0,0,0,0,0,0
X601600.SH,0,0,0,0.0308812784950397,0,0,0.0810965145280048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337782531139147,0,0.292742826165285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133650433276483,0,0,0,0.125161743156114,0,0,-0.00725374870009004,-0.0175186427614395,0,0,0,0,0,0
X600886.SH,0,0,0,0.0348585228800685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721449014282093,0,0.0350880788654173,0.0968044826140152,0.0102585118038732,0,0,0,0,0.101445340146063,-0.109449612420412,0,0,0.0163830164413318,0,0,0,0.0909181931903772,0,0,0,0,0,0,0,0,0,0,0.143282778140836,0,0,0,0,0,0.0237847067440372,0,0,0,0,0,0,0
X600795.SH,0.0548846458351046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527550662035344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642662976324668,0,0.0667115922531068,0,0,0,0,0,0,0,0.0127814762633543,0,0,0,0,0,0,0,0,0,-0.0147223948578733,0,0
