,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X601991.SH,X300072.SZ,X600157.SH,X600362.SH,X600027.SH,X600309.SH,X600111.SH,X600886.SH,X601992.SH,X600660.SH,X600489.SH,X600623.SH,X002466.SZ,X601158.SH,X600299.SH,X000723.SZ,X000792.SZ,X002075.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X000959.SZ,X600583.SH,X000883.SZ,X000983.SZ,X600352.SH,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X000630.SZ,X600021.SH,X600126.SH,X601699.SH,X002470.SZ,X000012.SZ,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0522020128835106,0,0,0.0239785538371169,0,0,0,0,0,0,0.0512358226486333,0,0,0,0,0,0,0,0,0,0,0.00934818204337609,0,0.0121096649389039,-0.0158461690284031,0.0739553676006425,0,0,-0.0148852972848125,0,0,0,0,0.0333670936857072,0,0,0,0,0,0.00698925335094078,0,0,0,0.0212432089959717,0,-0.00519074526921718,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.100197283218208,0,0.0115700335416819,0,1.73472347597681e-18,0,0,0,0.0673382001230997,0,0,0,-0.0244667862479635,0,0,0,0,0,0,0,-0.0183596942482341,0,0,0,-0.0213271605208492,0,0,0,0,0,0,0.081067119765709,0,0,0,0,0,0,0,0,0,0,0.0830293076684418,0.0433587632676537,0,-0.0171908979518161,0.014812403316241,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0235316302070468,0,0,0.0748897059787177,0,0.103926384324173,0.0434552683308032,0,0,0,0.028727629603484,0,0,0,0.0371047044174812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533371449657233,0,0,0,0,-0.0408263491854871,0,0,0,0,0,0.0562741457683866,0.00818867360635224,0,0,0.00729818567651564,0,0.0379170134639126,0.0482543165440692,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0862057107791243,0,0,0,0.0320909271918777,0,0,0.0637622796576553,0,0,0.119472874224652,0,0,0,-0.0248830379418627,0,0,-0.181046735100574,0,0,0,0,0,0,-0.0171054500142019,0,0,0,0.139474973281364,0,0,0,0,0,0,0.0142488189357285,0,0,-0.076290459149591,0.0720672553624105,0,0,0.0183045896570403,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0125035218438373,0,0,0,0.0324297998639773,0,0,0,0,0.113008801627174,0.130611080857762,0,0,0,0,0,0.0261275153841057,0,0,0.150486596073798,0,0,0,0.00993372184074934,0.0200845323298109,0,0,0.0757015022212489,0,0.0737502578090299,0,0,0,0,0,0.0227569850863053,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197675331035724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460571607955863,0,0,0,0,0,0
X600585.SH,0,0.396625212794897,0,0,0,0.0503720298033529,0,0.0691715826791065,0,0,0.0784182783159618,0,0,0,0.035776336922804,0,0,0,0.081185635358384,0,0,0.138933709345276,0.0300586666892821,0,0,0,0,0,0,0,-0.143269065353472,0,0,0.092323291753503,0,0,0,0,0.133527465259645,0,0,0,0,0,0,0.00640130150581063,0,0,0,0,0,0.108502288430133,-0.065550709478124,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606879683586896,0,0,0,0,0,0,0,0,0.064883293225918,0.0449388462304179,0,0.0583344556737068,0,0,0,0,0,0,0,0.0117698688619672,0,0,0,0,-0.208174540639349,0,0,0,0,0,0.0497502561436149,0.309760836903181,0,0.25464352388213,0,0,0.0492529380504761,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0840928210414555,0,0,0,0,0,0,0,0,0,0,0,0.0935899145686129,0.834349385787789,0.0549287853498075,0,0,0,0,0,-0.0216811972804918,0,0,0,0,0,0,0,0,0.028857925455801,0,0,0,0,-0.268242505094535,0,-0.00529527588709114,0,0,0,0,0,0.124714648506941,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997289769499964,0,0.0199519706436361,0,0,0,0,0,0,0.0174809239601533,0,0,0.0199198988848003,0,0,0,0,0,0,0,0,0,0,0.0964151276139908,0,0,0,0,0.359969673517996,0,0,0.0449005901744049,-1.38777878078145e-17,0.130091871761861,0.00081004278067185,0.0315178503867734,0,-0.0140329355646918,0,0,0,0,0,0,0
