,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600688.SH,X600352.SH,X601991.SH,X000786.SZ,X600027.SH,X600111.SH,X600795.SH,X601992.SH,X600176.SH,X002075.SZ,X600299.SH,X600426.SH,X600126.SH,X600486.SH,X600529.SH,X000723.SZ,X600315.SH,X601158.SH,X000401.SZ,X600219.SH,X002466.SZ,X002353.SZ,X600612.SH,X000932.SZ,X000898.SZ,X000883.SZ,X600516.SH,X002409.SZ,X000553.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367357470831375,0,0.0823000472308326,0,0,0.0418681294850044,0,0,0,0,0.125730308792166,0.0162240596733973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015814175240309,0.0139976622081014,0,0,0.00152017522082089,-0.0251151825996914,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.061674101561571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791604447521043,-0.0157728974266483,0.130267983011421,0,0,0,-0.0197196112294138,0,0,0,0,0,0,0.0118682354766751,0,0,0,0,0.112605071900758,-0.000843076373262135,0.0201349992747321,0,0,0.0102014372560347,-0.00293704682932274,0,0,0,0,0,0
X601088.SH,0,0,0,0.195757395104872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314506949280211,0,0,0,0,0,0,0,0,0.057238176597134,-0.155363634984266,0,0,-0.0255568830122312,0,0.0728939134919335,0,0,0,0,0,0.0529228477039282,0,0,0,0,0,0,-0.0878075271829811,0,0,0,0.000293358388552948,0,0,0,0,0,0,0
X600585.SH,0,0,0.032450070827585,0,0,0,0,0,0,0,0.115026380737168,0.219839239970216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112633125229509,0,0,0,0,0.149350706710245,0,-0.019303899305871,0,0,0,0.00844863040195861,0,0,0,0,0,0,0,0,0,-0.0275211500491728,0,0.00903635811943728,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0203355886511642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288378611982761,0.259049360425886,-0.0262401884319192,0,0,0.0229679722886005,0,0,0,0,0.14201340118972,0.0202961465155579,0.0518558453866249,0,0,0,0,0,0,0,0,0.0177567898738485,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679363484625316,0,0.0405018309872263,0,0,0.0203566386068272,0,0,0,0,0,0,0,0,0.030886173067203,0,0,0,0,0,0,0,0.00217683577483452,-0.0244736372068054,0.3266784214991,0,0,0,0,0,0.153343886076817,0,0.00471733082357514,0.0158952882582318,0.0572780578046245,0,0,0,0,0,0
X600019.SH,0,0,0.0316299027086485,0,0.139544077954947,0,0,0,0,0,0,0,0,0.0198861992656082,0,0,0,0.11661373575719,0,0,0.0808056795586366,0,0,0.0992589424248746,0,0,0,0,0.0562809848383284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00839547207612481,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.140219732585443,0,0,0,0,0,0,0,0,0,0.0698274987697626,0,0,0.161129154055449,-0.0382492578057211,0,0,0,0,0.0140824177310209,0,0,0.0720480036064362,0,0,0,0,0,0,0,0.0742928110602863,0.175853228467502,0,0,0,0,0,0,0,0,-0.0789259015937475,-0.00961276384188923,-0.0343078731219262,0,0,0,0,0,0
X600011.SH,0,0,0.233134779526026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206975191061195,0,0,0,0,0,0.136268268575071,0,0,0,0,0.00956649283400127,0.00784940251298243,0,0,0,-0.0411233882623936,0,0.00869558817227156,0,0,0,0,0,0.0393657394844454,0,-0.0349430841893335,0.0203388921108112,0.0122640480016858,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.186845231487454,0,0,0,0,0,0,0,0,0.245308017547788,0,0,0,0,0,0,0,0,0,0.00898418738304252,0,0,0,0,0,0.0604721858971897,0,0,0,0,0.336651484014692,0,0.0248549554909517,0,0,0,0.081709033699029,0.0291983530759544,0,0,0,0,0,0.0938928224068901,0,0,0,0.00146489670106813,-0.0253341158260718,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0868282885981959,0,0,0.174336254554587,0,0,0,0,0,-0.137179707091439,0.0949579856213238,0.134682113248857,0.0391713198631234,0,0.120643801732628,0,0,0,0,0,0,-0.0199235373738551,0,0,0,0,0,-0.0623613254682995,0,0,-0.0405690715212543,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.030378261323411,0,0,0,0,0,0,0.0906289970977964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371142920688483,0,0,0.235648297165348,0,0,0,0,0,0,0.0288211279078697,0,0,0.240530206210613,0,0,1.73472347597681e-18,0,0,0,0,0.17435509155464,-0.000756933871400169,0,0,0,0.00823172954724168,0.0768576045762146,0,0,0,0,0,0
X600886.SH,0,0,0.0676751951809093,0,0.143551390183148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115446658005772,0,0,0,0,0.00753066929862276,0,0,-0.0200007655362995,0,0,0,-0.00687920958702467,0,0,0,0.00399739691584318,0,0,0,0,0,0,-0.0803723092445728,0,0,0,0.00463531785641748,-0.0233061201065727,0,0,0,0,0,0
X600660.SH,0,0,0,0.129141349372894,0.145061728787445,0,0,0,0,0.116418886070252,0,0,0,0,0,0,0,0,0,0,0.145596451735661,0,0,0.00225896526694418,0,0,0,0,0,0,0,0,0.0321955385346307,0,0,0,0.126229113549383,0,0,0,0,0.0511209572570042,0,0,0,0,0,0,0,0,0.104013811058973,0.0153760217830496,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.060839170625761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422893740374104,0.114860963046493,0.0575382466261956,0,0.0923327926616133,0,0,0.0531481397100267,0.08427825895888,0,0,0,0.00492132292812259,0,0,0,0,0.0160771101976931,0,0,0,0,0,0,0,0,0,-0.00343892980923562,0.00530978509264838,-0.011280208195087,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0110425101196812,0,0,0.00570593634167038,0,0,0,0,0,-0.0145624390476202,0,0,0,0,-0.00334430522637007,0,0,0,0,0,0.0242586148256415,0,0,0,0,0,0.169602333152083,0,0,0,0,-0.00706932565040674,-0.00947204340459375,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193009186274464,0,0,0,0,0,0,0,0.140645934453117,0.111957270411627,0.0809944164666166,0,0,0,0,0,0,-0.033399461459422,0,0,0,0,0,0,0,0.0489913821118174,0,0,0,0,0,0.0930946639160182,0,0,0,0,0.00106964849656116,-0.00831829437250687,0,0,0,0,0,0
X600362.SH,0,0,0.215983502109868,0,0.078282587797211,0.0556123630219222,0,0,0.00804704403135069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966514917443616,0,0,0,0,0,-0.0397722282601337,0.184373335025425,0,0,0,0,0,0,0,0,0,0.0656353939461708,0.0670244084547146,0,0,0,0,0,0,0,0,0,0.0143568794192403,0.0290769092327555,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.613753502149375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455520309549343,0,0,0.0726158071529724,0,0,0,0,0,0.00648251549427836,0.0308399582358229,0,0,0,0,0,0,0,0,0.016961382113019,-0.0600343207469011,0,0,0,0.0545411439960998,0,0.0125655660168071,0,0,0,0.0360429252977494,0,0,0,0,0,0
