,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X601158.SH,X600188.SH,X600583.SH,X000027.SZ,X601992.SH,X000539.SZ,X600309.SH,X000709.SZ,X000898.SZ,X600352.SH,X600021.SH,X000883.SZ,X600660.SH,X601918.SH,X002470.SZ,X000792.SZ,X600098.SH,X600489.SH,X600623.SH,X600022.SH,X600307.SH,X000629.SZ,X600863.SH,X600547.SH,X600808.SH,X002353.SZ,X600008.SH,X000060.SZ,X300072.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.698160516054175,0,0,0,0,0,0,0,0.0612789917269127,0,0,0,0,0,0,0,0,0,0,0.0299794904076244,-0.0496392042022961,-0.000685398578886163,0,0,0,0,0,0,0,0.0186057203666609,0,0,0,0,0.00824928662281132,0,0,0,0,0,0,0,0,0,0,0,0,-0.040773382635108,0,0.0510798678200903,0,0,0,0,0
X600028.SH,0.224642170368036,0,0,0,0.027561205052087,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0618111096915362,0,0,0,0,0.0573183525619844,0,0,0,0,0.071904027534837,0,0,0.0259668244396138,0.154213855280039,0.0274908142553946,0,0,0,0,0.0918620694080646,0,0,0,0,0,0,0,0,0,0,-0.0369875120001886,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0936115521218163,0.0787123731192313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281884975836314,0,0.22517465098889,0,0,0,0,0,0,0,0,0,0,0.0232547144849486,0,0,0,0,0,0,0,0,0,0,0,0,0.0469305089508005,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.0601068701033977,0,0.013048490485255,0,0,0,0,0,0,0.402226452459462,0.142593186498127,0,0,0,0,-6.93889390390723e-18,0.126405738532919,0,0,0.178624461739149,0,0.0132801749161166,0,0,0,0,0,0,0,0,0,-0.0225172488902018,0,0,0,-0.0345502186204013,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.110713141607544,0,0.0379473524299555,0.0673865779677035,0,0,0,0,0,0.0175491770402307,0,0.302174039095896,0,0,0.0532504059822173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142756796364368,0.0474827056801832,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0829194046837197,0,0,0.150533428684783,0,0,0,0.309590406496726,0,0,0,0,0.145300743212236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137207831054082,0,0.0598851534786649,0,0,0,0,0,0,0,0,0.0220493250299859,0,0,0.0142418184476348,0,0,0,-0.0275780156114621,0,0,0,0,0,0,0
X600585.SH,0,0,0.0440272286105078,0,0.139324234792208,0,0,0,0,0,0,0,0,0.0796234616736173,0,0,0,0.0420361372610087,0,0,0,0,0,0.290091394014739,0,0,0,0,0,0.110849341803357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110701641441293,0,0,0,0,-0.00835514334152348,-0.00463104080550834,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.00030821660935039,0,0,0,0,0.12618262927492,0.682741160055983,0,0,0,0,0,0,0.0170126791803703,0,0,0,0,0,0,0,0,0,0.125935827424095,0,0,0.127908803655865,0,0,0,-2.16840434497101e-19,0.0356506005062554,-0.0734489605953577,0,0,0,0,0,0,0,0,0,0,0,-0.0396990144289331,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.053017141597368,0,0,0,0.146835336647132,0.0447155048621094,0,0,0,0.104860343575762,0.00316134505128924,0,0,0.0798502809950393,0.146399197382487,0,0,0,0,0,0.00395992426343997,0,0,0,0,0,0,0,0.0273529040508718,0,0,0,0.0411137413492399,0,0,0,0.0393843027778171,0,0,0.195339525626277,0,-0.00559225847432483,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.166958953478242,0.115500380842936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940884602479855,0,0,0,0,0,0,0.0553915366187652,0,0,0,0,0,0,0,0.413489895596672,0,0,-0.0838379639212683,0,0,0,0,0,0,0.171511059225053,0,0,-0.0717473955526284,0,0,0,0,0,0,0
