,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X601992.SH,X600157.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X600583.SH,X000027.SZ,X600352.SH,X600160.SH,X000539.SZ,X002466.SZ,X600309.SH,X000792.SZ,X600660.SH,X000630.SZ,X000060.SZ,X600098.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600547.SH,X600021.SH,X002470.SZ,X600489.SH,X600578.SH,X002004.SZ,X000629.SZ,X600863.SH,X600315.SH,X300072.SZ,X600022.SH,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990189037558432,0,0,0,0,0,0,0.0928463782950321,0.0315952880700184,0,0,0,0,0,0.113251639776917,0,0.0219211689559217,0.140950967498646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174130881228421,0,0,0,0,0,0,0
X600028.SH,0.308140262616318,0,0,0,0,0,0,0,0,0,0.0430637623633871,0,0,0,0,0,0,0,0,0.179729290087225,0,0,0.028355753980848,0,0,-2.16840434497101e-19,0,0.01545373134023,0,0,0,0,0.00222741907354028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114611376138296,0,0.0880326508731896,0,0,0,0,0
X601088.SH,0.134254823382731,0,0,0,0,0,0.130723031617553,0.223274045516838,0,0,0,0,0,0,0,0.00139606357615608,0,0,0,0,0,0,0.00253829441051479,0,0,0,0,0,0,0.027941076577295,0,0,0.0696794529188104,0,0,0.0819677561208868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024860891922518,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.07059451508304,0,0,0,0.0532948548243419,0,0.0520966422228418,0,0,0,0.0611090311796273,0,0.057931971964357,0,0,0,0,0,0,0,0,0.187819044618104,0,0,-0.0275811977630407,-6.93889390390723e-18,0.0608369614823432,0,0.0224234358223846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000788942300487731,0.00768158995578961,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193774482071903,0,0,0.152749195039977,0,0.200839281002209,0,0,0,0,0,-0.0198728142058792,0,0.0763607427219393,0,0,0,0,0.0765274322306027,0,0,0,0,0,0,0,0,0,0.105429445309774,0.314836067789088,0,0,0,0,0,0,0,-0.0214843673339382,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298310613829307,-1.73472347597681e-18,0.102458409377676,0,0,0,0.0363515097910351,0,0.0287109986866407,0.133708401372731,0,0.0235326283377663,0,0,0,0,0,0,0,0.0067721210622172,0,0,0.267741796929769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840643876074967,0,0.044499405772381,0,0.00109619761970706,0,0.0756583734859545,0.0473510885914693,0,0.110996681899197,0,0,0,0,0,0,0,0,0,0,0,0,0.14982031405165,0,0,0,0,0,0,0,0,0,0,0,0,0.0181556930211307,0,-0.0226100114160568,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.210086673499624,0.0145550825285395,0,0,0,0.12385802636584,0.132040580696501,0.0662115950369947,0.0150332588400638,0,0,0,0,0,0,0,0,0,0,0,0.0955824255207441,0,0,0.0210763414019308,0,0,0,0,0,0.107880739995568,0,0,0,0.0398914549496038,0,0,0,0,0,0.0663113497515695,0,0,0.00463251667348682,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120424798608537,0,0,0,0,0,0,0,0,0,0.00616807713302349,0,0,0,0,0,0,0.0493246655047886,0,0,0,0,0,0.308481350144767,0,0,0,0,0,0,0,0,0,0.0130224336325724,0,-0.00473360360918897,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170858481631537,0.0816264631338322,0.128026196137226,0,0,0,0,0,0,0,0,0.00141278586124598,0,0,0,0,0,0,0.102326708398199,0,0,0.183801077291706,0,0.0582044837718269,0,0,0.102018677609236,0,0,0,0,0,0,0,0,0,-0.00187679748890748,0,0,0,0,0,0,0
