,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600111.SH,X600362.SH,X600188.SH,X600795.SH,X002466.SZ,X601991.SH,X600547.SH,X000898.SZ,X600660.SH,X300072.SZ,X600516.SH,X000709.SZ,X600886.SH,X600157.SH,X002460.SZ,X600027.SH,X000959.SZ,X600808.SH,X600489.SH,X600219.SH,X600339.SH,X600549.SH,X600352.SH,X000983.SZ,X002092.SZ,X000630.SZ,X000553.SZ,X601158.SH,X000825.SZ,X000792.SZ,X000807.SZ,X000883.SZ,X601699.SH,X000723.SZ,X002271.SZ,X000060.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00288684531028233,0,0,0,-0.0193867137958966,0.00715761394907732,0,0,0,0.0262560681799756,0,0,0,0,0,0,0,0,0,0,-0.0573856447225669,0,0,0,-0.0295302174219048,0,-0.0148864649319533,0,0,0,0.0506876159469118,0,0,-0.105153068744955,0,0,0,0,-0.00773278706268781,-0.00663516335701605,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.185929780748812,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175611269140461,0,0,0,-0.0556785077656659,0,0,0,0,-0.288090305833394,0,0,0,0,-0.0359759581163722,0,0,0,0,0,-0.0141933903636802,0,0,0,0,0,0,0,0.0474009823409384,-0.00280582380983973,0,0,0.00403776966212305,0,-0.130035369646269,0,0,0,0,0
X601088.SH,0,0,0,0.0117897627438762,-0.0222167932261746,0,0,0.0202840792945963,0,0,0,0,0,0,0,0,0,0,0.0135968063719333,0,0,0.0344947904900871,0,0,0,0,0,0,0,0,-0.0166144615632042,0,-0.0131532896979177,0.00158807562240244,0,-0.00842181387900482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0039107060922137,0.00811952985448647,0,0,0,0.121931503979042,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.340310210698566,0,0,0,0,0,0,0,0,0,0,0.0765337333968445,0,-0.0540513363976964,0,0,0,0,0,0,0.331376514094415,0,0,0.00689754355071344,0.0180387211450609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00539086376732306,0.0127577711180196,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0987328743620973,0,0,0,0,0,0,0,0,0.00487842075231295,0.0466882689729264,0.139537338469472,0,0,0,0,0,0.138576227726474,0,0,0,0,0,0.00942848536702217,0.0404972026055137,0,-0.0739772321312895,0,0,0,0,0,0.0710127932732738,0,0,0,0,0,-0.00875828933510291,0.0261654844424613,0,0,0,0,0,0
X600585.SH,0,0.126086996703866,0,0,0,0,-0.079238237282241,0.0150148716414113,0.294460575578205,0,0.0471190059136048,0,0,0.24245370539769,0,0,0,0,0,0,0.147879530373896,0,-0.0188912386774549,0,0.0465448109032168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330733539047384,0,0,-0.0589257727763192,0,0,0,0,0.131928432963999,0,-1.73472347597681e-18,0,0.0032648437351003,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201877648256363,0,0,0,0,0,0,0,0.05138332147758,0,0,0,0,0,0,0.162646842711759,0,0,0,0,0,0.111167673461668,0,0,0,0,0,0,0.177474440447707,0,0.110174296646464,0,0,0,0,0,-0.00857155787788366,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283091861341816,0.0508722735758999,0,0.090787077690172,0,-0.0480058846160702,0,0,0,0.0528378342090324,0,0,-0.0353403715078959,0,0,0.0024499849150579,0,0.216819774533447,0,0,0,0.0640912468875276,0,-0.0327975215476627,0,0,0,0,0,0,0,0,0,0.0270948556434747,-0.0434606083622978,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470040995596152,0,0.0886558020711554,0,-0.0465796461225012,0,0.222131143031105,0.108578273138804,0.0867350999235874,0,0,0,0.0618502508237142,0,-0.109787785607038,0,0,0,0,0,0,0,0.173411378762899,0,0,0,0,0,0.120313421581903,0,0,0,0.0410316840536776,0,0,0,-0.00157200724247751,0.0139219422357642,0,0,0,0,0,0
X601898.SH,0,0,0,0.190546851577715,0,0,0.17074406780643,0,0,0,0,0,0.00861390700738638,0,0,0,0,0,0,0.22360876648248,0,0,0,0.0460887268638055,0,0,0,0,0,0,0,0,0,0,0,0.0877305657177888,0.00149751533396541,0,0,0,0,0,0,0,0.0208686135479166,0,0,0,0,0,-0.00415343997603254,0,0,0,0,0,0,0
