,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X600011.SH,X601898.SH,X000792.SZ,X600019.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X000708.SZ,X600795.SH,X600886.SH,X000877.SZ,X600547.SH,X601600.SH,X601991.SH,X600027.SH,X002271.SZ,X600426.SH,X000983.SZ,X600362.SH,X600803.SH,X600176.SH,X600348.SH,X000629.SZ,X000408.SZ,X601699.SH,X600160.SH,X000723.SZ,X600096.SH,X000786.SZ,X600985.SH,X600995.SH,X600219.SH,X600378.SH,X600157.SH,X002080.SZ,X600688.SH,X600141.SH,X600489.SH,X000933.SZ,X600549.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.574329599288188,0,0,0,0,0,0,0.145881196816474,0,0,0,-0.0287747302942953,0,0,0,0,0,0,0,0.0138253598090586,0,0,-0.0532108785278687,0,0,0,0,0,0,0.0150608482483325,0,0,0,0,0,0,0,-0.00810027795422843,0.0388966757123896,0,0,0,0,0,0,0,0,0.129127258503294,0,-0.0295189128696632,0.020766999438752,0,0,0,0,0,0
X601088.SH,0,0,0,0.129482167477341,0.396311737450887,0.0611362652997087,0,0,0.0321441764636318,0.197760247669781,0,0,-0.10443671176641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083172792265513,0,0,0,0.0106230821429149,0,0,0.0432024418936683,0.106197375134411,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114760499054536,0,0,0,-0.0231664216800016,0,0,0,0,0,0
X600028.SH,0.330483053368213,0,0,0,0,0.00238310262731162,0,0,0,0.0409995675040575,0,0,0,0,0,0,0,0,0,0,0,0.129883086407145,0,0,0,0,0.0117359292692191,0,0.0703862088202672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857824012058765,0,0,0,0,0,0.00929412124201898,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0436168469546048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103203500946779,0,0,0,0,0.111411772070023,0,-0.0232508089563466,-0.062467067312225,0,0,0,0,0,0.366369802804693,0,0.0511490387741458,0,0,0,0,0,0,0.144767553863702,0,0,0,0,0,0.028330713639847,0,0,0,0,0,0
X600188.SH,0,0.279803129786774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.270689454479708,0,0,0,0.0639210184168369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158319523415875,0,0.0431689074087131,-0.0375351922996691,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.473858163719036,0,0,0,0,0,0,0.108479178175653,0,0,0,4.33680868994202e-19,0,0.104456931172113,0,0,0,0,0,0,0,0,0.036359595572294,0,0,0,0.211771863498691,3.46944695195361e-18,0,0,0,0,0,-0.00505838959073927,0,0,0,0,-0.131513452331907,0.296034956499373,0,-0.0871347766053503,0,0,0,0.125756721794949,-0.0108878525854278,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.353793789927101,0,0,0,0,0,0,0,0.0392935496511259,0,0,0,0.213940621437235,0,0,0,0,0,0,0,0,0,0,-0.195799731794265,0,0,0.070707850562778,0,0,0,0,0,0,0,0,0,0.0322713744121502,0,0,0,0,0,0.0844846166975837,0.0712723268772943,0.0984245746021553,0,0.0587480248091286,-0.0398480348281737,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.03760937417053,0,0,0.0368404533062104,0,0,0,0,-0.0605120536050821,0,0,0.0472770124957937,0.121712530954691,0,0,0,0,6.93889390390723e-18,0,0.0217194098264881,0,0,0,0,0,0,0,0,0,0,0,0,0.21812815314024,0,-0.00570910229210681,0,0,0,0.0928407765348659,0,0,0,0.0624940403366158,0,0,0,0.0297049239643736,0.0238119470463358,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0303615253045244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261816022932093,0,0,-0.0412173297783999,0,0.129630651320063,0.0687123644352166,0,0.00245312494588186,0,0,0,0,0,0,0,0,-0.0167120438089106,0,0.340419796458816,0.0911093125370781,0,0,0,-0.0964927623946022,0,0,0,0,-0.023794670546323,0,0,0,0,0,0
X601898.SH,0.023090631989831,0,0,0,0,0.0317254193137076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150017585735966,0,0.428500193255013,0,0.152040353739898,0,0,0,0,0,0,0,0,0,0.0790204758513731,-0.00447181897466141,0,0,0,-0.0702924068363293,0,0,0.0740880413908795,0.188319185105413,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.108988294928595,0.151387202205946,0,0,0,0,0,0.0870469991925324,0,0,0,0,0,0,0,0,0.115427834393614,0,0.0275060321507838,0,0,0,0,0,0,0,0.0302425792779741,0.146944588806656,0,0,0.0502968743301087,0,0.0260044987632265,0,0.0546737897279837,0,0,0,0,0,0.034644647371558,0,0,0,0,0,0,0.0472530569366877,0,0,0,0,0,0
