,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X002271.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X600803.SH,X601699.SH,X600176.SH,X600027.SH,X601991.SH,X600489.SH,X000983.SZ,X600160.SH,X000786.SZ,X000807.SZ,X600995.SH,X000629.SZ,X300037.SZ,X002080.SZ,X600219.SH,X600378.SH,X000933.SZ,X000723.SZ,X000932.SZ,X000408.SZ,X600096.SH,X600688.SH,X000831.SZ,X600157.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.184787896328118,0,0,0,0,0,-0.0784648769094475,0,0,0,0,0,0.0995265500773781,0,0.0523638950987482,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0690681059853428,0.0354562911532894,0,0,0,0,0,0.0942025179656029,0,0,0,0,0,0,0,0,0,0,0,-0.00819910377592404,0,0,0,0,0,0.0473243767675344,-0.0495747526991874,0,0,0,0,0,0
X600028.SH,0.374404641515026,0,0.2140186811339,0,-0.0839148062966086,0,0,0,0,0,0,0,0.134536287259592,0.159343862449567,0,0,0,0,0,0,0,0,0.139363039471356,0,0,0,0,0,0,0,0,0,-0.0885435005385118,-0.0336005196915065,0,0,-0.0701421592672457,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109472308707308,0,0.00725535778798096,-0.0343132725746627,0,0,0,0.0660299872374456,0,0
X601088.SH,0,0.161925178776306,0,0,-0.0248770556875281,0,0,0,0,-0.0157026789858428,0,0,0,0,0,0.000672203577302919,-0.0744425431458725,0,0,0,0,0,0,0,0,0,0.134593121003032,0,0,0,0,0,0,0.113873007844101,-8.67361737988404e-19,0,0,0,0,0,0.0120298008999075,0.144523538423295,0,0,0,0,0,0,0,0,0,0.00943613743419266,0,0,0,0,0,0,0
X600309.SH,0.085665333633462,0,0,0,0.0657318689528031,0,0,0,0,0,0,-0.0242174236775051,0,0,0,0,0,0,0,0.0278054931009065,0,0,0.299110773957521,0,0,0,0,0,0,0.199157012420534,-1.73472347597681e-18,0.0663472905695198,0,0,-0.0293982007234829,0,0.0157433535638934,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218995414846058,-0.020550573958322,0.0182194480963371,0,0,0,0,0,0
X600188.SH,0,0,0.347451119373807,-0.0345184733928825,0,0,0,0,0,0,-0.145388014167355,0,0,0,0,0.0178890527572317,-0.389114480696929,0,0,0,0.132115963941085,0,0,0,0,0,0.123092232524407,0,0,0,0,0.145010441264025,0,0,0,0,0,0,0,0,0,0.228034052420853,-0.0737426658385453,0,0,0,0,0,0,0,0,-0.00259395581572054,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0118720720278194,0,0,0,0,0,0,0,0.0665054699546425,0,0,0,0,0,0.233844037605744,0,0,0,0.00681013938785485,0,0,0.00776027479511315,0,-0.01890869673793,0,0,0.131630739405256,0,0,0.0054872193592581,0,0,0,0.0717519880289443,0,0,0,0,0.0777732763948446,0,0,0,0.252143178872418,0,0.00315599037226084,0,0,0,0,0,0,0
X600019.SH,0.168961711077834,0.201248533578228,0,0,0.152077714842271,0,0,0,0,0,0,0,0,0.0656547699874024,0,0.0105719008721833,0,0.0547285573413541,0.0319131120279969,0,0,0.296877568475121,0,0,0,0,0,0.0319296421544749,0,0,0,0,0,0,0,0,0,0,-0.057938148994446,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451360240624698,0,0,0,0,0,0,0,0,-0.104007368518394,0,0,0,0.419400947396736,0,0,0,0,0,-6.93889390390723e-18,0,-0.19476426920083,0,0,0,0.0595807702576227,-0.0349904853221484,0,0,0,0,0,0,0,0,0,0,0.0006324366907949,0,0,0,0,0,0
X002460.SZ,-0.0989415435657526,0,0,0,0.00581654846578859,0,0,0,0,0.713878101003752,0,-0.04905826964071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044853430638646,-0.0492038823219277,0.125134187677363,0,0,0.027256336574563,0,0,0,0,0,0,0.0503242450419868,0,0,0,0,0,0,-0.00343693456177871,-0.00283286817439128,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.514002699212201,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209757851378902,0,0.075754216772554,0,0,0,0,0,0,0,0,0,0,0,0.104090186055234,0.0217817075271298,0.0242483294572496,0,0.0556700663701283,0,0,0,0,0,0,0,0,0,-0.0683594705797811,-0.00784642130606234,0,0,0,0,0,0,0
X000792.SZ,0,-0.0520110477074904,0,0,0,0,0,0,0.0275652271359146,0,0,0,0,0,0.283275775191259,0.0475460163992064,0,0,0,0,0,0,0,0,0,0,0.0378127179801363,0,0,0,-0.0966989311276845,0,0.0972540182888944,0,0,0,0,0,0,0,0,-0.0775213650505247,0,0,0,0,0,0,0,0,0,0.00551376601976773,0.0369931891495434,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0559403567973779,0,0,0,0,0,0,0,0.0901521105237776,0,0,0,0,0,0,0,0,0,-0.186102776965209,0,0,0,0,0.618213858546452,0,0.0548968107914639,0,0,0,0,0.053112043587417,0.0307806329208619,0,0,0,0,0,0,0,0,0,0,0.0560355900826793,0,-0.0265948732100674,4.33680868994202e-19,0,0,0,0,0,0
X601898.SH,0,0.414847800931019,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.113800549669861,0,0,0,0,0,0,0,0,0,0,0.0839538264584658,0,0,0.0661117370708817,0,0,0.0744471050944559,0,0,0.23311209259507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249371027592067,0.0503812961216137,0.0702314304678577,-0.0870524312531929,0,0,0,0,0,0
X601600.SH,0,0,0,0,-0.0735107506491152,0,0.0399383983603914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184698027106153,0,0.34393166717089,0,0,0.270661377735902,0.0398262340012991,0,0,0,0,0.117019880692578,0.341320686901366,0,0,0,0,0,0.134103452831975,0,0,0,0,0.147657448863628,0,1.73472347597681e-18,0,0,0,0.0362169115715036,-0.0242117584088013,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0503605272689936,0,0,0,0,0.0236910054781483,0,0,0,0,0,0.00211993269493086,0,0,0,0,0,0,0,0,0,0.0314682907767994,0.0226043743195755,0.00934918281291301,0,0,0,0,0,0,0.0438837909205921,0,0.227162769089992,0.098583004950168,0,0,0,0.0388948147399499,0,0,0,0,0,0.408439465549144,0,0,0,0,-0.0351351913327288,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.00672896418150896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110356534155677,0,0,0,0,0,0.456601389211588,0,0,0,0.197876963302608,0.0563898044541398,0,-0.0513262214386557,0,0,0.436468398951743,0,0,0,0.0543302945691646,0,0,0,-0.00294151126443438,0.0179864371250806,0,0,0,0,0,0
X600660.SH,0,0.0606458478829144,0,0,0,0,0,0,0,0.110508818035346,0,0,0,0,0,0.114862904983306,0,0.0438255735441858,0.120472039979067,0,0,0,0,0,0.0912826512684413,0,0.0185101377763242,0,0,0,-0.0754014815672256,0,0.0800744988307401,-0.0592292671435139,0,0,0,0,0.0605094374591266,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246635406034837,0,0,0,0,0,0,0
X000708.SZ,-0.0122201057513172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109243741872903,0,0,0.0610933674671404,0,0,0,0,0,0,0,0.0102213753373005,0,0,0,0,0,0,0.0455135518798859,-0.0412364127843623,0,0,-0.151065732159398,-0.0161279880922624,0,0.00589568071014708,0,0,0,0,0.081979456865338,0,0.142031610346629,0,0,0,0.0192149996019474,-0.0268957629848496,-0.108186197611289,0,0,0,0,0
