,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600585.SH,X600660.SH,X600011.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X002460.SZ,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600985.SH,X600096.SH,X601168.SH,X000877.SZ,X000933.SZ,X000408.SZ,X000883.SZ,X000027.SZ,X600995.SH,X002353.SZ,X600378.SH,X000932.SZ,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.322211065463603,0,0,0.038179533888711,0.17170418184687,0,0,0,0,0,0,0.072136748509314,0,0,0.152849255350224,0,0,0,0,0,0,0.0718342447565887,-0.0319963660733897,0,0,0,0,0,0,0,0,0,0.0607452887142725,0,0,0,0,0,0,0,0,0,0,0,0.0523170454643582,0,0,0,0,0,0,0,0,0,0,-0.0758378115696262,0,0
X600028.SH,0.480880479819109,0,0.122302928783989,0,0.0443022075901192,0,0.0328501891546816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240221948550529,0,0.048034359093511,0,0,0,0,0,0,0,0.0461853377789921,0.0649087440703716,-0.0339215119067621,0,0,0,0.0102806625896234,0,0
X601088.SH,0,0.234202076123327,0,0,0,0.192513065222485,0,0,0,0.096218499081198,0,0,0.145726522566188,0,0,0,0,0,0,0,0.162868904549545,-0.0603123664173154,0,-0.0613556924304832,0,0,-0.0966412759898256,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.0674444233714768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198757254676131,0,0
X600309.SH,-0.0737139532594184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571719586335894,0,0.02896406927107,0,0,0.186509584121828,0,0,-1.38777878078145e-17,0,0,0,0.347168758415032,0,0,0,0,0,0.0844591764846396,0,0,0,0,0,-0.0194408720386439,0.0492579439943629,0,0,0,0,0,-0.0526002928702492,0.0502669766732137,0,0,-0.0321349349400648,0,0
X601898.SH,0,0.272703554907735,0,0,0,0.171206440159671,0,0,0.0907154003947091,0,0,0.0240531516446202,0.18632182490318,0,0,0,0,0,0,0,0,0.0962863339901721,0,0,0,0,0,0,0.162985500133596,0,0,0,0,0,0,0,0,0,0.0373162268718955,0,0,0,0,0,0,0,0,0,0,0,0,0.00821482925001616,0,0,0,0,0,0,0
X600188.SH,0,0,0.137588778908249,0,0.123484333249187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1214640671172,0,-0.094533153960184,0,0,0,0,0,0,0.517267031389679,0,0,0,0,0,0,0,0.465587300962914,-0.0694013271405962,0,0,0,0,0,0,0,-0.0927440963843467,0,0,0,0,0,0,0.0310534069188109,0,0,0,0.0291769755548465,0,0
X600019.SH,0,0.284200675010441,0,0,0.118781926059451,0,0,0,0,0,0,0.227812905948866,0,0,0,0,0,0,0,0.126270691436597,-0.0827948774720844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827968193648788,0,0,0,0,0,0,0,-0.102824138493727,0.134256895514948,0,0,0,0.15265111058317,0,0,0,0,-0.00990145971606248,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609531242736865,0.151608285332418,0,0.0950351973322748,0,0,0.00931735611196893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714538076976137,0,0,0,0,0,0,0,0,0,0,-0.248500768849861,0.153630242413845,-0.0641682433062994,0,0,0,0,0.038558992978248,0,0
X600886.SH,0.322263206432291,0,0,0,0,0,-0.155657318124345,0,0,0,0,0,0,0.242701317083888,0,0.0959710631433369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165669878411139,0,-0.180038649509222,0,0,0,0,0,0,0,0,-0.314923290020887,0,0,0,0,0.033322548726101,0,0,0,-0.0157789340657516,-0.0491107904338543,0,0.0149061262404651,0,0,-0.00366053380370542,0,0
X600585.SH,0,0,0,0.097194678723629,0,0,0,0,0,0,0.00942967244956702,0,0,0,0.165914504853035,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0438097500910219,0,0,0,0.133345934659635,0.0127937957130973,0,0.0440411398783813,0,0,0,0,0.0246046611671918,0,0,0,0,0.0634526829389521,0,0,0,-0.0118804156876962,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0
