,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X300072.SZ,X600362.SH,X600660.SH,X600795.SH,X601992.SH,X600547.SH,X002466.SZ,X601991.SH,X600516.SH,X600111.SH,X000898.SZ,X600176.SH,X600886.SH,X000786.SZ,X002460.SZ,X000709.SZ,X000553.SZ,X000792.SZ,X600157.SH,X600352.SH,X600027.SH,X002271.SZ,X601699.SH,X600489.SH,X000408.SZ,X600808.SH,X600219.SH,X002110.SZ,X000959.SZ,X000983.SZ,X002092.SZ,X600583.SH,X600299.SH,X601158.SH,X600339.SH,X000883.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.453160381449655,0,0.0349427729590162,0,0,0,0,0,0,0,0.0530055748243777,0,0,0,0,-0.0283526891773496,0,0,0,0,0,0.00843194556648745,0,0,0,0,-0.0402756821511962,0.049571901269318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261361609154298,0,0.0109814947617897,-0.00743601870209801,0,0,0,0,0,0
X600028.SH,0.215903273844153,0,0,0,0,0,0,0,0,0,0.346098282745633,0,0.000375408769270061,0,0,0,0,0,0,0.0702388727186906,0,0,-0.011038197890612,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0415432366075168,-0.0994254227149061,0,0,0,0,0,0.177968637385821,0.0504813941975583,0,-0.00235508564385143,0,-0.0833171227167179,0,-0.0057325839785334,0.00759292315032929,0,0,0,0,0,0
X601088.SH,0,0,0,0.139149439159707,0.205170126227239,0,0,0,0,0,0,0,0,0,0,-0.00918656992931157,0,0,0,0,0,0,0,0,0.0322059362448464,0,0,-0.0138631323011755,0,0,0,0,0,0.0972431466288858,0,0,0,0,0,0,0,0,0,-0.00433340052519377,0,0,0,0.117547650294656,0,8.67361737988404e-19,0,0.0552866256352464,0,0,0,0,0
X600019.SH,0,0,0.0965969071398811,0,0.0773472508153114,0,0,0,0.0837083387379012,0,0,0,0.0177587233889189,0,0,0,0,0,0,0.0427555701903731,0,0.613376294804511,0.0744501397214292,0,0,-0.190728529204799,0,0,0,0,0,0,0.0857287673347588,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0192332585443148,-0.0145193601667653,0,0,0,0,0,0
X600585.SH,0,0,0.0947156852180143,0,0,0,0,0,0.225168911713106,0,0,0,0.306172768224382,0,0,0,0,0.0486775639166277,0,0,0,0,0,0,0.302582766308879,0,0,0.268544321875768,-0.313065375527718,0,0,0,0,0,0,0,0,0,0.0088752315833421,0,0,0,0.00869059693011287,0,0,0,0,-0.0250356218034944,0,-0.0429271292013017,0.0549674538825888,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.135233798644031,0,0,0,0,0,0,0,0,0,0,-0.00624257709825965,-6.93889390390723e-18,0,0,0,0,0.0966919069392901,0,0.0259246424264871,0,0,0,0,0,0,0,0.0267458413491086,0,0,0,0,0.0768301900298799,0.209562952561626,0,0,0,0,0,0,0,0.0170222724069195,0.00174282572768628,0,0,0,0,0,0
X600309.SH,0,0,0.0802393811466873,0,-0.0670889000046385,0,0,0,0,0,-0.0780107877782878,0,0,0,0,0,0,-0.00770143119398504,0,-0.0914219280781098,0.139775482936313,0,0,0,0.0472672062658642,0,0,-0.0723423422558914,0,0,0,0,0,0,0,0,0,0,-0.0045132963747238,0,0,0.0345006930935354,0,0,0,0,0,0.114265381239671,0,-0.0598201491079556,0.0928938417719006,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0394342913197396,0,0.0270888638165898,0,0,0.0664660808409359,0,0,0,0,0,0,0,0.0317090320024219,0,0,-0.0827415463658755,0,0,0,0,0,-0.02143425575843,0,0,0.0260624459872605,0,0,0,0,0,0,0.0483360247058152,0,0,0,-0.0255186418974239,0,0,-0.00606163530967751,0,0,0,-0.00522029765735492,0.00990743737668646,-0.0385446861475777,0,0,0,0,0
X600188.SH,0,-0.132433842018798,0,0,0.269638832147166,0,0.0695827350303525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038736937952433,0,0.0359151331694164,0.137459895479304,0,0,0.0499901970585698,0,0,0,0,0.350374705080775,0,0.128896928311249,0.00923321247285529,0,0.0623873959191587,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0205580394387862,-0.0154922716149248,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.109185856135317,0,0,0.0619176929932908,0,0,0,0,0,0,0,0.00618757936638873,0.0223994444557237,0,0,0,0,0,0,0.0185613471317884,0.0323454751387658,0,-0.0599883536706933,0,0,0.122466269356213,0,0,0,0,0,0,0.0361826023403213,0.119171674720081,0,0,0,0.0116228750770337,0,0,0,0.00674289393052437,0.00218405430779456,0,0,0,0,0,0
X600688.SH,0,0.38345297968432,0,0,-0.0916805187322061,0,0,0,0,0,0,0,0,0,0,-0.0939729898055099,0,0,0,0,0,0,0,0,0.150052414089102,0,0,0,0,0,0,0,0.0523320495009877,0.0353941536994151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448840519169991,0,-0.0128795596435545,-0.00152926769687494,0.0486853712369702,0,0,0,0,0
X300072.SZ,0,0,0,-0.151288115096774,0,0,0.0324666521133111,0,0,0,0,0,0,0,0,0,0,-0.0106691041526976,0,0.0681176873150091,0,0,0.29951545425581,0,0,0,0,0,-0.00742494964064084,0,0,0,0,0,0,0,0,0,0.146338063123697,0,0,0,0,0,0,-0.0511555355268889,0,0.00737927343938823,0,-0.0110348216328143,0.0320937624069805,0,0,0,0,0,0
