,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X600585.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X600362.SH,X600795.SH,X000708.SZ,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X600160.SH,X600027.SH,X601699.SH,X000301.SZ,X002466.SZ,X600426.SH,X000983.SZ,X000786.SZ,X000877.SZ,X600803.SH,X601991.SH,X000630.SZ,X000807.SZ,X000933.SZ,X600176.SH,X600985.SH,X601168.SH,X002128.SZ,X002271.SZ,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X000883.SZ,X600348.SH,X000932.SZ,X600995.SH,X000027.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.59694266601183,0,0,0.0339107060158703,0,0.0162940900578893,0,0,0.236517110910567,-0.093397291840233,0,-0.146749954075382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212551011018177,-0.0577011139669414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237348174170369,0.00720895541706408,0,0,0,0,0,0
X601088.SH,0.17001851114793,0,0,0,0.205300281916599,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.00235821644009455,0,0,0,0,0,0,0.0235783746226155,0.022020072446685,0,0,0,0.0589753870202636,0,0,0,0,0,0,0,0,0.17307820131192,0,0,-0.0282797640073072,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129875900846539,0,0,0,0,0,0
X600028.SH,0.375223131260326,0,0,0,0,0,0,0,0,0,0,0.025909932049422,0,0,0,0,0.00985701691703542,-0.00162279927297811,0,0.0918264012305993,-0.124747520318424,0,0,0.0175968946909147,0,0,0,0,-0.0807849123455399,0,0.0425274085493677,0,0,0,0,0,0,0.063185267293723,0,0,0,0,0,0,0,0,0,0,0.034778003682402,0,0,0.0175419834684051,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.129331755311062,0,0,0,0,0,0,0,0,0,0.0206431666346326,0,0,0.0287825866463111,0.0272917392443792,0,0,0,0,0,0.0276945573819217,0,0,0,0.106228572298253,0,0,0,0,0,0,0.265384457806953,0,0,0,0,0,0,-0.208936288275802,0,0,0,0,0,0,0,0,-0.0318481605658029,0,0,0,0,0,0,0
X600188.SH,0.0310206391942227,0.0111165323840426,0,0,0,0.24318189348069,0,0,0.0411823590965952,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.318934249985443,0,-0.0528673889102271,0,0,-0.0860166220048529,0,0,0,0,0.0220012575184501,0,-0.0199400559652035,0,0,0.0258382274018834,0,0,0,0,0,0,0.0956424664271392,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.0470162615711393,0,0,0,0,0,0.218711196993453,0,0.270216030723934,0,0,0,0,0.163198153585059,0,0,0,0,0,-0.00456955350405427,0,0.0526830351483874,0.17139849944844,0,0,0,0,0,0,0,0,0,0,0,0,0.422719271606816,0,0,-0.13556253388964,0,0,0,0,0,0,0,0,0,0,0.228648222880691,0.147146302395519,-0.0797914699746906,0,0,0,0,0,0
X600019.SH,0,0,0,0.144674806892394,0,0,0,0,0.0696561936573017,0,0,0.0104391170373686,0,0,0,0,0.0583743635762247,0,0,0,0,0,0.0792012292908042,0.116566614783261,0,0,0.0386021373086084,0,0,0,0.00243112523249175,0,0,0,0,0,0.0174767246245371,0.0718725989117076,0,0,0,0,0,0,0,0,0.143775457530277,0,0,-0.137227643412809,0,0,0.0322397042925787,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586639883736421,0,0,0,-0.107365539256254,0,0,0.0698615946684149,-0.00126568826162886,0,0,0,0,-0.059446337445713,0,0,0.0432582526910475,0,0,1.73472347597681e-18,0,0,0,0.0617000082222459,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0506848925382444,0.0535937524237729,-0.0420192504468923,0,0,0,0,0
X600547.SH,0,0,0,0,-0.269089009959922,0,0,0,0,0,0,0,0,0,0.123007688981183,0,0.079440220471064,0,0,0.633529643892028,0,0,0,0,-0.0813422326745596,0.0155518554494206,0,0,0,0,0,0,0,0,0.106198184152569,-0.0486369507940586,0,0,0,-0.0271161911216393,0,0,0,0,0,0,0,0,0.0407786864189893,0,0,0.0243691220445706,0,-0.100076423120758,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.102955259778659,0,0,0.018947038873212,0,0,0,0,0,0,0,0,0.0371411852502789,0,0,0,0,0,0,0,0,0,0,0.173745782340274,0,0,0,0,0,0,0.081423915542235,0,-0.0210404477783532,0,0.148914173790891,0,0,0,0,0,0,0.0483940714777704,0,0,0,0,0.00802393894367028,-0.0195438261627805,-0.159965397669182,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.128879609390257,0,0,0,0,0,0,0,0.219183792144547,0,0,0,0,0.0560922957055821,0.142628414608017,0,0,0,0,0,0,0,0.0909994491034456,0,0,0.207843286645874,0.068718338618967,0,0,0.22239870890301,0,0,0.0812114544063792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00601554835725874,-0.00429206422896545,0,0,0.0876011448768482,0,0,0,0,0.232122638404559,0,0,0,0,0,-0.0849596618064784,0,0,0,0,0,0.0329588867781922,-0.0848954282504548,0,0,-0.0123568908371345,0,0,0,0,0,0,0,0,0.012588459980855,0.0201443076970145,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336544441269186,0,0,0,0,0,-0.031618659596092,0.0835888582164488,0,0,-0.0373722914515746,0,0,0,0,0,0,0.0325274186712355,0,-0.0338484047339736,0,0,0.101134198565199,0,-0.037955249482524,0,0,0,0,0,0,0,0,0,0,-0.0962755101519945,-0.0193676980265512,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0184177135635212,0,0,0,0,0,0,0,0.0675094227808078,0,0,0,0.307082843484179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100502769952342,0,0,0,0,0.116136215418742,0,0,0.0885447498777161,0,0,0,0,0,0.0496643407630977,0,0,0.0381984583586528,0.0326352740284743,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.282275373520986,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.33684145134305,0.193213025067159,0,0,0,0,0,0,0.208882862667877,0,0,0,0,0,-0.0160457233891445,0,0,-0.0028733668016,0,0,-0.0026741243083205,0.036772395013268,0,0,0,0,0
