,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600188.SH,X600027.SH,X600157.SH,X600362.SH,X600111.SH,X601992.SH,X600623.SH,X002466.SZ,X600886.SH,X600547.SH,X600299.SH,X600660.SH,X601158.SH,X000709.SZ,X000792.SZ,X600309.SH,X600489.SH,X600352.SH,X000898.SZ,X600583.SH,X300072.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X000983.SZ,X000723.SZ,X000060.SZ,X002470.SZ,X000959.SZ,X002075.SZ,X600021.SH,X600549.SH,X002407.SZ,X600022.SH,X600176.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0640380525727149,0.0605656590932303,0.0539638073163846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170917046099953,0,0,0.0867478109076586,0.042463972207711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811944626398358,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0766062947194058,0,0,0,0,0.0724989398359917,0,0,0,0.0142086700194156,0,0,0,0,0,0,0,0,0,0,0.04826338738861,0,0.0985691983985021,0,0.115741315487217,0,0,0,0,0,0,0,0,0.078256334461868,0,0,0,0,0.0159455531740551,-0.0408191603306403,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.132596333729793,0,0,0,0,0,0,0,0,0.054290241453704,0,0,0.0324207726048522,0,0,0,0,0,0,0,0,0.104359860498696,0,0,0,0,0,0,0,0,0.203073554528629,0,0.173589225375645,0.00606242393067372,0,0,0,-0.0045164791494527,0,0,0,0,0,0,0,-0.00892446733475633,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0646691792285766,0,0,0,0,0,0,0.265086334151338,0,0,0,0,0.0146310678872633,0.0142957060126186,0,0,0,0,0,0,0.0416815532472153,0,0,0,0,0.152658275170325,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0123823340980053,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526903644320407,0.259487348552206,0,0,0,0,0,0,0,0,0.0909166477995172,0,0,0,0,0.0624115254480907,0,0,0,0,0,0.0773345253939767,0.152284173410425,0,0.0286151348016879,0,0,0,0.0468795280975562,0,0.0230239540501327,0.0375435790295976,0.124920517337213,0,0,0,0.00767657062425169,-0.0423991522486506,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0790391360796971,0,0.390520727472054,0,0,0,-0.0133800944846056,0,0.0999528902833108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250740325740517,0,0,0,0,0,0,0,0.141480955562696,0,0,0,0.0946207481718822,0,0,0,0.019565442215257,0,0,0,0,0.0502202751509363,0.0431812158381848,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0146892275062846,0,0,0,0,0,0,0,0,0,0,0,0.0791408672250388,0.0419468900171628,0,0,0,0.00293264513513146,0,0,0,0,0,0,0.0707820579261704,0,0.0723877762431816,0,0,0,0,0.24767556012361,0,0,0,0,0,0.0626859260580317,0,0,0,0,0.0284086713556755,0,0,0,-0.00577162646713563,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0632380818225304,0,0,0,0,0,0.0185886061500479,0,0,0,0,0,0.381914260488782,0,0,0,0.0903315449230804,0,0,0,0,0,0,0,0.24453552186469,0,0,0,0.089704834643699,0,0,0,0,0,0,0,0,0,0,-0.00681630934576458,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0569757736366252,0,0,0,0,0,0,0,0,0.0658833714040758,0,0,0,0,0,0,0,0,0,0,0.136817902686512,0.0294658989573163,0,0,0.0523024667723084,0.128657137989792,0.0137054313524155,0,0,0,0,0.115988395278797,0,0.040884459307306,0.0802252163656669,0,0,0.0194905447673548,0,0,-8.67361737988404e-19,0,0,0,0.206078060749879,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.136896175927639,0,0.143827497462626,0,0,0,0,0,0,0,0.156518046167008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138144119124274,0.126198692283062,0,0,-0.0399593289737001,0.021539126606535,0.0811745898374232,0.0731695882508289,0,0,0,0,0.0105294928836345,-0.0298838464976704,0.0214510270513965,0.34646176306018,0,0,0,0
