,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600886.SH,X601600.SH,X600010.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600801.SH,X600688.SH,X002271.SZ,X000786.SZ,X600027.SH,X600111.SH,X601992.SH,X600176.SH,X000723.SZ,X600299.SH,X002466.SZ,X002460.SZ,X600516.SH,X002353.SZ,X600583.SH,X600489.SH,X000898.SZ,X601158.SH,X000883.SZ,X600426.SH,X600612.SH,X000709.SZ,X600219.SH,X000792.SZ,X000027.SZ,X000553.SZ,X000629.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0612432314072379,0.0658201407874993,0,0,0,0,0,0,0,0,0,0,0.0287580657014064,0.00247769287682327,0,0,0,0,0,0.0177455159025593,0,0,0,0.000518037934746182,0.116040766011021,0.0107858716959692,0,0,0,0,0.0293237623010133,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405610335109008,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.00818613459490996,0.0372723601358328,0,0,0,0,0,0,0,0,0.110857731170511,0,0,0.0128959688225628,0,0,0,0,0,0.10294328258928,0,0,0,0,0.00849692463279886,0,0,0,0,0,0.0797033158018999,0,0,0,0,0,0,0,0,0,0,-0.0595092016998929,0,0,0.0175852661349649,0,0,0,0.0143447964326388,0,0
X601088.SH,0,0,0,0,0,0.149411553953137,0,0,0,0.138019686252613,0,0,0,0,0,0,0,0,0,0,0,0.163820491192411,0,0,0,0,0,-0.0647135485420277,0,0,-0.05469348128478,0,-0.112080890624213,0,0,0,0,0,0,-0.125716095916963,0,0,-0.0562291707120574,0.061685130142623,0,0,0,0,0,0,0,-0.0223936934169521,-0.0345146028594859,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0702648321460234,0,-0.0665513491448194,0,0,0.0521430511635183,0.00943149971975033,0,0,0,0,0,0,0,0,0.270419335387897,0,0,0.0214951750318389,0,0,0,0.0710649050445477,-0.0156324618717069,0,0.0571027811154264,-0.142741322377855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161169183055031,-0.0127704976899901,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0628082477457225,0,0,0,0.104451561076132,0,0,0,0,0,0,0,0.112586983647426,0,0,0,0,0,0.0298053917949826,0,0.0169382446366488,0.0910357023622092,0.0245544521169925,0,0,0,0,0,0,0.0142572377764429,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506646631786692,0.00644033514941133,0,0,0,-0.0258754198777296,0,0
X600019.SH,0,0,0.206201793105377,0,0,0,0,0,-8.67361737988404e-19,0.0463225508299348,0,0,0,-0.0132992806067549,0,0,0,0,0,0,0,0.027599478217088,0,0,0,0,0,0,0,0,0,0,0,0.0168552025703411,0,0,0,0,0,0,0,0,0,0.00226683366641231,0.0341660180264289,0,0,0,0,0,0,0.0103152835116923,0,0,0,0,0.0238075896706515,0,0
X600547.SH,0,0,0,-0.100289203046512,0.0328725478181841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464844466068854,0,0,0,0,0.0129294801431522,-0.0725903394248273,0,-0.120570065082034,0,0,0,0,1.47000390108821,0,0,0,0.138276100893493,0,0,0,0.112132226748707,0,0,0,0,0,0,0,-0.0612516503360791,-0.0308841577935946,0,0,0,0,-8.67361737988404e-19,0,0
X600011.SH,0,0,0,0,0.0199035160993069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115326281127041,0,0.350617638669353,0,0,0.170452348121921,-0.109897602246971,0,0,0,0,0.0304249123602482,0.0913408027346852,0,0,0,0,0,0,0,0,0.0806400632359792,0,0.0320702905377428,0,0,0,0,0.117513397553898,0,0.0123858396611351,8.67361737988404e-19,0,0,0,-0.00500536087459534,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.278447928893046,0.175514496519928,0.137611131577921,0,0,0,0,0,0,0,0,0,-0.192167718543751,0,0,0,0,0,0,0,-0.0408110779083993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749616325185582,0,0,0,0,0.0137515110754081,0,0
X000708.SZ,0,0,0.457020779881867,0,0,0,0,0,0,0,0,0,0.340416991948051,0,0.27352813777522,0,0,0,0,0.073290986376696,0,0.0347315481855524,0,0,0,0,0,0,0.0857935380386794,0,0,0,0,0,0.343523191262281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00493988643957015,-0.049424945366986,0,0,0,0.0291954156342046,0,0
