,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600111.SH,X600352.SH,X600027.SH,X600801.SH,X000723.SZ,X600489.SH,X601992.SH,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X000786.SZ,X002460.SZ,X002466.SZ,X000629.SZ,X000709.SZ,X600299.SH,X000883.SZ,X601158.SH,X002353.SZ,X600612.SH,X600426.SH,X600219.SH,X601699.SH,X000630.SZ,X600583.SH,X000553.SZ,X600021.SH,X600578.SH,X000027.SZ,X600985.SH,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.013721553156815,0,-0.0147443897796124,0,0,0,0,0,0.0400541829163255,0,-0.0129270134267629,0.0761287102364832,0,0,0.00631795477790106,0,0,0,0,0,0,0.0326022581401632,-4.33680868994202e-19,0.0611973406584226,0.0808775418299185,0,0.0137635092901441,0,0,0.0387285537664308,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00943729210772708,0.0274281165689087,0,0,0,0,0,0
X600028.SH,0,0,0.100407784430382,0,0,0,0,-0.0147330340433123,0,0,0,0,0,0,0,0,0,0.239997100274461,0,0,0,0,0,0.00380639349729191,0,0,0,0,0,0,0,-0.0102100045164935,0,0,0.0801710471236976,0,0,0.116613316850891,0,0.0245221144073163,0,0,0,0,0,0,0,0,0,0,0,-0.0174136728401394,0.00534890223030475,0,0,0,0,0,0
X601088.SH,0,0,0,0.0060757368465268,0,0,0,0,0,0,0,0,0,0,0.0997830311728762,0,0,0.0582803242182191,0,0.0228428331153171,0,0,0.04441312058192,0,0,0,0,0,0,0,0.0998714549748995,0,0.00699561953055922,0,0,0,0,-0.103571432946874,0,0,0,0,0,0,0.100161773585215,0,0,0,0,0,0,-0.00198172708168167,0.0479434188027981,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.025622690214336,0,0.0164019360174003,0,0.0320120998644925,0,0,0,0,0,0,0,0,0,-0.0226327612280701,0,0,0.395245362894296,0.0308869106567126,0,0,0.347409758492545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00282334031577701,0,0,0,0.00434911938772478,0,0
X600309.SH,0,0,0,0,0,0.318201507978295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145360883923159,0,0,0,0.0225968258994961,0,0,0,0.327215495222892,0,0,0,0,-0.0724092646948449,0,0,0.0443578402754485,0,0,0,0.073285943531459,0,0,0,-0.0755829530408489,0.19397094638592,0,0,0,0,0,0,-0.0148926103177002,0.0520246045677995,0,-0.116319042993593,0,0.114427635841503,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0135698164610368,0.0943957731621248,0,0,0,0,0,0,0,0,0,0.110939951525341,0,0,2.16840434497101e-19,0,0,0.103707291518435,0,0,0,0,0.0401300980952101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125438393567812,0.0325649843248811,0,0,0,0.00919382337437163,0,0
X600547.SH,0,0,0,0,0.048530254360404,0,0,0.081507125409096,0,0,0.0483664945985331,0,0,0,0,0,0,0,0,0,0,-0.186215682866859,0,0.692461504887909,0,0,0,0,0,0,0,-0.149107895907187,0,0,0,0.289355899766126,0,0,0.0890773789587844,0,0,0,0,0,0,-0.0635942615946785,0,0,0,0,0.160816620876499,-0.0402539669900821,0,0,0,0,-0.0831164222184125,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.131166102406282,0,0.0865239601917585,0,0,0,0,0,0,0,0,-0.0435784307822363,0.399668798863674,0,0,0,0,-0.131885907434721,0,0,0,0,0,0,0,0,0.0221506226213264,0,0,0,0,0,0.0299034918787143,0,0,0,-0.136305490365869,0,0,0,0,0.158996942535218,0,-0.0161130047589343,-0.0286962868165188,0,0,0,0.120657864771083,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334877368884741,0,0,0,0.0126639147783572,8.67361737988404e-19,0,0,0.112024628113965,0,0,0,0,0,0.0737396985417098,0,0,0,0,0,0.205703109856588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173132348289521,0,0,0,-0.0526523187338169,0,0,0,0.0778817774524014,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.217742628343971,0,0,0,0,0,0.151539772188553,0,0,0,0,0,0,0.0466933836020643,0.0381165612594002,0,0,0,0,0,6.93889390390723e-18,0,0.0894880953604868,-5.42101086242752e-20,0,0,0.056747829223295,0,0,0,0,0.197630733857499,0,0,0,0,0,0,0,0,0,0,0,0.00511917168536761,-0.00712348819142583,0,0,0,0.011203596008808,0,0
