,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600547.SH,X601600.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600886.SH,X601992.SH,X600660.SH,X600309.SH,X600489.SH,X601158.SH,X600299.SH,X000898.SZ,X002466.SZ,X000723.SZ,X000792.SZ,X000709.SZ,X002075.SZ,X000959.SZ,X600583.SH,X000408.SZ,X600623.SH,X600352.SH,X000883.SZ,X600219.SH,X000630.SZ,X000983.SZ,X600549.SH,X000539.SZ,X600098.SH,X000027.SZ,X002092.SZ,X000060.SZ,X601699.SH,X000937.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.356394927724866,0,0,0,0,0,0,0,0,0,0.0315288973169498,0,0,0,0,0,0,0,0,0.0695794392150167,0,0,0,0,0,0.0558203233798581,0,0,0,0,0,0,0.0365525313900556,0,0.0852877943526021,0,0,0,0,0,0,0,0,0,0,0.00250993498310404,0,0,0,0,0.00839810346112183,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608346042422793,0,0,0,0,0,0,0.123830165541398,0,0,0,0,0.14702150293658,0,0,0,0,0,0.0151236296029601,0.234817575631823,0,0,0,0,0,0,0,0,0,0,0,0.0195826340800232,6.93889390390723e-18,0,0,0,0,0.0285590052117808,0,0,0,0,0,0,0
X601088.SH,0,0.0739286498093274,0,0,0,0,0.176755501628865,0.13326504567568,0.10768845849707,0,0,0,0.0943218128329144,0,-0.0268141940706294,0,0,0,0,0,0,0,0.0222776272592845,0,0,0,0,0,0,0,0,0,0.0207565492269889,0,0,-0.0822221967597341,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.130516259193054,0,0,0,-0.0695062460211971,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00903168323085183,-0.0430316726918643,0.0521229858683122,0,0,0.195667495133776,0,0.0384101178888246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316652294286212,0,0,0,0.0516804413034808,0,0,0,0.0720389207514463,-0.0825369143703542,0,0,0,0,0,0,0,0,0,-0.0248268175958488,0.0426645242150173,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.26307667213779,0,0.0184771815972,-0.0707919055749683,0,0,0.0881053548792317,-0.0079525919894834,0,0,0,0,0,0,0,0,0,0.116086065290305,0,8.67361737988404e-19,0,0,0,0.0380804279520964,0,0,0,0,0,0,0,0,0,0,0,-0.0301465879575615,0.0414557532830918,0,-0.00558103041547152,0,-0.0137277008054925,0,0.145242202497244,0,0,0,0.0248124410226477,0,-0.212390261135423,0,0,0,0,0
X600585.SH,0,0,0,0,0.0203087325127038,0,0,0,-0.0306928329296004,0,0,0,0,0,0.0900692801069057,0,0,0,0,0,0,0.0271936549917389,0.154454914913996,0,0,0,0.203369211330428,0,0,0,0,0,0.0799619486729319,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201344929881314,0,0.0357428761187621,0,0,0.0467414661415298,0,0,0,0,0,0,0,0
X600010.SH,0,0,0.0272491692311751,0,0,0.0955174425930073,0,0,0.0460450786111195,0,0,0,0,0,0,0,0,0,0,0,0.0193826354584265,0,0.108046152646142,0.00656192456271727,0,0,0.175568348336973,0,0,0,0,0,0,0,0,0.0719501868849802,0,0,0,0.0525155016482655,0,0,0,2.16840434497101e-19,0,0,0.027481256668016,0,0.0854670690761804,0,0,-0.00408221469115328,0.00324194052437522,0,0,0,0,0,0
X601898.SH,0,0,0.273550993394682,0,0,0,0,0,0,0,0,0,0,0.0719605403864455,0,0,0,0,0,0,0,0.0124499937986966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310481862990359,0.164848728675398,0,0,0,0.141110183869588,0,0,0,0,0,0,0.0275951062732537,0.135636424601316,0,0,-0.0107203571440789,-0.066219778127464,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0372966173645526,0,0,0,0,0,0,0,0,0,0,-0.181520580266771,0,0,0,0,0,0,0.918387952192878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185595629702846,-0.0658545392272007,0,0,0.0367734122531964,0,0.163928736912326,0,0,0,0,0,1.73472347597681e-18,-0.000309492215052136,0,0,0,-0.180099004539059,0,0
X601600.SH,0,0,0,0,0,0,0,0.0626117260678077,0.00911821354889339,0,0,0,0,0,0,0,0,0,0,0,0,0.00772392989789559,0,0,0,0.0589446750482467,0.12007956326582,0,0,0,0,0,-0.0447702777704008,0,0,0,0,0,0,0.270024705854971,0,0,0,0,0,0.16212247728649,0.391906792129169,0,1.38777878078145e-17,0,0,0,0.0485472689339222,0,0,0,-0.16223531161681,0,0
