,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X601991.SH,X600660.SH,X600547.SH,X600188.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X601992.SH,X002466.SZ,X600516.SH,X000709.SZ,X600176.SH,X600808.SH,X000629.SZ,X002460.SZ,X600299.SH,X600801.SH,X600339.SH,X000825.SZ,X002110.SZ,X600352.SH,X600426.SH,X600489.SH,X600583.SH,X601158.SH,X300072.SZ,X600219.SH,X000553.SZ,X000932.SZ,X000786.SZ,X601699.SH,X000883.SZ,X000301.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.188824524075592,0,0,0,0.0922419607891046,-0.0872534958591802,0.0313891912591347,0,0,0.256296719239856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752538489678257,-0.0177039515754016,-0.0154372367123244,0,-0.00712119106049485,0.143144593537381,0,0,0,0,0,0.0782633387352482,0,0,0,0,0,0,0,0,0.123550736359081,0,0,0.0143646629403795,0.00676681338747111,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.276239864340655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904247668161061,0.27949711111449,0,0,0,0.00633703339502931,0,0,0.095144928966984,0,0,0,0,0,0,0,0,0,0,0,0.0916219127637551,0,0,0,0,-0.0546617013763916,0.0213161229217928,0.0437361623939887,0.00693283971725756,0,0,0,-0.0381739802261736,0
X601088.SH,0,0.0160163484916054,0,0.0368437081118495,0,0,0,0,0,0,0,0,0,0,0.120947068360006,0,0,0,0,0,0,0.0313315927168283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186381651691719,0,0.388709206307625,0,0,0.0172200955167721,0,-0.00349770922803645,-0.00472153257533918,0,0,0,0,0,0
X600585.SH,0,0.0164748487662459,0,0,0.154110894670743,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0341299900179046,0,0,0,0,0,0,0,0,0,0,0,0.352241976164169,0,0,0,0,0,0,0.118558140712914,0,0,0,0,0,0.203246745469979,0,0,0,0,-0.0169675853199538,-0.00235190520899631,-0.0045174645345864,0,0,0,0,0,0
X600019.SH,0,0.0955859327111414,0,0.0874113726244377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511096665802796,0,0,0,0.00122819122927421,0,0,0,0,0,0,0,0.115049074766688,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0279918916464767,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.019122574308932,0,0.121724612325737,0,0,0,0.769280919477902,0,0,0.0532771723373802,0,0,0,0,-0.0677802351463845,0,0,0,0,0,0,0.107341982537888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109514924478603,0.0218780971243548,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.302058964349297,0,0,0,0.226981900674427,0,0,0,0,0,0,0,0,0,0.109434278110158,0,0.237766568978477,0,0,0,0,0,0.119060503798707,0,0,0.10917491115072,0,0,0.153495751574317,0,0,0,-0.0311329911218221,0,0,0.0120184175546483,0,0,0,0,1.73472347597681e-18,0,0.0139281009963502,0.0384391299507016,0,0.241318359934939,0,0,0,0
X600010.SH,0,0,0,-0.0159500276747872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216636400648402,0.0892942963712633,0.0876602266564497,0,0,0,0,0,0,0,0,0.0213702420393101,0,0,0,0,0,0,0,0.0386568758706961,0,0.0789714991310518,0,0,0,0,0,0,0.00627963088608842,-0.0424361321194216,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256164812863917,0.188043331263068,0,0,0,0,0,0,0,0,0.00896533616938977,0,0,0,-0.0283966778076952,0.124073254875283,0.0129437754414403,-0.0327941168472178,0,0,0,0,0,0,0,0,0,0,0,0,0.0198534959541198,0.342091548272392,0,0,0,0,-0.00589274961430067,0.00554064229979827,0,0,0,0,0,0
X600688.SH,0.0306269824410318,0.167907077764997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0204063588289432,0,0.0362631141142338,0,0,0,0,0.0622715221593056,0,0.0682162802812652,0,0.0768017474686288,0,0.0430764256929811,0,0,0,0,0,0,0,0,0,0.00279788433210706,-0.0142244653416548,0,0,0,0,0,0
