,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600660.SH,X600188.SH,X600019.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X600803.SH,X000708.SZ,X002460.SZ,X600027.SH,X000301.SZ,X601991.SH,X600160.SH,X600426.SH,X002466.SZ,X000983.SZ,X600219.SH,X000807.SZ,X000786.SZ,X601699.SH,X000408.SZ,X000630.SZ,X600985.SH,X600176.SH,X002128.SZ,X601168.SH,X600096.SH,X000933.SZ,X000877.SZ,X000883.SZ,X600352.SH,X600378.SH,X600995.SH,X002353.SZ,X600612.SH,X600299.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.429534170532044,0,0,0.356669290747601,0,0,0,0,0.0789374121624723,1.35525271560688e-20,0,0,0,0,0,0,0.078002192769015,0,0,0,0,0.0395327196499102,0,0,0,0,0,0,0.184959104179617,0,0,0,0,0.32462315670135,0,0,0,0,0,0,0,0,0,-0.154981865049444,0,0.0506114014510126,0,0,0,0,-0.0177323684682566,-0.0336218130752493,0,0,0,-0.00562928665067437,0,0
X600028.SH,0.358700763104516,0,0.0214644663602877,0,0.257233715433173,0,0,0,0.13573042669181,0.00868520936174583,0,0,0,0,-0.131521607396684,0,0,0,0,0,0,0,0,0,0,0,0,-0.099837081268305,0,0,0,0,0,0,0,0,0,0,-0.0389211186689664,0,0,0.0404810312168623,0,0,0,0,0,0,0,0,0,0.0588685251000173,0,0,0,0,0,0,0
X601088.SH,0.0684547098019567,0,0,0,0.0831655220058471,0,0,0,0,0,0,0,0,0.162438039066965,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834889413649438,0,0,0,0,0,0,0,0.0918048381348459,0,0,0,0,0.137858911843102,-0.00824374452196848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112165900304088,0,0
X600309.SH,0,0,0,0,0,0,-0.0604786834249749,0,0,-0.0391627689276523,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125451863621395,0,0,0,0.321342346763348,0,0,0,0,0.0969868272454012,0,0,0,0,0,0.160267799401161,0,0,0,-0.0241587088800018,0,0,0,0,0,0.232615883690551,0,0,0,-0.0654077762420701,-0.0529757495183115,0.0630034470355665,0,0,-0.0140000674903757,0,0
X601898.SH,0,0.325866859835791,0.0979336072396571,0,0,0,0.128573500953777,0,0,0,0.136975906401677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180648249998883,0,0,-0.0341142590765167,0,0,0,0,0.190717597385131,0,0,0,0,0,0,0.104699733671991,0,0,0.038151442991504,0,0,0,-0.0819640269015976,0,0,0.102614291887652,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264065043232197,0.226178220039279,0.25546840727799,0,0,0,0,0,0,0,0,0,0,-0.293707640784089,0.0135073159203769,0,-0.143467196144528,0,0,0,-0.0695685579591397,0,0,0,0,0,-0.16534362899728,-0.00893205359245634,-0.13449321873964,0,0,-0.106366594748842,0,0
X600188.SH,0,0.113309394883668,0,0,0.09906399581412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247814071789394,0,0,0,0,0,0.0200728218767988,0,0,0,0.191225659308263,0,0,0.516833419019192,0,0,0,0,0,0,0,0,0.0166288370395147,0,0,0.12707434741253,0,0.259949038095127,0,0.0385034237675984,0,0,0,0,0,0,0
X600019.SH,0,0.172414435901796,0.0430549995718449,0.00669383225905939,0,0,0,0,0,0,0,0,0.212049394163258,0,0,0,0,0.0505619961523353,0,0,0,-0.00774408230061909,0,0,0,0,0,0,0,0,0,0,0,0.162385417273896,0,0,0,0,0,0,0,-0.095856008276451,0,0,0,-0.111388346066081,0,0,0.0727871029365424,0,-0.12603531183912,0,0,0,0,0,-0.0524205362282991,0,0
X600886.SH,0.267648527934985,0,0,0,0,0,0,0,0,0,0,0,0,0.0945799911914322,0,-0.154220127212439,0,0.0396546554024605,0,0.351974287442867,0,0,0,-0.162739624592689,0,0,0,-0.0369964141791684,0,0,0,-0.165580765170429,0,0,0,0,-0.171672658524837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324530812697054,0,0,0,0,-0.0597856992376942,0,0
X600547.SH,0,0.0394449948104595,0,0,0,0,0.128367917659624,0,0,0,0,0,0,0,-0.0639865278942588,0.0123368697707655,0,0.695503229696637,0.205851828015247,0,0,0.00040197707481222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.336178417989238,0,0,0,0.026472155353532,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162079348871108,0,0,0,0,0,0,0,0,0.113402512544321,0,0,0,0,0,0,0,0.506893656633804,-0.0578591340965126,0,0.130938042977417,0,0,0,0.198415188414079,0.234744170940512,0,0,0,0,0,0,0,0,0,0,0.0634135209084867,0,-0.0061419733038926,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0731506059627467,0,0.0280873459413869,0,0,0,0,0,0,0,0,0.108989677295188,0,0,0,0,0.0170753946776399,0,0,0,0.081220085140738,0,-0.0208555930291948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149331682913025,0,0,-0.0368953253883869,0,0,0,0,0,0,0.11432519336863,0.00271269032387018,0,0,0,0,0,0
X600011.SH,0,0,0.0919356324673175,0,0,0.215882191297101,0,0,0.329945478510485,0,0,0,0,0.170789445357324,0,0,0,0,0,0.0726400516513947,0,0,0.0880054530613798,0,0,-0.0694527537548038,0.000775779769798812,0,0,0.014138553858579,0,0,0,0,0,0,0,0,0,0,0,0,0.0581249033772596,0,0,0,0,0,0,0,0,-0.0471954739614979,0,0,0,0,-0.074053901002711,0,0
X600795.SH,0,0.0115661222689592,0,0,0,0,0.0143887530391316,0,0.0566271051988305,0,0,0,0.0994734039602469,0,0,0,0,0,0,0,0,-0.0617193914958946,0.174192722653384,0,0,0,-0.150033873515543,0,0,0,0,0,0,0.0177043014947242,0,0,0,0,0,0,0,0,0.0934057139494751,0,0,0,0,0,0,0.289946439829747,0,-0.00662625542675534,2.16840434497101e-19,0,0,0,-0.0326180375054232,0,0
X000792.SZ,0,0,0,0.0144105988301573,0,0.0803664436675965,0,0.197109584035502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238491140761034,0,0.0565620311106599,0,0,0,0,0,0.0406678424672659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322398584065535,-0.041422071344206,0,0,0.0454746699219439,0.06648928165264,0,-0.0672724345655838,0,0,0,0,0,0.0194867648237561,0,0
