,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X600886.SH,X601600.SH,X601898.SH,X600801.SH,X600362.SH,X600010.SH,X000786.SZ,X600188.SH,X600489.SH,X600352.SH,X600111.SH,X002466.SZ,X601991.SH,X600688.SH,X600795.SH,X600176.SH,X600426.SH,X600027.SH,X600529.SH,X600299.SH,X601992.SH,X002080.SZ,X600612.SH,X600315.SH,X600219.SH,X002353.SZ,X002409.SZ,X000301.SZ,X600126.SH,X000723.SZ,X000932.SZ,X000027.SZ,X601158.SH,X000883.SZ,X600486.SH,X600516.SH,X002075.SZ,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.043504889676106,0,0,0,0,0,0.00374531633279753,0,0,0,0,0,0,0.137549651529464,0,0,0,0,0,0,0.0647241144295973,0,0,0,0,0,0,0,0,0,0.0524081376772036,0,0,0,0.00276101414224983,0,0,0,0,0,0.0586412818873523,0,0,0,0,-0.00565396626437401,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0371686342835673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188854377358571,0,0.0280389959624617,0,0,0,0,0,0,0,0.0218278494445395,0,0.0134566218387507,0,0.08516832254263,0,0,0.0145760860484974,0.0971158710119976,0,0,0,0,0,0.0505503634605595,0,0,0,-0.00240184117013139,0.00759835238989,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106125769215721,0,0,0,-0.0136336205519688,0,0,0,0.0924357142830746,0.167338229425502,0,0,0.166287048513224,0,0,0,0,0,0.0724918910697075,0.00432089841903353,0,0.0393874524034323,0,0,0,0,0,0,0,0,0,0,0.00571298871379841,-0.00732624009333867,0,0,0,0,0,0
X600585.SH,0,0,0,0,-8.67361737988404e-19,0,0,0.0527599527893812,0.09955432823248,0,0,0,0,0,0,0.537661847257606,0,0,0.00605086766639775,0,0,0,0,0.00819607912442128,0,0,0,0,0.0032721783698404,0,0,0,0,0.0397062106891495,0.0609689589652223,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0426423339096864,-0.00544279993814812,0.006130941762162,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0410104066872736,0.044585812465562,0,0.187399641987869,0,0,0,0.0490343868023644,0,0,0.0652895907554877,0,0,0,0,0,-0.0146734720502742,0,0,0,0.249428308118307,0,0,0,0,0,0,0,0,0,0.0776879022044805,0,0,0,0,0,0,0,0,-0.0201965375033922,0,0,0,-0.00807105668690261,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.10542777827487,0.0841096011950868,0,0.0112564664431614,0,0,0,0,0.0754786298654289,0,0,0.100329627080373,0,0.591311577488787,0,0,0,0,0,0,0,0,0,0.0711078246023459,0,0,0,0.233208308234622,0,0,-0.206441546462006,0,0,-0.0405941960901314,0,0,0,0,0,0,0,0,0,0,0.00541854612897979,-0.0202606340659836,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0297100540105686,0,0,0,0,0,0,0,0,0.130677851521216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091923986988179,0,0,0,0,0,0,0,0,0,0.0112776160685673,0,0,0,0.158073984916439,0,0,0,0,0,0,0,0,0,0.00888695650692842,-0.007680838043338,0,0,0,0,0,0
X000708.SZ,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.139966140015574,0,0.62798217917673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494420554876466,0,-0.0575820905989733,0,0,0,0,0,0,0.0244599072091561,-0.0657983724150442,0,0.0832359367335266,0,0,0,0,0,-0.0364226318678675,0,0,0,-0.0163860592732347,-0.0115835609634049,-0.0101244529045658,0,0,0,0,0,0
X002271.SZ,0,0,0,0.145539451156505,0.155072708858988,-0.00812670592020488,0,0,0,-0.0350077392965925,0,0,0,0,0,0,0,0,0.187376910892587,0,0,0,0,0.0611238490833419,0,0,0,0,0,0,0.0307808564669397,0,0,0,0,0.0958594004242494,0,-0.0630905677190155,0,0,0,0,0,0,0.140500995334443,0,0.277188618322375,0,0,0,0,-0.017142610123463,-0.0183980593306119,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.155653568859276,0,0,0,0,0,0,0,0,0.113103492123471,0,0,0.114911234509217,0,0,0,0,0,0,0.219310565559306,0,0,0.273127444422064,0,0.0615177422210127,0,0,0.0653160403799007,0,0,0,-0.0707546950334353,0.261543310956799,0,0,0,0,0,0,0,-0.022835922071405,-0.0140656576316094,0,0,0,0.232597970307878,0,0
X600011.SH,0,0,0,0,0,0.0525759814592739,0,0,0,0,0,0,0,0,0,0,0.0905263046268662,0,0.0484280398739738,0,0,0,0,0.00304795989662177,0,0,0,0,0,0.00610673340844455,0,0,0,0,0,0.107734540962616,0,0,0.036481154453906,0,-0.0239683427565962,0,0,0,0,0,0,0,0,0,0,-0.0142531270315509,0.0197214025525839,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0579294070235931,-4.24198817570894e-05,0,0,0,0.0893339843365214,0,0,0,0,0,0,0.0977371719713589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0804319905139717,0.070065096258168,0,0,0.0465456122111834,0,0,0,0,0.0412976658499649,0,0,0,0,0,0.0308459283514946,8.67361737988404e-19,-1.0842021724855e-19,0.0250089539235741,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0402441137980883,0,0.117913107429185,0,0,0.112809807194671,0,0,0,0,0,0,-0.0252517873798375,0,0,0,0,0,0.219224061227052,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0405711660667291,0,0,0,0,0,0,0,0,0,0,0,0.0157374543147018,0,-0.00588838521489562,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.10731703903009,0,0.039029760278764,0,0,0,0,0,0,0,0,0,0,0,0.25634552804782,0.0409847097397862,0,0,-0.00557933107747912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708272398249029,0,0,0,0.178966358287952,0,0,0,0,0,0.133074852265415,0,0,0,0,0.000816782227998024,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0774878336039634,0,0,0,0,0,0,0,0,0,0,0.132366550353062,0,0,0.324686081537218,0,0,0,0,0,0,0,0,0,0,-0.0950740325429824,0,0,0,0,0,0,0,0,0,-0.0137349462696003,0,0.00515611246971074,0,0,0,0,0,0,0,-0.00875110941262642,0,0.000887226447309413,0,0,0,0,0,0
X600801.SH,0,0,0,0.157870633914285,0,0,0,0,0.309528660987462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296856377136795,0,0,0,0,0,0,0,0,0,0.0369677466240971,-0.0335546074382818,0,0,0.238150474561357,0,0,0,0,0,0,0.123815972998593,0,0.108585677864103,-0.0135179628804959,0.0413727188548698,0,0,0,0.00539131834715754,0,0
X600362.SH,0,0,0,0.0576662525941224,0,0.0312643015578631,0,0.0770944526543542,0,0,0,0,0,0,0,0,0,0,0,0.296088588817898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692172645744365,0,0.0617813723043167,0,0,0.0866136309577823,0,0.0472056452101181,0,0,0,0,0,0,0,0,0.0186457060630248,-0.0179635881152018,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.191677101435679,0,0,0,0,0,0,0,0,0,0,0,0,0.0696236560867423,0,0,0,0,0,0,0,0,0,-0.0493007866786599,0,0,0,0,0,0,0,-0.0087285072520213,-0.0227086279066444,0,0,0,0,0,0,0,0,0,0.237192464019134,0,0.00743847236864252,-0.019465020590471,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0.0988166117648315,0,0,0,0,0,0.0945550377647513,0,0,0,0,0,0,0,0,0,0,0,0,0.110290974584528,0,0,0,0.114655493666319,0,0,0,0,0,0,0,0.0527821407542489,0,0,0.0429812191152734,0,0.0902540337320897,0,0,0,0,0,0,0,0,0,0.0293006242033073,-0.0254040727033467,0.00880672282175419,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0381884888849077,0,0,0,0,0,0.112815854473242,0.417993508808322,0,0.0266152495958837,0,0,0,0,0.0983507720673079,0.0723751178840466,0,0,0,0,0,0,0,0,0.0795536857020994,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.158160539113525,0,0,0,0,0,-0.0124421841110402,0,0,0,-0.0184312931139153,0,0,0,0.107489392268235,0,0
X600489.SH,0,0,0,0,0,0.765291969320998,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116349683930883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115382637008534,0,0,0.0687822858999373,0,0,0,0,0,0,0.110404421631926,-0.0175711664441696,0,0.0471378273440807,-0.0163354002755806,0.0154284964556976,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0.0120578705141096,0,0,0,0,0,0,0,0,0,0,0,0.097702084262117,0,0,0,0.0019898761502669,0,0,0,0.0639215077048365,0,0,-0.0137711120750818,0,0,0,0.0673871684062324,0,0,2.16840434497101e-19,0,0,0,0.0597151991363919,0,0,0,0,0,0.135223633470049,0,0,0,0,0.00497952182899586,0,0,0,0,0,0
X600111.SH,0,0,0,0,-0.0127432867264466,0,0,0,0,0.0256904843601963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186242933269857,0,0,0,0,0,0,0,0,0,0,0,-0.153785954290767,0,0,0.112635476947983,0.0228978071261385,0,0.101595222333494,0,0.0976260645608072,0,0,0,0.387404076506269,0,0.22641621792296,0,0,0.0217811620078933,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.461348322324238,0,0.251412267181694,0,0,0,0,0,0,0,0.000397978116175868,0,0,0,0,0,0,0,0.47239576695912,0,0,0.120006580612864,-0.0732674061573707,-0.294118697290849,0,0,0,0,0,0,-0.179235925381369,0,0,0,0,0,0,0,0,0.343534172551163,0.0184957241599707,0.102893178552495,0,0,0.0420842441384569,-0.0752329433774375,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110801575269893,0,0,0,0,0,0,0,0,0.0213546900155074,0,0,0,0,0,-0.0127541367669281,0.122540202079605,0,0,0,0,0.0906544135568275,0,0,0,0,0.0261154448019772,0.00755254719473476,0.0681357833431104,0,0.0364099096569545,0.00889576283856227,-0.0242716363362247,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300695250880109,0,0.169708854582637,0,0,0,0,0,0,0.266213521477983,0,0,0.0316576526805046,0,0,0,0,0,0.155445929511171,-0.066065940455283,0,0,-0.0648970429763858,0,0,0,0,0,0.025212791315984,0,0,0.0191252631344258,-0.0168935202949578,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0790638872818515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076825288453744,0,0,0,0,0,0.0264878975768265,0,0,0,0.0462366125771628,0,0,-0.026114646501878,0,0,-0.0331775142932342,0,0.0742707483941123,0,0,0,0,-0.0496632038223116,0,0,0,-0.00639109213848142,0.0150098334747918,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0117309294862356,0,0,0,0,0,0,0,0,0,0,0.170891063029319,0,0,0.133606814775765,0,0,0,0,0,0,0,0,0,0.219342485460957,0,-0.0213726332795248,0,0,0,0,-0.0371947941602055,0,0.0865380009253615,0.0188920955105791,0,0,0.158123775624809,0,0,0,0,0,0.121135217687646,0.0134081098444448,0,0,-2.87745503350558e-05,-0.00484610404727437,0,0,0,0,0,0
