,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600188.SH,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X000877.SZ,X600010.SH,X601600.SH,X002271.SZ,X600660.SH,X000708.SZ,X000301.SZ,X601898.SH,X600547.SH,X600362.SH,X600426.SH,X600886.SH,X600176.SH,X000723.SZ,X600219.SH,X000408.SZ,X601991.SH,X600803.SH,X000807.SZ,X000786.SZ,X600795.SH,X002080.SZ,X600096.SH,X601699.SH,X000983.SZ,X600688.SH,X600141.SH,X002353.SZ,X600801.SH,X000959.SZ,X601168.SH,X000960.SZ,X600489.SH,X000825.SZ,X000630.SZ,X300073.SZ,X600027.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0586665374574298,0,-0.0472777714219462,0,0,0,-0.00776829895696396,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0475941027344201,0,0,0,0,0,0,0,0,0,0,0.0540253067813385,0,0,0,0,0,0,0.0545542712634594,0,0,0.238198076608118,0,0,0.118727122117716,0,0,0,0,0,0,0,0,-0.0164658014648434,0,0,0,0.025140334708285,0,0
X600028.SH,0.208452236481984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549495345035714,0.0866725075313203,0,-0.00632317006852066,0,0.0335399733310934,0.0102155618843384,0,0,0,0,0.0321229213965383,0,0,0,0,-0.00681172880952018,0,0,0,0,0.00595186138155213,0,0
X601088.SH,0,0,0,0,0,0,0,0.109998195762137,0,0,0,0,0,0,0,0,0,0,-0.28921834040379,0,0,0,0,0,0,0,0,0,-0.0617491659544084,0,0,0,0,-0.0642646132944201,0,0.0522575020465806,0.317466141258535,0,0,0,0,0,0,0.0462657948262104,0,0,-0.0163536690971718,0,-0.000418412372728866,0,0,-0.050308245371947,0.0461820924142909,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0368859259398235,0.0202437333034929,-0.0432109772614408,0,0,0,0,0.0859417128323725,0,0,0.0332851397461315,0,0,0,0,0,0,0.00416186881805923,0,0.0902281885020771,0,0.161866571588761,0,0,0,0,0,0,0,0,0,0,0,0,0.106478381862063,0,0,0,0,0,0,0,0,-0.00722789383718516,-0.00897190708008876,0,0,0,-0.012584572186382,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0223864067946127,0.0323392795612873,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00114818312715245,0,0,0,0.0860942492621968,0,0,2.16840434497101e-19,-0.0226104954588354,-0.0127981815663806,0,0,0,0.423450986427938,0,0,0,0,0,0,0,0,0,0,-0.00759495839432614,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.103677511385491,0,0.364925676996623,-0.00178768898983576,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231056637573296,0,0,0,0,0,0,0,0.145737256556883,-1.38777878078145e-17,0,0,0,0.0425672210362989,0,0,0,0.118127422714377,0,0,0,0,0.282319417864243,0,0,0.0834022389085785,0,-0.00434244697167287,0,0,0,-0.00699438585917143,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.372551729258691,0,0.311107743039278,0,0,0,0,-0.0966944246373488,0,0,0,-0.069186024318108,0,0,0,0,0,0.115795130505513,0,0,0,0,0.0801758527634644,0,0,0,0.161816926649803,-0.0816090563485559,0,0,0,0,0,0,0,-0.00878273799464712,0,-0.418682708360491,0,0,0,0,0,0.00923389419208365,0,0,0,0,0,0,0
X600188.SH,0,0,0.225253445355862,0,0,0,0,0,0,0,0,0.0971496310006624,0,-0.228863115029514,0.11892744877875,0,0,0,0,0.350245131540923,0,0,0,0.0481228203615572,0,0,0,0,0,0,0,0,0,0,0,0.132180586773834,0.116851928778987,0,0,0,0,0.0254980136666674,0.26458062962482,-0.133881861764776,0,0,0,0,0,0,0,0,0.0289478871102316,0,0,0,-0.02610033319083,0,0
X600111.SH,0,0,0,0,0,0,0.0562122180642203,0.0357925740010335,0,0,0.084266316320627,0,0,0.0972028309125428,0,0,0,0.166712939729897,0,0,0,0,0,0,0,0,0,0.0298243520273345,0,0,0.0943498400598667,0,0,0,0,0,0.00678528271243855,0,0.23658768281002,0,0,0,0.0306928535065673,0,0,0,0,0,0,0,0,0.0242472462676119,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932515171729068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3881317890172e-21,0,0,0,0,0,0,0,0.211941931706904,0.155072418637038,0.0524525145049811,-3.46944695195361e-18,0,0.205804906132138,0,0,0.0937390053166904,0.0101937486885736,0,-0.00100477110166661,-4.33680868994202e-19,0,0,0,0,0,0
