,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X300072.SZ,X600688.SH,X601991.SH,X600795.SH,X600547.SH,X601600.SH,X600309.SH,X600660.SH,X600886.SH,X600362.SH,X600188.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600339.SH,X600111.SH,X000959.SZ,X600299.SH,X000898.SZ,X601158.SH,X600489.SH,X600008.SH,X002460.SZ,X600352.SH,X000883.SZ,X600219.SH,X600160.SH,X000408.SZ,X000539.SZ,X000723.SZ,X600578.SH,X000630.SZ,X600021.SH,X600583.SH,X600176.SH,X000792.SZ,X002271.SZ,X000027.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.20825319912543,0,0.0760621437677454,0,0,-0.00901631611075665,0.0285772763356042,0,0,0,-0.00745206136497863,0,0,0.106869806339724,-0.0393852987114377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127552369103706,-0.037744928194269,0,0,0,0,0,0,0,0,0,0,0.114642607092236,0,0,0,0,0,0,-0.00851731470775393,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0336984441023575,0,0.0211609964331352,0,0.0883881414999705,0,-0.017111685376051,0,0,0,0.00259446986970781,0,0,0,0.0573278788814653,0,0,0,0,0,0,0,0,0.0796607571765475,0,0,0.00269880395329314,-0.0526771277992598,0,0,0,-0.0185187222407035,0,0,0,0,0,0,0.0147403416406018,0,0,0.0076247833425843,0,0,0,-0.00247674444242759,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0440007163266546,0,0,0,-0.0283629862891461,0,0,0,0.0305481568151701,0,0,0,0.0809383755249883,0,0,0,0,0.111825629925651,0,-0.00295479289152072,0,0.204722435552901,0,0,0,0,0,0,0,-0.0133138421845526,0,0,0,0,0,0.064159179320001,0,0,0,0,0,0,0,0.0106385524746934,-0.0147365060173834,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0164073682503362,0,0,0,0,0,-0.130981859760979,0.0945815273656211,0,0,0,0,0,0,0.0301921021737236,0,0,-0.0213142666079175,0,0.53834401266964,0,0,0,0.0330851418963855,0,0,0,0,0,-0.00630377340935328,0,0.0356625023867389,0,0,0,0,0,0,0,0,0,-0.00356812687314623,-0.0375179029693655,0,0,0,0,0,0
X600011.SH,0,0,0.129827166343863,0,0,0,0,0,0,-0.0584695122945215,0,0.109049667420123,0,-0.289226251075609,0,0,0,0,0,0,0.368608405055898,0.0125847776487968,0,0,0.0706706284825249,0,0.0239456427589374,-0.00101283277761573,0,0,0,0.102909252936624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529703726466859,-0.0434844939571222,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0309350456315814,0,0,0,0,0,0,0.119659863148523,0,0,0,0.187737601432788,0,-0.108590877840901,0.067927970630804,0,0.167026168375281,0,0,0,-0.010575472174998,0,0,-0.167577511958303,-0.0421622619625755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116615949252393,0,0,0,-0.00887347351665122,-5.05227444033305e-05,0.134739300783443,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0177895838648619,0,0,0,0,0,0,0.133280939744641,0,0,0,0,0,0,0,0,0,0,0.0199125010955969,0,0,0.306146286365908,0,0,0.0951467098225287,0,0,0,0,0,0,0,0.101022664410079,-0.049896898360494,0,0,0,-0.0293716862212974,0,0,0.0796487285469595,0,0,0,0.00775897473695545,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0826313540098779,0,0,0,0,0,0,0,0,0,0,0.0972615589660352,-0.0604950303685693,0,0,0,0,0,0.63482111910517,0,-0.127759110685183,0,0,0.302434855685902,0,0,0,0,0.306786843451,0,0,0,0,0.163198670444468,0,0,0,0,0,0,0,0,0,0.0934173085392309,0,0,0,0.00907110939294051,0.0174275926352432,0,0,0,0,0,0
X601898.SH,0,0,0.139006328562555,0,0,0,0,0,0,0,0,0,0,0,0,0.00453635489389951,0,0,0.10854710628088,0.0952575412615137,0,0,0,0.0987437250468258,0.0448985662257418,0,0,0,0,0,0,0.00767134065886822,0.0034421576794562,0,0,0,-0.0300081976732773,0,0,0,0,0,0,0.229137310900196,0.0751643283652923,0,0,0,0,0,0,0.00567931107701748,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.664084495035898,0,0,-0.114280982187857,0,0,0,0,0,0,0,0.161175317111455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161661387576751,-0.360147613693522,-0.0986262540601524,0,0,0,-0.0520199243011961,0.367855738308196,0,0,0,-0.151111428868016,-0.153578524709097,0,0,0.390895498113747,0,0,0,0.0807764953083478,0.0470905966588175,0,0,0,0,0,0
X600688.SH,0,0.174471960522107,0,0.054264779501171,0,0,0,0.0551115281863095,0,0,0,-0.0675321738952154,0,0,0,0,0,0,0.0353662891292381,0,0,0,0,0,0.0257665423068956,0,0,0,0,0,0.0542863834342461,0,-0.106962439868544,0,0.0423516308672044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187054019723538,-0.0108499886487089,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-0.240279110048338,0,-0.0561447247876434,0,-0.0931103119208076,0,0,0,0,0,0,0,0,-0.0471746594849683,0,0,0,0,0,0,0,0.116487167864208,0,0,0,0,0.11249769634048,0,0,0,0,0.225458514442292,0,0,0,0,0,0,0,0,0,0.108373448374985,0,0.363972093987748,0,0.144155701658959,-0.0830224523522526,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0262242485996589,0,0,0.0274834738238195,0,0.0459693183356855,0,0,0,0.0110771020793401,0,0,0,0,0,0.0648428747171586,0,-0.0317945616582832,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00656656413245719,0.085943178617173,0,0.0147520033047384,0,0.0119357986649698,0,0,0,0,0,0,0,0.00139533360767787,0.00571215230892018,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0794288884136858,0,0,0,-0.133901010442061,0,0,0.031550846773165,0,0,0,0,0,0,0,0,0,0,0,0.106007342905015,0,-0.0888726439448656,0,0,0,0,0.0299489312405873,0,0,0,0,0,0,0,0,0,0,0,0,0.00110823647647634,-0.0281005186204617,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.056207990397016,0,0.0864586190084157,0,0,0,0.0135424001856109,0,0,0,0,0,0,0.502512351197124,0,0.168977056157468,0,0,0,0.112849919066305,0,0.00851191124054599,0,0,0,0,0,-0.0736713569231864,0,0,0,0,0,0,0,0,0,0.0336681266192988,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0217001170700493,0,0,0,0,0,0
X600309.SH,0,0,0,-0.357253968105067,0,0,0,-0.0443678700028629,0,0,0,0.0423512861709775,0.255296971183587,0,-0.162985903420694,0,0,0.0285909238194973,0,0.181593376179678,0,0.121271393520275,0,0,0,0,0,0,0,0.0691552910582213,0,0,-0.144790820300868,0,0,0,0,0,0,0,0,0,0,0,0.396922854874832,0,0,0,0.19479106501915,0,-0.00591715041879495,0.0488812797835945,0,0,0,0,0,0
X600660.SH,0,0,0,0.149968962325828,0,0.0693403596332428,0,0,0,0.0335464674069126,0.0394813312303366,0,0,0,0,0.225126922937847,0,0,0,0,0.187122396109822,0,0,1.73472347597681e-18,0.111344913152924,0,0,0,0,-0.000754810740926838,0,0.00249503386845301,0,0,0,0,8.67361737988404e-19,-0.155631449467783,0,0,0,0,0,0,0,0,0.102849538573868,0,0,0,0.0352441679235983,0,0,-0.156294140408917,0,0,0,0
X600886.SH,0,0,0,-0.0453127200519054,0.0311971611274403,-0.114563127821631,0,0,0,0.0767267599483688,0,0.024659361451352,0.0516952981025711,0,0,0.0434530326082568,0,0,0,0,0,0.00129096524192721,0,0,0,0,0,0,0,0,0,0.106619628390395,0,0,0,0,-0.0654829245261258,0,0,0,0.0899543489265156,0,0,0,0,0,0,0,0,0,0.0409225675418603,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.00291620174397621,0,0,0,0,0,-0.167348818430816,0,0,0.172132568113977,0,0,0,0,0.0428525484031234,0,0,0,0.069770855269606,0,0,-0.0500580371670544,0,0.225226045870586,0,0,0.00334288092901668,0,0,0,0,0,0,0,0,0,0.516816305340576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,-0.0643337119691397,0,0,0,0,0.182778746400067,0.693580591908355,-0.00850579744095203,0,0.219812678739668,0,0,0,0,0,0,0,0,0,0,0,0,-0.276874662598963,0,0,0,0,0,0,0.0201275451357701,0,0,0,0,0,0,0,0,0.0816318108133829,0,0,0,0,0,0,0,0,0,0.00394279975486182,0.0416206875455827,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0573889894074739,0,0,0,0,0,0,0.12247030279912,0,0,0.220851184601326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823720469688,-0.0209155543639838,0,0,0,-0.147961109549539,0,0,0,0,0,0,0.0124687531681508,0,0,0,0,0,0,-0.0376677137611,0.0729485692632008,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.150678238632287,0,0.123162720003221,0,0,0,0.0766806645670695,0,0,0,0.198720258492035,-0.172367051046758,0,0,0.155934993528871,0,0,0,0,0,0,0.527497138236734,0,0.143901382774569,0,0,0.238532563427786,0,0,0,0,-0.0638790585484878,0,0.277163927935089,0,0.25801651932544,0,0,0,0,0,0,0,0,0,0.026356168769194,0.00595883708078596,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.0214984729820835,0,0,0,0,0.0548760865128586,0,0,0.0418957657855802,-0.00803531452252543,0,0,0.0380933018388007,0,0,0.0297646800556637,0,0.0552720330489787,0,0,0,0,0,0,0.1117635433249,0,0,0,0,0,0,0,0.107756238653227,0.0572279113870947,0,0,0,0,0,0,0,0,0,0,0,0.0180228174656672,0,0,0,0,0,0
