,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X600547.SH,X601600.SH,X601898.SH,X600660.SH,X000792.SZ,X002460.SZ,X600886.SH,X002466.SZ,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X002271.SZ,X600426.SH,X000877.SZ,X600362.SH,X600795.SH,X600176.SH,X600027.SH,X601699.SH,X600489.SH,X000983.SZ,X000807.SZ,X600803.SH,X601991.SH,X000786.SZ,X600160.SH,X000630.SZ,X000932.SZ,X000933.SZ,X000408.SZ,X600219.SH,X002080.SZ,X300037.SZ,X000629.SZ,X000539.SZ,X600688.SH,X600612.SH,X002409.SZ,X600096.SH,X600157.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.0770492178917,0,0,0,0,0,0,0,-0.0494319939807278,0.0258335107413858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597793516763409,0.0974210118442154,0,0,0,0,-0.0213538196112879,0.0511627772673122,0,0,0,0,0,0,0,0,0,0,0,-0.081198515941181,0,0,0,0,-0.0316221470423159,0,0,0,0,0,0,0
X600028.SH,0.594831904241729,0,0,0,0,0,0.195129751852724,0,0,0,0.0829847031249905,0,0,0,0,0,0,0,0,-0.00333697230953535,0,0,0,0,0,0,0,0.0647300445585931,0,0,0,0.0383878012044727,0,-0.0413189480114958,0,0,0,0,0,0,0,0,0.0517910746759999,0,0,0,0,-0.107582134442928,0,-0.116828910457472,0,0,0.0220643136688354,0,0,0,0,0,0
X601088.SH,0,0.0309794182425907,0,0,0.254886107446858,0,0,0,0,0,0,0,0,0,0,0,0,0.10038050650983,0,0,0.0160923574955843,0,0,0,0,0,0,0,0,0,0,0.0112772012597759,0,0,-0.0423650142838328,0.206029087507089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491977963999675,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0679673085524877,0,-0.0397419047932597,0,0,0,0.0688424429858057,0,0.152839777758087,0,0,0,0,0,0,0.109244915142605,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0231742328006779,0.0876022066745767,0,0,0,0,-0.0078299585459587,0,0,0,0.0430771908339797,0,0,0,-0.00192449296289796,0,-0.00603917934004483,0,0,0,0,0,0
X600188.SH,0,0,0.773235080410508,0,0,0,0,0,-0.319240264118641,0.0553181126160501,0,0,0,0,0,0,0,0,0,0,-0.0925565202799224,0,0,0,0,0,0,0.16180363085248,0,0.189566303919704,0.0846547126659803,0,0,0,0,0,-0.118722048804366,0,0,0,0,0,0,0.064702567355564,0,-0.118168753326726,-0.0367099826244973,0,0,0,0,0,-0.00517883214881272,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0831825836381822,0,0,0,0.180308308957457,0,0,0,0,0,0,0,0,0,0.0529737629349118,0.0713362054481629,0,0,0,0,0,0,0,0,0,0.0289226294294086,0,0,0,0,0.0545925561258695,0,0,0,0,0,0,0,0,0,-0.137722333263064,0,0,0,-0.128329398393304,-0.0217441059653801,0.0481508616163865,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.139723847919177,0,0,0.0496980605360305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282120629700941,0,0,0,-0.243477107586236,0,0,0,0,0,0,0,0,0,0,0.191344218217405,0,0,0,0,0.0338078981376377,0.11480232953876,0,0,-0.0845290299504799,0,0,0.040196208448504,0,-0.0389995682679879,0,0.0513329399139869,-0.281829303515958,0,0,0,0
X600011.SH,0,0.329669972594505,-0.388638613581647,0,-0.0673238852236484,0,0,0,0,0,0,0,0,0,0.624238378808291,0,0,0,0,0,-0.0134002515670378,0,0,0,0,0,0.391626847905536,0,0,0,-0.079011714334487,0,0.148967029848642,-0.0612184389579316,0,0,0,0,0,0,-0.131871633827316,0,0,0.103515267528028,0,0,0,0,0,0,0,-0.0127396112951779,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0704354267890239,0,0,0,0,0,0,0,0,-0.119933818589443,0,0,-0.0680841436121024,0,0,0,0,0,-0.0146017643217773,0,0,0,0.786741265805238,0,0,0.00729862168544235,0,0,0,0,0,0,-0.0299775758510622,0,0,0,0,0,0,0,0,0,-0.225607725200292,0.228825940347588,0,0,0.0117750837316558,0,0,0,0,0,0
X601600.SH,0.156751913717781,0,0,0,0,0,0,0,-0.0636209018744113,0,0,0,0,0,0,-0.0476813491735958,0,0.36828149479075,0,0,0.0553539519832843,0,0,0,0,0,0,0,0,0,0.395389652991266,0,0,0.0763274199674243,-0.0157362235873753,0,0,0,0,0,0,0,0,-0.069941922152735,0,-0.0851208036214455,0,0,0,0,0,0,-0.0061627778824189,0,0,0,0,0,0
X601898.SH,0.174146382523824,0,0,0,0,0,0,0,0,0.0457345183584517,0,0,0,0,0,0,0,0,0,0,0,-0.11851388491972,0.12567569490146,0,0,0,0,0.223709900138727,0,0.0455563049065757,0,0.144633319573366,0,0,-0.0239832226294294,0.190003740540269,0,0,0,0.029261924101464,0.016296489092501,-0.103168489830859,0.047390622989267,0,0,0,0,0,0,0,0,-0.00292411526285937,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0692075299651907,0,0,0,-0.102867693963428,0,0.00885949937850678,0,0,0,0,0,0.111115821215568,0,0,0,0,0,0,-0.140319641535059,0,0,0,0.0758969316347846,0,0,0,0,0,0,0,-0.0162942781869845,0,0.221518423154442,0,0,0,0,0.0201542764169773,0,-0.0602995597137525,0,0.0839460358447064,0,0,0,0,0,-0.0229456150230996,0.0439612818095422,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248649821598874,0,0.020013750450601,0,0.00657192243783098,0.0677702522080574,0,0,0,0,0,0,0,0,0.0680742429788893,0,0,0,0,0,0,0,0,0,0,0,0,0.21630578205457,0,0,0,0,0.0119183191843884,0,0,0,0,-0.0701092224204379,4.33680868994202e-19,0,0,0,0,0,0,0
