,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X600362.SH,X600188.SH,X600795.SH,X600352.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600176.SH,X000709.SZ,X000786.SZ,X600489.SH,X002271.SZ,X002460.SZ,X600516.SH,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X000553.SZ,X601158.SH,X600808.SH,X000630.SZ,X601699.SH,X600985.SH,X600583.SH,X000027.SZ,X000401.SZ,X000301.SZ,X600339.SH,X600612.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0865959170643477,0,0,0,0,0,0,0,0,0,0.0781455811978441,0,0,0,0,0,-0.0118997589887794,0,-0.00102664889924794,0.0623954581719296,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.058774597868115,0,0,0,0,0,0,0,0,0.0799424983736576,0.0579709529358192,0,0,0,0.000718960680437862,0,0,0,0.000639127592768844,0,0,0,0,0,0,0
X600028.SH,0,0,0.0980165214217382,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0290704579812542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0153320124792126,0,0.0584595675650942,0,0.175366019844205,0,0,-0.0270013203814483,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.269043867773585,0.0355967274676277,0,0,0,0,0,0,0,0,0,0,0.234101964109833,0,-0.0857710920263295,0,0,0.00992080428250637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230341441382609,0,0,0.0452000877273372,0,0,0,0.0977998188515592,0,0,0,0,0,0.0329121217810787,-0.0475444323396818,0,0,0,0.0160472149845745,0,0
X600585.SH,0,0,0,0,0,0.116314212151185,0,0,0,0,0,0,0,0,0.0110191196353605,0,0,0,-0.0276309273653623,0,0.0324919633257815,0.40837357246264,0,0,0,0,0,-0.031301253919678,0,0,0,0.0432927341302674,0.0430566726435728,0,0,-0.120067998629547,0,0,0,0,0,0,0,0,0,0.0738821162668477,0,0,0.0887618805881138,0,0,-0.0137529055109822,0,0,0,0,0.0108636428519522,0,0
X600019.SH,0,0,0.0624379099331982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574506294694842,0,0,0,0.0508674567655202,0.225511714317534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566991646674644,0,0,0,0,0.0516970436362722,0,0,0,0,0,0,0,0,0,0,-0.00775541123818713,-0.0453069412686128,0,0,0,0.000513089682115891,0,0
X600309.SH,0,0,0,0,0,0,0.0562742914392854,0,0,0,0,0,0,0,0,0,0,0,0.20952430754288,0.0178062067299948,0,0,0,0,0,0,0,0,0,0,0,0.180555551617832,0,0,0,0,0,0.0650993927244139,0,0,0,0,0.0612972641846837,0,0.435968964022327,0,0,0,0.208469651264104,0.0249112589693664,0,-0.00255174894638958,0,0,0,0,0.0256702391379854,0,0
X600011.SH,0,0,0,0,0,0.172909093545054,0,0.0830644854648159,0.12897955361451,0,0,0,0,0,0,0,0,0,0.133429029962737,0,0.0237508375599354,0,0.131156678058308,0,0.150794347523508,0,0,0,0,-0.141117670802988,0,0,0,0,0,0,0,-0.127020139305794,0,0,0,0,0,0,0,0,0,0.0369068141285375,0,0,0,0.0219468904884824,-0.0273879702823812,0,-0.00456170946678781,0,0.0147481891436148,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672639033391527,0.00642561222311568,0,0,0,0,0,0,0,0.916518169703015,0,0,0,0,0,0,0,0,0.0682667703393099,0,0,0,0,0,0,0,0,0,0,0,-0.00367902045993538,-0.0812845835150935,0.000972676722222618,0,0,0,0,0.0153956371564495,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.279956580880013,0,0,0,0,0,0.111539718876812,0,0,0,0,0,0.0662822737327383,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.051000116273119,0,0,0,0.2269150940348,0,0,0,0,0,0,0,0,0.0221372637027771,0,0,0.144435643785253,0,0,0.000229213299299232,-0.00168169727325994,0,0,0,-0.00856109002801814,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.276754141150907,0,0,0,0,0,0,0.152737334759445,0,0,0,0,0.0130505964499776,0.0349706866589629,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045649186649529,0,0,0,0.201939291979801,0,-0.00892700878800647,-0.0328227410924256,0,0,0,-0.0328291386602973,0,0
