,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X601898.SH,X600886.SH,X600010.SH,X002460.SZ,X002271.SZ,X601600.SH,X600801.SH,X600660.SH,X600362.SH,X000786.SZ,X600688.SH,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X600111.SH,X002466.SZ,X600027.SH,X600299.SH,X600489.SH,X000723.SZ,X000401.SZ,X600176.SH,X000553.SZ,X000898.SZ,X601158.SH,X600219.SH,X000792.SZ,X600516.SH,X600426.SH,X002075.SZ,X000932.SZ,X000883.SZ,X000709.SZ,X600583.SH,X002353.SZ,X600126.SH,X000027.SZ,X000630.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.121718119929305,0,0,0,0,0.0936753968884669,0,0,0,0,0.0867821058804223,0,0,0.163747984893449,0,0.105642637399012,0,0.0974147007058895,0,0.00752916708381641,0.146692008280604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00110160398290125,0,0,0,0,0,0,0
X600028.SH,0.336581737234531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0587798360653158,0,0,0,0,0,0,0,0,0,0,0.0419739981028224,0.058340483047317,0,0,0,0.0523244498311901,0,0.0255879868677516,-0.00410369289570084,0,0,0,0.0715503968329267,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.384278624624163,0,0,0,0,0,0,0,0,0.0798375465514823,0.0199893427951877,0,0,0,0,0,0,0,0.059605229471759,0,0,0,0.0230911217637881,0,0,0,0.123696483773011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547533674544828,0.0414752414411458,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433738751066588,0,0.137030790170419,0,0,0,0,0,0,0,0,0.0255035912152277,0,0,0,0,0.125922055548904,0,0,0,0,0,0.00357273620560363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111960058682829,0,0,0,0.00503448166634886,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663796497554729,0,0.223667455794801,0,-0.0206058706222506,0,0,0,0,0,0,0,0,0,0,-0.0197838649644702,0,0.313784653874266,0,0,0,0,0,0.0958503800797664,-1.38777878078145e-17,0,0,0,0,0,0.0856151638688314,0,0,0,0,0,-0.00506297230679297,0.0069648260056639,0,0,0,-0.186238195575605,0,0
X600019.SH,0,0,0,0,0,0,0,0.043375045795847,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.22950195868816,0.152399832878664,0.0684786361926352,0.0968392637755946,0,0,0,0,0,0.0368252407590886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289503524680862,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636975077940969,0,0,0,0,0,0,0,0,0,0.786291386930378,-0.030311000454439,0,0,0,0,0,-0.118951057791472,0,0,0,0.00543269844657433,0,0,0,-0.0735489163945009,0,0,0,0,0.36318935219631,0,0.0178592472364137,0.0210735382102698,0,0,0,0.0581808261199152,0,0
X000708.SZ,0,0,0,0,0,0,-0.0325126678834265,0,0,0,0,0,0,0,0,0,0,0,0,0.056502516389937,0,0.121140819114206,0,0,0,0,-0.0921628171440111,0,0.343057436763001,0,0,0.310533972542884,0,0,0,0,0,0.0280619928827647,0,0.0446642645551219,-0.0491996954216367,0,0,0,0.241420187993369,0,0.114864033354291,0,0,0,0,0.0133960927403275,0,0,0,0,0,0,0
X600011.SH,0,0,0.068955776875745,0,0,0,0,0,0,0,0,0,0.0151775535632849,0,0,0,0,0,0,0,0,0.0622583445354602,0,0,0,0,0,0.612349989693147,0.0856321813080394,0,0.0218724568241944,0,0,0,0,0,0,0.0387892997892471,0,0,0,0,0,0,0,0,0,0,0,0.0243149473175967,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164278679610044,0,0.343025075235688,0,0,0,0.101920069338951,0.0641954383698687,0,0,0.0294642858470493,0,0,0,0,0,0,0,0.10055226457051,0,0,0,0,0,0,0,0.00588748464275672,0,0,0,0,0.00460273950139249,0,0,0,0,0,0,0,0,0
