,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600688.SH,X600027.SH,X600309.SH,X600583.SH,X000883.SZ,X601992.SH,X002353.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X000539.SZ,X600489.SH,X600808.SH,X000825.SZ,X600315.SH,X000831.SZ,X000027.SZ,X600660.SH,X600352.SH,X601699.SH,X600578.SH,X600307.SH,X000630.SZ,X000983.SZ,X600549.SH,X600490.SH,X600863.SH,X000937.SZ,X002470.SZ,X000959.SZ,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0176120217452772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710709393208953,0,0,0,0,0.0083086175200111,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0880531527435946,0.0474783799960857,0,0,0.0764736633798283,0,0.0266930890592433,0,0,0,-0.0076681107588404,0,0,-0.00795014068518595,-0.00725644238562508,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.105057819177669,0,0,0,0,0,0,0,0.174480269829933,0,0.0151817998494363,0,0,0.00505855998331879,0,0,0,0.103803698731964,0,0.0063362494707223,0,0,0,0,0,0,0,0,0,0,0.0720754736261954,0,0,0.0374304383157688,0,0,0,0,0,0,0,0,0,0.0161603129617891,0.015020521114302,0,-0.0135621277232913,0.00906899301556161,0,0,0,0,0,0
X601088.SH,0,0,0,0.141162962805978,0,0,0,0,0,0,0,0,0,0,0.238708573103455,0,0,0,0,0.0154372290149081,0,0,0,0,0,0,0,0,0,0.0471519096311101,0,0,0,0,0,0,0,0.0492661676694632,0,0,0,0,0.0750256340967203,0,0.0239912572588777,0,0,-0.0201504375079652,0,0,-0.00508038739491279,-0.00258769546241383,0,0,0,0,0,0
X600585.SH,0,0,0.222077823821509,0,0,0,0,0,0.0165223340372721,0,0,0,0,0,0,0,0,0,0,0,0,0.0168003826281557,0,0,0,0.059340623227923,0,0,0,0,0,0,0,0,0,0,0,0.0189781879116141,0,0,0,0.01951346068039,0,0,0,0,0,8.67361737988404e-19,0.0161870920066612,0,-0.00892332417919791,0.00321626192501226,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0699495330138798,0,0,0,0,0,0.0289736504106957,0,0,0,0.0443042061290516,0.238649782997055,0,0,-0.12526332861225,0,0,0,0,0,0,0,0,0,0,0,0,0.155690558075793,0.0350525426063543,0,0,0,0,0,0,0,0,0,0.0188808878857781,0,0,0,0,0,0,0.0127823953490151,-0.0232553111364605,0,0,0,-0.109713082612664,0,0
X600019.SH,0,0,0.226589358683056,0,0,0,0.0178608446124114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188767783386744,0,0,0.131914585118513,-0.0911589864720889,0.0995552524804272,0,0,0,0,0,0,0.101834018855585,0,0,0,0.00998711146413747,-1.73472347597681e-18,0.220426096881493,0,0.0959929892567227,0,0,0,-0.00434644928999461,-0.00395627111534937,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029471659020224,0,0,0,0,0,0,0.102339925997631,0,0,0,0,0,0.108391699396742,0,0.124390145846226,0.00460750260751689,0,0,0.153972663212454,0,0,0,0,0,0,0,0,0,0.0482176310626569,0.0182298421169685,0,0,0.00693783801212463,0,0,0,0.0132125214528076,-0.0341158716385353,0,0,0,0,0,0
X601991.SH,0,0,0,0.0286252964551097,0,0,0,0,0,0,0,0,0,0,0,0,0.0547408373658462,0,0.0635568792326212,0,0,0,0,0,0,0.0192948999406679,0.140444230312747,0,0,0,0.019815267731908,0,0,0,0,0,0,0.131432687252296,0,0,0,0,0.0300419425260768,0,0,0,0,0.0094469115519789,0,0,-0.000716690285239721,-0.00289401611430672,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.112866668189207,0,0.31981623196447,0,0,0,0,0,0,0,0.0271840004164126,0,0,0,0,0.17420945499845,0,0,0.152694935751075,0,0,0,0,0,0,0,0,0.0700573681750848,0,0.138312789363665,0,0,0,0,0,0.120304607549971,-0.00542921281430201,0,0,0,-0.0540431702913396,0,0,0,0,0,-0.0940633384940568
X600111.SH,0,0,0,0,0,0,0,0,0.00991709304821136,0,0,0,0,0,0.0500292376284401,0,0,0,0,0,0.0199023771905599,0,0.00109062335655727,0,0,0.0197401653826988,0.0340495960325891,0,0,0,0.0860619846594005,0,0,0,0,0,0,0,0,0,0.0368237942704498,0.279836801125,0,0,0,0,0,0.0805457477017639,0,0,-0.0118594976710917,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168388604272939,0,0,0,0,0,-0.0406259199497915,0.0182385825482536,0,0.0902897984545993,0,0,0.070732697036929,0,0,0,0,0,0,0,0,0,0,-0.0587445813833455,0,0,0,0,0,0.0251433790829682,0,0,0.134304889839862,0.00689821188125602,0,0.0642485151522872,0,0.00567251569853327,0.0102129270292094,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.149025729855752,0,0,0,0,0,0,0,0,0,0.135155991548837,0,0,0,0,-0.0221860171164934,-0.0428806668348363,0,0,0,0,0,0,0,0,-0.0702282354972476,0,0,0.241902657609252,0,0.143563600092605,0.116273552295166,0,0,0,0,0,0,-0.0359134056733661,0.0569021787474235,0,0,0,0,0,0,0,0.028770158391873,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0345685662507154,0,0.0659769863134919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912585388083507,0,0,0,0.127109087775739,0,0,0,0,0,0.127798746946422,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0525127392833664,0,0,0,0.0850635108886684,0.0765580832220195,0,0,-0.00436395203066375,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.022645439629885,0,0.265851555339726,-0.124666391891412,0,0,0,0,0,0,0,0,0.162671080804813,0,0,0,-0.227803149001323,0,0,0,0,0.176980981487322,0.0183030087120661,0,0,0,0,0,0,0,0,0,0,0,-0.0664520758950226,0.133791752005812,0,-5.42101086242752e-20,0,1.0842021724855e-19,0.0552953414003925,0,-0.0132847449188583,0.0252283336412538,0,0,0,0,0,0
