,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600886.SH,X600019.SH,X600795.SH,X601898.SH,X601991.SH,X601600.SH,X600027.SH,X600688.SH,X002075.SZ,X600111.SH,X600157.SH,X600362.SH,X600583.SH,X600188.SH,X601158.SH,X600309.SH,X601992.SH,X000539.SZ,X000027.SZ,X000898.SZ,X000709.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X000792.SZ,X600022.SH,X002470.SZ,X000629.SZ,X600863.SH,X600098.SH,X600307.SH,X600578.SH,X600489.SH,X601918.SH,X600612.SH,X600808.SH,X600623.SH,X000825.SZ,X600547.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.750897171019138,0.086805918159003,0,0,0,0,0,0,0,0,-0.0337454500043439,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0771189722605641,0,0,0,0,0,0,0,0,0,0,0,-0.00302859901836187,0,0,0,0,0,0.0437170666152661,0,0,0,0,0,0,0,-0.00328340848646098,-0.00954370192654619,0,0.0329067217492975,0,0,0,0
X600028.SH,0.318244743925652,0,0.000275129520649324,0.0660812278302099,0,0.222315320110892,0,0.0521333527619071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0984734992885919,0,0,0,0,0,0,0,0,0,0,0.0440978588399792,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.262938743997338,0.252201189107123,0,0.162678157512365,0,0,0.0700737161803458,0,0,0,0,0,0,0,2.77555756156289e-17,0.0275625444613758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150457372469809,0,0,-0.0239216127848787,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.00434748364845635,0,0,0,0,0,0
X600011.SH,0,0,0.079351229435514,0,0,0,0,0,0,0,0.384194831607247,0,0.387052249474461,0,0,0,0,0,0,0.0751173798791226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409402544572108,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103836078558035,0,0.156959879819825,0.0350384289086832,0,0,0,0,0,0,0,0,0.12439656220433,0,0,0,0,0,0,0,0,0,0.0969829116034666,0,0,0.0513715509655157,0,0,1.73472347597681e-18,0,0,-1.69993417685975e-05,0,0,0,0,0,0,0
X600585.SH,0,0.00610895584713848,0.074472239539665,0.0356624732333977,0,0,0,0.103892583454642,0.077620296107844,0,8.67361737988404e-19,0,-8.67361737988404e-19,0,0,0,0,0,0,0.069235678804273,8.67361737988404e-19,0.175444805788114,0,0,0,0,0,0,0,0,0.19015382467221,0,0,0.0184537352836018,0,0,0,0,0.0128088479879986,0,0,0,0,0,0,0,0,0,-0.00484915510381301,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.00977210635632935,0.227829337720664,0,-4.33680868994202e-19,0,0,0,0,0.172084818372279,0,0,0.108401485157866,0.0729034840627554,0,0,0,0,0.0655953550753019,0,0,0.014593792011963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463968547465374,0,0,0,0,0,0,0,0,0,0,0,-0.00981225461340686,-0.0172849083951602,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.079571273606091,0.181915744186767,0,0,0,0,0,0.012693761844847,0,0,0,0,0.0975389377963493,0,0.0646359533252335,0,0,0,0,0,0,0,0,0,0,0.14903112304995,0,0,0.243226737661265,0,0,0,0,0.0157558959858279,0,0.0302912174300722,0,0,-0.00539735589005669,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.174311893217895,0,0,0,0,0,0,-6.93889390390723e-18,0,0.00880867372136682,0.0694042455833253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18923788120843,0,0,0.0685102413112385,0,0,0,0,0,0.000604195665332407,0,0,0,0,0,0
X601991.SH,0,0,0.0081033569835588,0.163532083365468,0.0668675216319395,0,0,0.00652030465792498,0.000637448884503127,1.73472347597681e-18,0,0,0.161515220250885,0,0,0,0,0,0,0.177155191128962,0,0,0.110657286149094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12558963791656,0.0652391649706694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
