,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X000877.SZ,X600027.SH,X600362.SH,X600795.SH,X002271.SZ,X601991.SH,X600803.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X002409.SZ,X000539.SZ,X600160.SH,X000629.SZ,X300037.SZ,X600995.SH,X000408.SZ,X600219.SH,X000932.SZ,X600612.SH,X002080.SZ,X600688.SH,X600378.SH,X000027.SZ,X000723.SZ,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.738919541150413,0,0,0,0,0,0,0,0,0,0,0,0.0664317699889753,0,0,0,0,0,0,-0.048395876781309,-0.132972402015742,0.0429885299396296,0,0,0,0,0,0,0.00909733073506973,0,0,0.0477597443508812,0,-0.045359451101918,0,0.110035321399438,0,0,0,0,0,0,0.335065305643394,0.0299167644263517,0,0,0,0.0327063489017449,0,0,0.0268654421726033,0,0,-0.203252357195464,0,0,0,0
X600028.SH,0.737758415012972,0,0,0,0,0.0135780708530676,0.0617657846120811,0.035393256593478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141995311696181,-0.0146866430647608,0,0,0,-0.0554256322310655,0,0,0,0,0,-0.0120469340261423,0,0,-0.0557243933965761,0,0,0,0.0142127300620429,0,0,0,0,0,0,0
X601088.SH,0.14927576390239,0,0,0,0.157761406968691,0,0.0518568432961709,0,0,0.212328989388193,0,0,0,0.0196763246911438,0,0.0488087546670758,0,0,0,0,0,0,0,0,0,0,0,0,0.00590653839714574,0,0,0,0,0.069847133313526,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0255376916750566,0,-0.0284641010387238,0,0,0.0199879906877243,-0.015066054185915,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.16508405249714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340138758333179,0,-0.00944523701482481,0,0,0,0,0,0.0163987923066101,0,0,0,0.115953538740641,0,0.0442044844701739,0,0.0388630687789796,-0.0586122489562005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183299473166344,-0.024309893571725,0,0,0,0,0,0
X600188.SH,0,0,0.266561006107392,0,0,0,0,0,0,0.256875167050924,0,0,0,0.448614936162015,0,-0.133661938293192,0,0,0.149602465420759,0,0,0,-0.0214072139680054,0,0,0,0,0,0,-0.373182923744746,0.341298715805879,0,0.0391813009453224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189335905308788,-0.168141016585365,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0809001730513043,0,0,0,-0.0463499005283266,0,6.93889390390723e-18,0.143102287805963,0,0,0,0.316080010234912,0,0,0,0,0,0,0.439963707714633,0,0.347777009055673,0,0,0,0,0.121536504028343,0,0,0,-0.302473157233876,0,0,-0.0696116293962099,0,-0.0232473053582631,0,-0.170008173211957,0,0,0,0,0,0,0.10371886182905,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0849401862631834,0,0,0.0679557897894275,0,0,0.108576533550105,0,0,0,0,0,0.0580283531625227,0,0,0,0,0,0,0.0869459782198642,0,-1.0842021724855e-19,0.0392813688922967,0,0,0,0,0,0,0,0,0.102481252619769,0,0.0116311927171746,0,0,0,-0.105528247509695,0.00872402349823519,0,0,0,-0.0544259860109498,0,0,0,0,0,0,0,0.0402938848699926,0.0512722303774367,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.169163473276399,0,0,0,0.0669190591952025,0,0,0,0,0,0,0,0,0,0.0599471091312194,0,-0.0253274596306359,0,0,-0.00133852837036284,0,0,0,0,0,0.129529883578615,0,0,0,0,-0.087196561350068,0.130399204027109,0,0,0.0994405151226901,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.00795501172676725,-0.0709315203970585,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.508108629026771,0,0.051015148548156,0,0,0,0,0,0,0,0,0.135718739121103,0,0,0,0,0,0,0,-0.0527061127636277,0,0,0,0,0.00172591496986167,0,0.0302255173606641,0.0760154871437031,0,0,0.161758342423935,0,0,-0.0147463615631897,0,0,0,0,0,0,0.248006362937807,0.0221862689119096,0.0062371256371486,0,0,0,0,0,0
X601898.SH,0.122095674517093,0,0.0532167928133923,0,0.28581273366854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235603629515203,0,-0.0378209806416385,0,0,0,0,0,0.0490883458316317,0,0.275404816220729,0,0,0.106518151302431,0.0164184331927095,-0.101695475330852,0,0,-0.06479522305602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256809319841278,0,0,0,0,0,0
