,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000898.SZ,X000883.SZ,X000709.SZ,X600021.SH,X600352.SH,X600660.SH,X002470.SZ,X000792.SZ,X600489.SH,X600098.SH,X600863.SH,X600307.SH,X600623.SH,X600547.SH,X600022.SH,X002353.SZ,X000629.SZ,X300072.SZ,X000060.SZ,X600578.SH,X600808.SH,X601918.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.776371198250972,0,0,0,0,0,0,0,0,0,0.0450645275392772,0,0,0,0,0,0,0,0,-0.0605223683327934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.00269467193963381,0,0,-0.0223333355194184,0,0,0,0,0,0,0
X600028.SH,0.296580840901276,0,0.067270976951542,0,0,0.20111695986458,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.011962642873681,0,0,0,0,0,0,0,0.0604333949783411,0,0,0.0792862316833689,0.00263761199677188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859821244647463,0,0,-0.0444545928842202,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.130451698615902,0.274331510182639,0,0.17013786722915,0,0,0,0,0,0,0,0,0,0,0,0.0785397367560339,0,0,0,0,0,0,0,0,0,0,0,0.102629762906194,0,0,0,0,0,0,0,0,0,-0.0594075667362966,0.0227471589174357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.0647086384722258,0,0,0,0,0,0,0,0.428939580194202,0.00711687730184967,0.13828378632255,0,0,0,0,0.0382807146690958,0,0,0.162678787300001,0,0,0.0975116049835066,0,0,0,0,0,0,0,0,0,-0.0480120781113092,0,0,0,0,0,0,0,0,0,0,0,-0.00696933727125795,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.194668372509441,0,0,0,0.0477952139686027,0,0,0,0,0,0.198508031857624,0,0,0.0446622569118987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565395366331323,0.141079849934361,0,0.0280899062533895,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113363131231126,0,0,0.0142409595942401,0,0,0,0.431114257969306,0,0,0,0,0,0.12657143044638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372108888522367,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.200675315042507,0,0,0,0,0.192130705769707,0,0,0,0.0879464225396318,0,0,-3.46944695195361e-18,0,0.0568562116397892,0,0,0,0,0.0251988244434268,0,0.105361237500373,0.0122686919913405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634818820968569,0,0,0,0,0,-0.057358357424942,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0704070849608595,0,0,0,0,0.477374519448332,0,0.0758179403750693,0,0,0,0,0,0,0,0.273392161822111,0,0,0,-6.93889390390723e-18,0,0,0,0.0680151878867512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162584399073691,0,0,-0.0732406516426021,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.00358454412889046,0,0,0.205812896073774,0,0.0405710674676102,0,0,0,0.095062439667458,0,0,0,0.141725873476193,0.107722071276783,0,0.0132645097023962,0,0,0,0.0160360018863803,0,0,0,0,0.0103683772139479,0,0.0753529636197601,0,0.0177968376132375,0,0,0,0,0,0,0.162762452395058,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.249327399204916,0,0,0,0,0,0,0,0,0,0,0,0.0918806228702522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216574420577989,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.181836963126151,0,0,0,0,0,0,0,0,0
