,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600660.SH,X600188.SH,X000877.SZ,X000301.SZ,X002271.SZ,X000708.SZ,X600011.SH,X601600.SH,X600547.SH,X600362.SH,X601898.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X600219.SH,X000408.SZ,X300073.SZ,X600688.SH,X002326.SZ,X300037.SZ,X601991.SH,X600516.SH,X000786.SZ,X600399.SH,X600795.SH,X000831.SZ,X600141.SH,X600096.SH,X600352.SH,X600489.SH,X000825.SZ,X000155.SZ,X600486.SH,X600157.SH,X600295.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0414314795017994,0,0,0,0,0,0.0825037427065586,0,0.0717255883003833,0,0,0,0,0,0,0,0,0,0.0276755396461454,0,0,0,0,0.0490775636295794,0,0.126144894226806,0,0,0,0.0065377609104898,0,0,0,0,0,0.0083530748435342,0,0,0,0,0,0,0.128496881988555,0,0,-0.0246889736027954,0,0,0,0,-0.0896330395753344,0,0
X600028.SH,0.143299119339941,0,0,0,0,0,0,-0.00185952021002362,0,0.149232188978237,0,0,0.0888156567728503,0,0,0,0,0.0219867403120218,0,0,0,0,0,0,0,0,0,0.0248334660705398,0,0,-0.0204773661373816,0.0889107853194415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384792801591322,0.0808158312167097,0,0,0,-0.0106896508308057,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.181742875092648,0,0,0,0.10721457952496,0,0,0,0,0.426270791445691,0.100668894971805,0,0,0,0,0.0472236113511157,0.0234406714312896,-0.040264653671755,0,0,-0.0214436702854487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881038163847983,0,0,0,0.015319790356928,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0424867421484353,0,0,0,0,0,0,0.0298068841971964,0,-0.0248690889613339,0.0591392625458006,0,0,0,0,0,0.151616779476779,0.0924916451797525,0,0,0,0,0,0,-0.0739983868208223,0,0,0,0,0,0,0,-0.0913656178882552,0.0140372029507042,0,0,0,0,0,0,-0.0333916216257977,0,0,0,0.0326547263773845,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.465361773395682,0.100604978545829,0,0,0.0385316845674233,-0.0948777879939059,-0.0663077861306201,0.0309811983091724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090721229744878,0,0,0,0.0372114591961632,0,0,0.157798175782604,0,0,0,0,0,0,0,0,0,0,0,0.00666947165917112,0,0,0,0,0,0
X600585.SH,-0.0145581814082805,0,0,0,-0.0119947055483094,0,0,0,0,0,0,0,0.0976231798884132,0.445954882909057,0,0.207686795626207,0,-0.0695509738028628,0,0,0,0,0.109873862551513,0.0383818154490538,0,0,0,0,0,0.0516293039400738,0,0,0,0,0,0,0.0867365594403774,0,0,-0.0159322861228155,-0.164333991252178,0,0,0,0,0.0891122617313708,0,0,0,0.0135909389475178,0,-0.00975093882677432,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.158609811578247,0,0,0.427855803181775,0,0,0,0,0,0,0,0,-0.0251781867919537,0,0,0,0,0,0,0,0,0,0.156399133977817,6.93889390390723e-18,0,0.00492204777579623,0,0,0.0541830436851924,0,0.237993109372426,0.0427377387680853,0.107927745635793,0,-0.0415719954980739,0,0,0,0,0,0,-0.159170151595218,0,0,0,0.0111985156884445,0,0,0,-0.0829948261501136,0,0
X002466.SZ,0,0,0,0,0.513552186961003,0,0,0,0,0,0.1313817787783,0,0,0,0.0124268905269854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032089850525163,0.169163527638581,0.0110018024780109,0,0,0,0,0,0,0,0,0.0719758205046574,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.00579399678373908,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.00689701891489874,0,0,0.0587319724350305,0,0,0.151728759401617,0,0,0,0,0,0,0,-0.191414529175485,0,0,0,0,0,0,0,0,0,0,0,0,0.306717998330232,0,0,0,0.0298497151111773,0,0,0,0.028214269595867,0,0.057097495893049,0,0,-0.0631140949846857,0.319906113195154,0,0,0,0,0,-0.019849446509104,-4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0664747420702124,0,3.46944695195361e-18,0.133607486038993,0,0,0.181826544023208,0,0,0,0.105005043667349,0,0,0,0,0,0,0,0,0.0729625128151073,0,-0.0110649840852571,0,0,0,0.0662602780676021,0,0,0,0,0,-0.000933736040143493,0,0,0.273132445939052,0,0,0.0181326732801635,0,0,0,0.00359163684230579,0,0,0,0,0,0,0
