,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600011.SH,X600886.SH,X600547.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X002460.SZ,X600362.SH,X002466.SZ,X000708.SZ,X600489.SH,X600160.SH,X600803.SH,X600027.SH,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X000983.SZ,X000408.SZ,X002128.SZ,X601699.SH,X600176.SH,X000877.SZ,X000630.SZ,X601168.SH,X000933.SZ,X600096.SH,X600985.SH,X600157.SH,X002353.SZ,X600378.SH,X000831.SZ,X002271.SZ,X600995.SH,X300037.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.53433766030616,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.02634529473449,0,0,0,0.299972560225042,0,0,0,-0.00589707062851273,0,0,0,0,0,0,0.0158045133144453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24517745262304,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0
X601088.SH,0.0342008758438711,0,0,-0.0398336316043942,0.356533682708726,0,0,0,0.0175482342585311,-0.0161980707661786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401654857156239,0,0,0,0,0,0,0,0,0,0,0.158006324592764,0,0,0,0,-0.0421568513429627,0,-0.012682589431693,0,0,0,-0.01495579273836,0,0,0,-0.0237254212091498,0,0
X600028.SH,0.523832876556464,0,0,0,0.109259849400336,0.0921872907971682,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323022755398932,0.0420423936979135,0,0,0,0,0,0.234698587303635,0,0,0,0,0,0,-0.0457429601217765,0,0,0.0117687843862757,0,-0.0595404810197506,0,0,0,0,0,0,0,0,0,0,-0.0959925565016466,0,-0.0201444237353939,0,0,0,0,4.33680868994202e-19,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267030807869947,0,0.0395138722641682,0.298984341144452,0,0,0.0839392270378166,0,0,0,0,0,0,0.16677426527658,0,0,0,0,0.024476238526654,0.0589193304925055,0.0653636785551334,0,0,0,0,0.0256357894431818,0,0,0.0126381974217114,0.0192194598562048,0,-1.73472347597681e-18,0,0,-0.0701030131209851,0,0,0,0,0,0,0
X601898.SH,0.0354968111981045,0.171869039123476,0.206078949503508,0,0,0,0,0,-8.67361737988404e-19,0.0608598871126535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147197741809956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574395194481803,0,0,0,0,0,0,0,0,0,0,0,-0.0975909728133511,0,0,0,0
X600188.SH,0,0,0,0,0.104814401804063,0,0,0,0,0,0,0,0,-0.181898955362263,0,0,0,0,0,0,0,0,0,0,0.0566865566978351,0,0,0,0,0,0,0,0,0,0.588033644847731,0,0,0,0,0,0,0,0,0,0.319485654782977,0,0.0456361012822715,0,0,0,0,0.00238604505879084,0,0.17599851820658,0,0,-0.00804194030898696,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.296227648784283,0,0.154598518358868,0,0,0,0,0,0,0,0,0,0,0,0.011933307310662,0,0,0,0.044620192752655,0,0,0,0.0373941222517499,0,0,0,-4.33680868994202e-19,-0.0285330536425667,0.307908045985299,-0.0579051345311353,0,-0.0193747956989566,0,0,0,0,0.0372303717181411,0,0
X600019.SH,0.213866863284875,0,0,0,0,0,0,0,0.158369781231379,0,0,0,0,0,0.0284167593844492,0,0,0,0,0,0.15580644613754,0.0342402837735327,0,0.0298341886684893,0,0,0,0,0,0.097471533073383,0,0,0,0,0,0,0.013548660554049,0,0,0,0,0,0.106825769540694,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00579707772404127,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625473457344065,0,0,0,0,0,0,0,0,0.125990111281716,3.46944695195361e-18,0.418059523325396,0,0,0.247527201332336,0,0,0,-0.233146527957397,0,0,0.181564565152259,0,0,0,0,0,0,-0.0616612189436459,0,0,0,0,0.027697046961073,-0.00393217413573417,0,0,0,0.200464629399169,0,0
X600585.SH,0,0,0,0,0.171266865512751,0,0,0,0,0,0,0,0,0.163963182148465,0,0,0,0.00336710756863484,0,0,0,0,0,0.00349159197411896,0,0,0.133476821087832,0,0,0,0,0,0.060024614032348,0,0,0,0.28266400434817,0,0,0,0,0.0161683542154137,-0.026576967358749,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032129940729508,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0250008529500067,0,0,0.0617907122694318,0,0,0,0,0,0,0,0,0.131574627184033,0,0,0,0.404978296179152,0,0.159092209883318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435941052533449,0,0.0256408830393299,0,0.00381514320268861,0,0,0,0,-0.0204833393187099,0.0282145698466894,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498260735679664,-0.103437796489263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495067913741976,0,0,-0.02147915237642,0,0,0.0594107170691764,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0865225315043703,0,0,0.0323112488478048,0,0,0,0,-0.0367974394727316,0,0,0,0.0359858740700264,0,0,0,0.729245298713327,0,0.0589980082260474,0,0,0,0,0,0,0,0,0,-0.0322996977654424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128994250559118,0.0183907377107745,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117095816220816,0,0,0,0,0.0900545967050468,0.0144093418383228,0,0.0685160419381847,0,0,0.105243855003491,0,0,0.194995505475552,0,0.038521270791846,0,0,-0.0462819595680191,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0123334280692703,0,0.221466261470462,0,0,0,0.0652388590404553,0,0,0,0,0,0
X600010.SH,0.0856210242298088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300478232676212,0,0,0,0,0,0,0,0.0261885376157578,0,0.115580320674295,0,0,0,0,0,0,0,0,0,0,0.0836949523255534,0,0,0,0,0,0.108510917667894,0,0,0,0.121982506642866,0,0,0,0,-0.0285032598042136,0,0,0,0,0.0954921465956722,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989349511690576,0,0,0.0382109147597938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347579625254149,0,0,0,0,0,0.0262362569077939,0,0,0.509830197132877,0,0.213916853079994,0.0802045956063699,0,0,0,0.08014815367969,0,0,0,0.0342359643871338,0,0
X600795.SH,0,0,0.195359162912518,0,0,0,0,0,0.0689526319416784,0,0,0.258441650031104,0,0,0,0,0,-0.0273981334843121,0,0,0,0,-0.102983663907089,0.0516025318194717,0.0258523582654733,0,0.113632057919311,0.0529897635808837,0,0,-0.0317985312395237,0,0,0,0,-0.0549933079545828,0,0,0,0,0,0,0.052848342152968,0,0,0,0,0.0315611015709878,0,0,0,-0.0648730088830981,0.0104307755238912,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.0335914801775146,0,0,0,0,0,0,0,0,0,0,0.145401637598879,0,0,0,0.357449284196815,0.0986256009962531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167627330905187,0,0.0201171503203671,-3.46944695195361e-18,0,0.293928375485507,0.129613177704962,0,0,0,0,0,0,-0.028880995820741,0,0
X600362.SH,0.207651042920786,0,0,0.127503077308116,0,0,0,6.93889390390723e-18,0.169203126180422,0,0,0,0,0,0,0,0,0,0,0.11300361958524,0,0.0375482185052698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654039438678761,0.0513507694165877,0.0793123884137619,0,0,0,0,0.0589441929292729,0,0,0,0.0627576661427708,0,0,0,0,0.00928307231040324,0,0,0,0.0307962836190343,0,0
