,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X600157.SH,X601991.SH,X300072.SZ,X600362.SH,X600027.SH,X601992.SH,X600309.SH,X600111.SH,X600886.SH,X600660.SH,X600489.SH,X000723.SZ,X600623.SH,X002466.SZ,X601158.SH,X600299.SH,X000792.SZ,X002075.SZ,X000408.SZ,X000959.SZ,X000709.SZ,X000898.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X601699.SH,X000630.SZ,X600021.SH,X000012.SZ,X600126.SH,X000060.SZ,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0243362839732079,0,0,0,0.022788530723271,0,0,0,0,0,0,0,0,0.00884800639777725,0,0,0,0.0351305939989472,0,0,0,0,0.0277359733691701,0.00367434578312829,0,0,0.0203237769934332,0.0393840315894333,0,0,-0.00681408079685363,0.00370101122803872,0,0.103857583148605,0,0,0,0.0547082265464495,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119732042411541,0,0,0,0,0,0
X600028.SH,0,0,0,0.106863434685486,0,0,0.158392857508532,-0.0267135807435149,0,0,0,0,0,0,0,0.0614817712576186,0,0,-0.0707873566757704,-0.0478438324056406,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0213023992590046,0.0809119471844743,0,0,0,0,0,0,-0.0450001768193568,0,0,0.0977500112225136,0,0,0.0118252436382503,0,8.67361737988404e-19,-0.0313436774583423,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-0.0608466838280226,0.187992574284112,0,0,0.0629821383403609,0,0,0,0,0.0477543410105727,0,0,0,0,0,0,0,0.0719193281967127,8.67361737988404e-19,0,0.029436381537222,0,0,0,0,-0.0014593306291213,0,0,0,0.0229594751487551,0,0,0,0,0,0.109337407877769,0,0,0.0229269449312939,0,-0.133362683851357,0.0767021622010889,0,0,0,0.0206410314737236,-0.0284847418952102,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0827959467582188,0,0,0,0,0.0246555815381644,0,0.0139700621231017,0,0,0,0.166925755906551,0,0,0,-8.67361737988404e-19,0,-0.0278052948374694,-0.17877654119801,0,-0.0641285835397353,0,-0.0195572102010105,0,0,0,0,0,0.164727561636985,0,0,0,0,0,0,0,-0.0445443578449862,0.0360909021321095,0,0.0654870433043666,0,-0.00628654237087184,0.0171241829180832,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115233897004003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409618855508771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0726556880791285,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0209502148973622,0,0,0,0,0.022625593195908,0,0,0,0.0325960586284877,0,0.0994386793486949,0,0,0,0,0,0,0,0.0941340485004666,0,0,0.0472456079126696,0,0,0,0.0808735934788826,0,0,0.0800053123274936,0,0,0,0,0,0,0,0.0243569354354047,0.120963510353217,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.031162284822173,0,0,0.288537890698858,0,0,0.0888613976612398,0,0,0,0,0.0385278809338471,0,0,0,0.122335775926277,0,0,0.111510004857513,0,0,0,0,0,0,0,-0.0959455872634352,4.33680868994202e-19,0.0284819994003295,0,0.0111127904678555,0,0,0,0.0961189765306898,0,0,0,0,0,0,0,0,0,0,0,0,0.133169377835684,0,0,0,0,0,0,0
X601898.SH,0,0,0.300496764059026,0,0,0,0,0,0,0,0,0,0,0,0,0.00172223621099085,0,0,0,0,0,0,0,0,0,0.102090812331975,0,0,0,0,0,0,0.0476250082354629,0,0,0,0.187225850495994,0,0,-0.0926823717124233,0,0,0,0.251857896529032,0.155403112192601,0,0,0.0722613667685092,0,0,0,0.0362328800181011,-0.10891554333658,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0921050589859561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165529092869689,0,0,0,1.01938439151669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544305450100299,0,0,0,-0.0994760059036342,-0.113379756527409,0,-0.0665792367331236,0,-0.0541904350337775,0.200061081208443,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155095554439861,0,0,0,0.0520591997904572,0,0,-0.0134880655093206,0,0,0.0611260466952548,0,0,0,0.0589012074905542,0,0,0.0446935497390515,0,0,-0.0289874943137936,0,0.184700861476693,0,0,0,0,0.052979230567545,0.0280517656752047,0.0208458433260927,0,0,0,0,0,0,0,0,0,0
