,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X601600.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600489.SH,X600111.SH,X600886.SH,X600623.SH,X601992.SH,X600309.SH,X600660.SH,X300072.SZ,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000723.SZ,X000408.SZ,X000709.SZ,X000883.SZ,X600352.SH,X600549.SH,X000898.SZ,X000983.SZ,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000630.SZ,X002460.SZ,X002407.SZ,X000060.SZ,X600021.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0448830175297622,0,0,0,0,0,0,0,0.0335318076870996,0,0,0,0,1.35525271560688e-20,0.0154262464663027,0,0,0,0,0,0,0,0,0,0,0,0,0.0357083186610481,0,0,0,0,0,0,0,0,0,0,0.102577102836748,0,0.00354464109340949,0,0,0.0178632424854612,0,0,0,-0.00662941745646758,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0511193354682058,-0.0376951986689964,0,0,0.0335730517237475,0,0,0,0,0,0,0,-4.33680868994202e-19,0.000183893092232859,0,0,0,0,0,0,0,0.0344937660685523,0,0,0.0660610354273277,0,0,0,0.0249215160648252,0,0.0482689308742338,0,0,-0.01160901158555,0.0396105458603196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.211326763484203,0,0,0,0,0.0480569564270264,0,0,0,0.112956121363054,0,0.0331064044903792,0,0,0,0,0,0.00769915230737634,0,0,0,0,0.000522904664283607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555744873728398,0,0,0,0,0,0,-2.16840434497101e-19,0.0540021600587086,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0738746043962874,0.00697722242818054,0,0,0,0,0,0,0.0924218290368932,0,0,0,0,0,0,0.0967068213553621,0,0,0.100302740442729,0,0,0,0,0.0198979804951389,0,0,0,0,0.161413745038962,0,0,0,0.00113728425022124,0,0.0553594665826422,0,0,-0.0486844358226462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.00260806903449373,0,0.131557310215431,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.522468074796784,0,0,0,0,0,0,0,0,0,0,-0.00226062369067995,0,0,0,0,0,0,-0.0336970359343387,0,0,0,0,-0.0584860014062701,0,0,0,0,0,0,0,0,0,-0.0180472529369568,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0319594420527441,0.1540216367002,0,0,0,0,0,0,0,0.109850288423601,0,0,0,0,0.00873664980824355,0,0,0.0950551989259184,0,0,0,-0.0228029514081075,0,0,0,0,-0.11543705586516,0,0,0,0,0,0.120682371057821,0.0570767946319495,0,0.0516799298422019,0,0,0,0,0,0.0133006494849554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0934414209558498,0,0,0,0,-0.0144386628129978,0,0,0,0,0,0,0,0,0.00122784483775191,0,0.0862831351313368,0,0,0,0.147093892979014,0.00711453385348853,0,0,0,0.0130112269864686,0,0,0,0.0163706893160882,0,0.0104861737084293,0.0158927822858209,0,0.118738483325313,0,0,0,0,0,0,0,0,0,0,0,0,0.0211181236129396,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0401303311279894,0,0,0.0484160817156448,0,0,0,0,0.0523654002863012,0,0.0611044429377707,0,0,0,0,0,0,0,0,0,0.0402210924183673,0,0,0.107584328042771,0.0951520034743562,0,0.162814138244631,0,0,0,0,0,0.0272501364814803,0,0.0492917972891872,0,0.022786685006913,0,0,-0.0152897001535322,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623440650687135,0,0,0.116298266939126,0,0,0,0,0,0,0,0,0.0507877464775803,0,0,0,0,0,0,0.0482902583384269,0,0.209463122108419,0,0,0.0252716586489762,0.138447917801514,0,0.0583972706195396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00673793207549581,0,0,0,0,0.494942633710105,0,0,0.14225350020763,0,0,0,0,0,0.0591100278584882,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0233543162894264,0,0,0,0,0.127102568394556,0,0,0.0878692355499879,0,0.0252325586639215,0,0,0,0,0,0,0
