,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002271.SZ,X600660.SH,X600886.SH,X002460.SZ,X601898.SH,X600010.SH,X600801.SH,X000786.SZ,X600362.SH,X601600.SH,X600489.SH,X600176.SH,X600352.SH,X600188.SH,X601991.SH,X600795.SH,X600111.SH,X600426.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X000932.SZ,X000301.SZ,X002080.SZ,X600219.SH,X002466.SZ,X002353.SZ,X600486.SH,X600529.SH,X002075.SZ,X000723.SZ,X600612.SH,X600315.SH,X000027.SZ,X601158.SH,X000898.SZ,X002250.SZ,X000883.SZ,X002409.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0480213897557913,0,0,0,0,0,0.0788884979407707,0,0.0657864376347687,0,0.0110273986955555,0,0,0,0,0,0,0,0,0,0,0,0.0766631052252615,0,0.0481447808201503,0,-0.0544968311915238,0,0.023210393049955,0,0,0,0,0,0,0,0,0,-0.0112605468715776,-0.00161613948161452,0.00770143796109571,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0242484461195342,0,0,0,0,0.0229754506009845,0,0,0,0,0,0,0,0,0,0,0,0,-0.0053282697082359,0,0,0,0,0,0,0,0,0.0934043611511216,0,0.031140625970046,0,-0.00183202125372205,0,0.115170014179817,0,0,0.015218919348933,0,0,0,0,0,0,0,-0.00139281403161636,0.0147119092439723,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0429727365198343,0,0,0,0,0.0354837966256737,0,0,0,0,0,0,0,0.0517098863236379,0,0,0,0.0917261834438043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210711651110601,0,0,0,0,0,0,0.102170781790515,0,0,0,0,0,0,0.022662236254947,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0647763291874923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244945398040688,0,0.120298154003764,0,0,0,0,0.0116376724997612,0,0,0,0,0,0,0,0,0.0312839908214722,0.0442010694635351,0,0,0,0,0,0.0427171050205161,0,0,0,0,0,0,0,0,0,0.0035879522853389,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.249120029897755,0,0,0,0,-0.00608048330061868,0,0.0234295047716875,0,0,0,-0.0695295661661625,0,0,0,0,0,0.109811051539155,0,0,0,0,0,0,0,0,0.0148306985883135,0.129418722041705,0,0,-0.0530307311688891,0,0,0.109325324082087,0,0,0,0.11068755025767,0,0,0,0,0.0192267109289082,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0291231468171909,0,0,0,0,0,0,0,0,0,0,0,0.0150556969148018,0,0,0.48371191992411,0,0,0,0,0,0.0899168827669153,0.00773676486753224,0,0,0.0896703545239864,0,0,0,0.0203360874496841,0.0296929929711272,0,0,0,0,0,0,0.157518513597081,0,0,0,0,0,0,0,0,0,0,-0.00609185482680048,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0968906961123033,0,0,0,0,0,0,0,0,0,0,0.100068403957796,0,0.0363157558775628,0,0,0,0.0118475851428727,0,0,0.0582895525667832,0,0,0,0.120328430893487,0,0,0,-0.0375876319649932,0,0,-0.026799115034638,0,0.110959545243528,0,0,0,0,0,0,0,0.10503756073891,0,0,-0.0214903702161535,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.114896212415514,0,0,0,0,0,0,0,0.221765796268624,0,0,0,0,0,0,0,0,0,-0.0892560487369818,0.816823344677233,0,0,0,0,-0.0562770425187976,-1.73472347597681e-18,0,0.0532948694665045,0,0,0,0.183284304363974,0,0,0,0,0,0,0,0,0,0,0,0.0513185398525058,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255550497404728,0.00828731525433361,-0.0132906746812212,0,0,0,0,0.12064807967338,-0.0455197325709594,0,0,0.0369728617868012,0,0,0,0,0,0,0.10758609274894,0,0,0,0.272261825924788,0,0,0,0,0,0,0,0,0,0,0,0.0041173793118327,0,0.0934955823131506,0,0,0,0
X002271.SZ,0,0,0,0,0.044396043266313,0,0,0,0,0,0.165148730864921,0,0,0,0,0,0,0,0,0.00562284661268395,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188984016617882,0,0,0,0.223125386133805,0,0.186921040396517,0,0,0.0262627665480872,0.00480712464089388,0,0,0,0,0,0
