,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X601600.SH,X600019.SH,X600660.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X002466.SZ,X000786.SZ,X600160.SH,X000301.SZ,X601991.SH,X000807.SZ,X600219.SH,X600426.SH,X000983.SZ,X601699.SH,X600985.SH,X000630.SZ,X601168.SH,X000408.SZ,X600176.SH,X000933.SZ,X002128.SZ,X600096.SH,X000877.SZ,X002353.SZ,X002271.SZ,X600352.SH,X000883.SZ,X600378.SH,X000027.SZ,X600995.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.204681286199371,0,0.00892346781563203,0,0.164052919566807,0,0,0,0,0,0,0,0.145152940299059,0,0,0,0.300604881233581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083344304724852,0,0,0,0,0,0,0,0.203544538262258,-0.0297453559612752,0,0,0,0,0,0,0,0.0125878647773687,0,0,0,0,0,0,0
X601088.SH,0.0533497772663203,0,0,0,0.28797558864462,0,0,0.0181299032995627,0,0,0,0,0,0,0.0342379206001846,0,0,0,0,0,-0.0400050729771948,0,0,-0.0231229583663494,0,0,0,0,0,0,0,0,0,0.151671883523649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254025382226301,-0.0236702922737944,0,0,0,0,0
X600028.SH,0.467492482437476,0.0832277344657437,0,0,0.180514945634113,0.0178597614872174,0,0,0,0,0,0,0,0,0.082178719339197,0,0,0,0,0,0,0,0,-0.0790431571621047,0,0,0,0,0,0,0,0,0,0,0,-0.105539362843433,0,0,-0.0291956681293316,0,0,0.00810850089099973,0,0,0,0,0,0.0503593126732778,0,0,0,0,0.029422262739287,0.11861070621244,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0377657566401513,0,0,0,0,0,0,0,0,0,0,0,0.15773517947127,0.000610416739030062,0,0,0.0201405900621895,0,0,0,0,0,0.353332359576072,0,0,0,0,0,0,0,0,0.133974138231087,0,0,0.236186304637441,0.0253228585620317,0,0,0,0,0,0,0,-0.119713846559977,-0.0305672109904139,0,0,0,0,0,0
X601898.SH,0,0.682848407073176,0,0,0,0.153019974805999,0,0,0,0,0,0,0,0,0,0,0,0,0.0799845655866806,0,0,0.0629160902515939,0,0,0,0.00401399255612061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298073461255236,0,0,0,0,0,0.0456941698564359,-0.0556124913548596,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.113274457451902,0,0.108066217867455,0,0,0,0,0,0,-0.106749007890077,8.67361737988404e-19,0,0,0,0,0,0,0,0.100992572321038,0,0,0,0,0,0,0.00836333343785829,0,0,0.646112208607256,0.0804866884034531,0,0,0,0,-0.0593575045469577,0,-0.119148618311442,0,0,0,0,0,0.106615415094784,0.156054573421576,0,0,0,0.00983225134980554,0,0.187786733577102,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296752845780407,0,0,0,0,0,-0.0223741383903329,0,0,0,0,0,0,0,0.405654316171016,0,0,0,0,0,0,0.480857797398752,0,0,0,0,0,0,0,-0.0459919663344215,0,0.299949975991287,0,0,0,0,0,-0.0800426508247117,0,0,0,0,0,0,0
X600019.SH,1.73472347597681e-18,0,0.290472106157884,0,0,0,0,0,0,0,0,0,0.0175420196746404,0,0,0,0.0952165615767601,0,0.0933391015973846,0.358033759928893,0,0,0,0,0,0,0.0623711434498702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128744652855698,0,0,0,0,0,0
X600660.SH,0,0,0,0.179236138191461,0,0,0.176192680638097,0,0,0,0,0,0,0,0,0,0,0.0968068525212036,0,-0.202384760853639,0,0,0,0,0.21547699973471,0.0277717256688322,0,0,0,0,0,0,0,0,0,-0.167137138224084,0,0,0,0,0,-0.373753425086815,0,0.227194224481637,-0.0103858508700282,0,0,0,0,0,0.223824026857066,0,-0.0422638071600599,-0.139473992738001,0,0,0,0,0
X600585.SH,0,0,0,0,0.0728028425441881,0,0,0.128410522451324,0,0,0,0,0,0.0781210817211097,0,0,0,0,0,0,0,0.0190220016301957,0,0,0.084005122957121,0,0.128832075026433,0,0,0,0,0,0,0.071151039218021,0,0,0,0,0,0,0,0.222236399801571,0,0,0,0,0,0,0,0,0,0.0967850920768956,-0.0145172221948201,0,0,0,0,0,0
