,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X000877.SZ,X002271.SZ,X601600.SH,X600010.SH,X601898.SH,X600660.SH,X000708.SZ,X000301.SZ,X600547.SH,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X601699.SH,X600219.SH,X000786.SZ,X000807.SZ,X600795.SH,X600803.SH,X601991.SH,X002353.SZ,X600096.SH,X002080.SZ,X300073.SZ,X000630.SZ,X600688.SH,X600157.SH,X000825.SZ,X600801.SH,X600489.SH,X600141.SH,X600160.SH,X000932.SZ,X600027.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0837250875382129,0,0,0,0,0,0,0,0.0256775583641003,0,0,0,0,0,0,0.0402293898849518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324359474811414,0,0,0,0,0,0,0,0,0.14789648910656,0,0,0.242036817492638,-3.46944695195361e-18,0.013048814011619,0,0,0,0.129169758159659,-0.0449491884810731,0,-0.025848981081468,0,0,0,0.0276721420391113,0,0
X601088.SH,0.103640472814462,0,0,0,0,0,0.0720731632355601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234681572719712,0,0.258236411071977,0,0,0,0,0,0,0,0,-0.00870244353122708,-0.122099798390761,-0.145021899486654,0,0,0,0,0,0,0,0,0,0.0769132936136655,0,-0.0995790230828779,0.129106507297406,0,0,0,0.0159718279320516,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0609558681675134,0,0,-0.0226965523367185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491790088884791,0,0,0,0,0,0,0,0,0,0,0,0,0.0749197461948262,0.181647887866286,0,0,0.0323603716600536,0,0,0,0,0,0,0,-0.0142225762600648,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179177104948231,0.202600564573356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240386154603783,0,0.147966211895078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00784363936510797,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170491735347569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10621314787707,0,0,0,0,0,0,0,0,0,0.0147528581694799,0,0.0109089168546542,0.476629577608389,0,0,0,0,0,0,0,0,0,0,0,0,0.00315730330000157,0,0
X002460.SZ,0,0,0,0,0,0,0.12951174282251,0,0,0,0.377949404172514,0,0,0,0,0,0,0,0,0,0.0296574195735393,0,0,0,0,-0.117927392614279,0,0.0869988730680288,0,0,0,0,0,0,-0.0453050636415911,0,0,0.254426398946614,0.215904112870319,0,0,-0.0458172481590522,-0.0202275608049125,0,0,0.138241707256342,0,0,0,0,0,-0.0242705040834251,-0.0160036988352768,0,0,0,0,0,0
X600188.SH,0,0.110117150144742,0,0,0,0.0916799830103878,0,0,0,0,0,0.0268550629379946,0,0.0511810559135018,0,0,0,0,0.0290357157607565,0.0197096066889381,0,0,0,0,0,0,0.465222076579611,0,0,0,0,0.0656114152675702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0875460036977277,0.113445685805785,0,0,0,-0.0669490800454593,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.432481058019586,0,0.279154597685885,-0.0462701999543079,0,0,0,0,-0.0252134820462611,0,0,0,0,0,0,0,0,0.331321050605735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107180590762577,0,0,0,0.123335097818528,0,0,0,0.00730444708631858,0.0160009854342247,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.171161870126329,0.0422364438593932,0,0,0,0.129084873726294,0,0,0,0,0.368967843994254,0,0,0,0.104195634825376,0,0,0,0,0,0.129049459593541,0,0,0,0,0,0.0944403132299516,0,0,0,0,0.056715083669849,0,0,0,0,0,0,0,0,0.0447049644391768,8.67361737988404e-19,0,0,0,0,0.0213105017073169,-0.0087969279722768,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0507989008626726,0,0,0,0,0.110568553002843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.212273353743678,0,0,0,0.316610734060738,0.0784714023722305,0,0,-0.00350621765597222,0,0,0,0,-0.0168853694705686,0,0
X002466.SZ,-0.423192023702792,0,0,0,0,0.722168755992662,0,0.140981184375505,-0.013974153019881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642518801567881,0.111062097688514,0,0,0,0,0,0,-0.0321600216144298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741913441094202,0,0.0543368912999592,-0.062686022092155,0,0,0,0.0084281960396968,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.215595807483794,0,0,0,0,0.0699086778838827,0.170870738839758,0,0,0,0,0,0,0,0,0,0,0.0205209687108998,0,0,-0.0936584429628684,0,0.103502807095726,0,0.611807341291042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642851607716264,0,0,-0.0899335909530944,0.0998502283540902,0,0,0,-0.0150934911293375,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,-0.078469500190168,0,0,0.00786786314084372,0,0.191164886125806,0,0,0,0,-0.0321509091420308,0,0,0,0.194677760446687,0,0,0.159989346450187,0,0,0,0,0,0,0.00794768722793325,0,0,0,0,-0.122733528186156,0,0.103267670198895,0,0.251737415840635,0,0.105196238685849,0,0,0,0,0,0,0.0125581390064209,0,0,0,0.0428969298766211,0,0
X002271.SZ,0,0,0,0,0,0,0.176082785738043,0,0,0,0,0,0,0,0,0,0,0,0.00293222581792297,0,0,0,0,0,0.3033790151683,0,0,0,0.0686118021060324,0,0.288907927136419,0,0,0.000945525118686055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171542464856702,0,-0.00731125290138208,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0597231661349797,0,0,0,0.103719424205702,0,0,0,0.0465516656927585,0,0,0,0,0,0,0,0,0,0.248675805811742,0,0.537772641807999,0,0,0,0,0,0,0,0,0,0,0.12726028921461,0,0,0,0,0,0,0,0,0,0.00941190477086183,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00522595587303987,0,0,0,0.304620886411458,0,0.192712374547943,0,0,0,0.106423896175981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156000405505195,0,0,0.170499873823693,0,0,0,0,0,0,0,0,0,0.03597891404591,0,0,0,0,0,0,0
X601898.SH,0,0.137124492661965,0,0,0,0,0.115962825147174,0,0,0,0,-0.0138392253980757,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239158531103249,0,0,0.148831014006551,0,0,0,0,0,0,0,0,0.115535235802822,0,0,0,0,0,0,0.131267382598208,0,0,0,0,0.0216933011837894,0,0,0,0,0,0
X600660.SH,-2.16840434497101e-19,0,0,0,0,0.0798312591390856,0,0,0.0255109382423876,0,0,0.0597295524604359,-0.102400137763336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192437792212507,0,0,0,0,0,0.115486027794554,0,0,0,0.244665027791157,0,-0.00446641638517962,0,0,0,0,0,-0.013157098180497,0,0,0,-0.0219092168170517,0,0,0.0387538116443839,0,0,0,0.144774000999435,0,0
X000708.SZ,0,0,0,0.166973625429446,0,0.0434628324809414,0,0,0,0.0867838395707077,0,0,0.080958205356898,0,0,0.181192482275804,0,0,0,0.120690903697872,0,0,0,0,0,0,0,0,0.0185142489519661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986335159886811,0,0,0,-0.0773009890202228,0.0366274436580532,0,0,0,-1.73472347597681e-18,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.101586530689834,0,0,0.0357267578168394,0,0,0,0.334232101611808,0,-2.77555756156289e-17,0.285330665083822,0,0,0,0,0,0,-0.176274520571265,0,-0.113759925906201,0,0,0,0,0,0,0,0.0245747406887432,0,0,0.138159105404538,0,0,0,0,0,0,0,0.343318632304401,0,0,0,0,0,0.00772421314037184,0,0,0,-0.120930540016516,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353191350336903,0,0,0,0,0,0,0,0,0,0,0,-0.025715951590222,0,0.123655116799111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57311452760365,0,0,0,0,0,0,1.73472347597681e-18,-0.0495775646289658,0,0,0,-0.0250993059111811,0,0
X600886.SH,0,0,0,0,0,0,0.0224399236559581,0,0,0,0,0,0,0.108167099706761,0,0,0,0,0,0.0779045182109839,-0.0326524248979082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336486795081399,0,-0.00140735626695738,0,0.00978317277562764,0,0,0,0,0,0,0,0,0,0.266127075404493,0,0,0,0.0195027906374658,0,0,0,-0.021231773342964,0,0
X600426.SH,0,0,0,0,0,0.0301422855007818,0.0323162461559452,0,0,0,-3.46944695195361e-18,0,0,0,0.0708899274003039,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.246431231536594,0,0,0,0,0,0,0,0,0,0.0431924155498856,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0335479571682225,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.0228391322715459,-0.0195420760173075,0,0,0.155386952930238,0,0,0,0,0,-0.0317238039133082,0,0.0872979194086589,0,0,0,0.108239764205051,0,0,0,0.130385706602859,0,0,0,0,0,0,0,0,0.277867135269615,0,0,0.127040265868155,0,0,0.0572371864313399,0,0,0,0,0,-0.00850431207565092,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.0971007616443925,0,0,0.115463549180052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123456592154052,0,0,0,0,0,0,0.109013564819477,0,0,0,0,0.0035804764406183,0.0541749313555589,0,0,0,0.189604557433557,0,0,0,0.0274495950683199,0,0,0,0,0.0343903368553928,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2569026061448,0,0,0,0,0,0,0,0,0.154616634466535,0,0,0,0.00408912704324953,0.163522883328961,0,0.105758402274789,0,0,-0.0450420915814383,0,0,0.0858859682027584,0,0,0,0,0,0,0.122408001012286,0,0,0,0,0.0605463188935471,0,0,0,0,-0.101520895336532,0,0
X000983.SZ,0,0.395733556026278,0,0,0,0,0.242648255352928,0,0.0883419852231046,0,0,0,0,0,0,0,0.0877000459471677,0,0,0,0,0,0,0,0,0.00847876828417796,0,-0.00438356908958667,0.299278379104621,0,0,0.0342273708146939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00498809225213699,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.489453964977038,0.0355415116093057,0,0.196655907698104,0.0542604090968569,0,0,0,0.0315791031584098,0,0,-0.0437646483057724,0,0.0396895884129341,0,-0.0635253317650826,0,0,0,0,0,0,0.06715493942338,0,0,0,0,0,-0.101454286566216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312386237495675,0.0366801411759769,0,0,0,0,0,0
X601699.SH,0,0.146770008952771,0,0,0,0,0,-4.33680868994202e-19,-0.120045002391684,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0106962259035339,0,0,0,0,0,0.00815091337694699,0.411632437923647,0,0,0,0,0.0674635441321716,0,0.18261827104275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137410143925936,0,0.121395064234245,0,-0.0170967995444353,-0.0204359170588727,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0.0666969216008102,0.0510159862431901,0,0,0,0,0.0763889710178639,0,0,0.321304284367002,0,0,0,0,0,0,0,0,0,0,0,0.204625436057467,0,0,0,0,0,0,0,0,0,-0.00334082270092938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992126154759437,-0.0181872926545094,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0.102819024310846,0,0,0,0.0536826772357734,0,0,0,0,0.686926675323049,0.0173656123221734,0,0,0,0.0467934060213319,0,0,0,0,0,0,0.236282819320763,0,0,-0.0576053035731507,0,0,0,0,0,0,0,0,0,-0.0424757197643405,0,0,0,0,0,0,0,0,0,0,0,0,0.033597496129863,-0.0399598164909604,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445660143260848,0,0,0,0,0,0,0,0,0,0,0.0526292431329688,0,0,0.165020477872544,0,0,0,0,0,0,0,0.19897167217042,0,0,0.293339747354709,0,0,0,0,0,0,0,0,0,0.0266926153370324,0,0,0,0,0,0,0.000286511210184711,0,0
