,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X002466.SZ,X601699.SH,X000708.SZ,X002460.SZ,X600010.SH,X000301.SZ,X600027.SH,X600362.SH,X000983.SZ,X600111.SH,X000877.SZ,X600803.SH,X600426.SH,X600489.SH,X000786.SZ,X601991.SH,X600985.SH,X600160.SH,X002271.SZ,X000630.SZ,X000408.SZ,X000932.SZ,X000933.SZ,X600176.SH,X000807.SZ,X600348.SH,X600612.SH,X601168.SH,X600219.SH,X002128.SZ,X300037.SZ,X600157.SH,X000027.SZ,X600096.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.186986663271799,0,0.0454741624555534,0,0,0,0,0,0,0,0.125258679889707,0,0,-0.162513560908481,-0.089744223537927,0,0.184713896123962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608345191823517,0,0.252653100721906,0,0,0,0,0.00717875063149303,0,0,0,0,0,0,0,0,0,0,0.00139414209355352,0,0,0.214126648650937,0,0,0,0
X601088.SH,0.0541357073990702,0,0,0,0.310744104401712,0.166638151018637,0,0.0779229287362459,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.231049051004698,0,0,0,0,0,0,0,0,0.0212663081023364,-0.027636011005452,0,0,0,0,0,0,0,0,0,0,0,0,0.0137214104489398,-0.0120324755653174,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.076146590946802,0,0,0,0.0137099177478838,-0.0735055695703962,0,0.120678864404331,0,0,0,-0.0377294773013721,-4.33680868994202e-19,0,0,0.0476902206718439,0,0,0,0,0,-0.19992011554828,0.128116640373592,0,0,0,0,0,0,0,-0.0324934462713587,0.390573276843515,0,0,0,0,0,0.13476987312009,0,0,0,0,0,0,0,0,-0.0109625243050501,0,0,0,0,-0.0261342227941169,0,0
X600309.SH,0.198265408840424,0,0,0,0.0712543746761766,0,0,0,0,0,0,0,0,0,0,0.0705365060972185,0,0,0,0,0,0,0.175652789938083,0,0,0,0.137644162946497,0,0,0,0,0,0.186900233175382,0,0,0,0,0.128954323469621,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,-0.0104174802320792,0,0,0,0,0,0,0
X600188.SH,0,0.1945530588119,0,0,0,0.12219184079565,0,0,0,0,0,0,0.0851380771965712,0,0,0,0.0706558918178555,0,0,0,0,1.73472347597681e-18,0.0532882950221246,0.24768081300048,0,0.14270009780873,0,0,0.0190563828017681,0,0,0,0,0,0,0,0,0,0,0,0.15996746266345,0,0,0,0,-0.00686052865524047,0,0,0,0,0,0.00163606767694695,-0.00822800855348825,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.397649897661517,0,0,0.018038276570834,0,0,0,0,0,0,0,0,0.0113050714183993,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0955011896673217,0,0,0,0.0648730294611433,0,0,0,0,0,0,0.218771471111295,0.0649311814965352,0,0,0,0,0,0,0,0,0.0679026956768353,0.00647410074676603,-0.0308604260423602,0.0905001526999599,0,0,0,0,0
X600019.SH,0,0,0,0,0.00752663754810056,0,0,0,0,0.075554280352251,0,0.031055687526578,0,0,0,0,0.0672206378816755,0,0.0826327902451654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157376772183286,0,0,0.313343346263478,0,0,0,0,0,0.122622192090439,0,0,0,0,0,0,0,0,0.00574792115122556,0,0,0,0,-0.0201290648511259,0,0
X600011.SH,0.166117053742134,0,0,0,0,0.146126637365361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337634534252804,0,0,0,0,0,0,0,0,0,0,0,-0.0103100531517989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105354769714048,0,0,0,0,-0.00218977448040333,0.0601817450920893,0,0,0,0,0
X600585.SH,0.141678556263867,0,0,0.0922870598432327,0,0,0,0,0,0,0,0.0525464935459782,0,0,0,0,0,0,0.122791026665376,0,0,0,0,0,0,0.030332549751444,0,0.0405730669557264,-0.11328831866091,0.0209435802920862,-0.0433832864194029,0,0,0.0387774618635951,0.0527030253031807,0,0,0.0493562174338964,0.0755349445160009,0,0,0,0,0,0,0,0,0,0,0,0,0.0114360496818741,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.15530127497895,0,0,0,0,0,0,0,0.164147780181606,0,0,0.0711339304861642,0,-0.0245542105190509,-0.00425560725842132,0,0,0,0,0,0,0,0,0,-0.0185271429332331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934563509874272,0,0,0,0,0.113068009163949,0,0.00330443370854005,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0173154507468778,0,0,0.0698339983027904,0,0,0,0,0,0,0,0,0.00878784298455681,0,0,0,0,0,0,0,0,0,0,0.125918990162593,-0.190321716017451,0,0,0,0,0,0,0,0,0,0,0,0.0700093186467506,0,0,0,0,0,0.0298342186379023,-0.00427963853933215,0.326091555206609,0,0,0,0,0
X601600.SH,0.218194957174039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864240396089794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897106244921769,0,0,0,0.104982001988438,0.101253552432756,0.0222501536677727,0,0,0,0.134035935986527,0,0,0.184454076469606,0,0,0,0,0,0,0,0,-0.00198265000590237,0,0,0,0,0,0,0
X600547.SH,0,0,0,0.0492863656282575,0.0288599513870018,0,0,0,0,0,0.0128570717279031,0.0134573553985769,0,0,0,0,0,0,0,0,0,0.00997344544925466,0,0,0,0,0,0,0.603946914676661,0,0,0,0,0,0,0,0,0,0,0,0,0.114157839260033,0,0,0,0,0,0,0,0,-0.0916687067596884,-0.00509765157718437,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.145549694733088,0.0314030645034134,0,0,0,0.393693065341273,0,0,0,0,0,0,0,0,0,0,0,0.0627738470744651,0,0,0,0,0.0104712402628804,0,0,0,0.152016338872992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158579116910473,-0.0193382643677606,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0352908228414822,0,0,0,0.0958373961633136,0,0,0,0,0,0,0,0,0.412255811284544,0.239120149848812,0,0,0,0,0,0,0,0,0,0,0.0380402646508785,0,0,0.0835069298649081,0,0,0,0,0,0,0,0,0,0,0,0.0024848335620332,0,0,0,0,0,0,0
X002466.SZ,0.025923753006486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870439001321006,0,0.226705914223811,0,0,0,0,0,-0.330835342378846,0,0,0,0,0,0,0.023239858037844,0,0.0703991659868234,0,0,0,0,0,0.0100966283273321,0,0,0,0,0,0,0,0,0.0325507413164125,-0.00648046937146694,-0.0177048100911483,0,0,0,0,0,0
