,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X000708.SZ,X600010.SH,X600547.SH,X000301.SZ,X002271.SZ,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600027.SH,X600803.SH,X601991.SH,X000983.SZ,X600995.SH,X000629.SZ,X000786.SZ,X600160.SH,X000408.SZ,X000723.SZ,X600096.SH,X600219.SH,X002080.SZ,X000807.SZ,X600489.SH,X600348.SH,X000933.SZ,X600378.SH,X600688.SH,X600157.SH,X600295.SH,X600141.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.599325654884973,0,0,0,0,0,0,0,0.182144136335266,0,0,0,0,0,0,0,0,0.0527472509261805,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.137177501644068,-0.0131144427851186,0,0,0,0,0,0,0.0580525422444655,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102571837601321,-0.0171439776580976,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.371222366015427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796523701525775,0.0677967460256799,0,0.146812612351633,0.0340008974132468,0.0387955703895296,0,0,0,0.0479187294131145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494042315548209,0,0.00396760410537052,0,0,0,0,0,0,0
X600028.SH,0.582718471615629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266831132715956,0.000647824358814423,0,0,0,0,0,0,0,0,0,0.0709479324489589,0.0554822733179854,0,0,0,0,0,0,0,0,0,0,0,0,0.0211679323715986,0.00666175267215882,0,-0.00935077452479055,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113480933324204,0,0,0,0,0,0.129938002489571,0,0,0.0918067168840744,0.0860596128889193,0.11247334557742,0,0,0.0231796204467972,0,0.232398408369197,0,0,0,0,0,0,0,0,-0.329638265667776,0,0,0,0,0,0,0,0,-0.00163070497774523,0,0,0,0,0,0,0
X600188.SH,0,0.69607568904414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330018032016443,-0.0912764823965715,0,0,0,0,-0.00209286668133007,0,0,0,0,0.0121682546095702,0,0.114234233719591,0,0,0,0,-0.108841453643523,0,0,0,0,0,0,0.0796070700547293,0.212713020142068,0.0422963531219533,0,0.108801732959076,0,0,0,0,-0.00298945496872735,0.0489749360849411,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.466922613173384,0.108955454071204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866770767969599,0,0,0,0,0,0.0478316337748809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294848468617417,0,-0.00165866807686984,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596594388728981,0,0,0,0,0,0,0.119660573258189,0.0367134960184749,0,0,0,-0.0264670554004933,0.0309003163017008,0,0.130181499721647,0,0,0,0.467404311379421,0,0,0,0,0,0.0152786597865017,0,0,0,0.0251990930778236,0,0,0,0,0,0,0,0.0039146265841507,-0.0137613985206737,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.326307066493578,0,0,0,0,0,0,0,0,0,-0.0439275049905289,0,0,0.0765507944283128,0,0,0,0.0742122486486949,0,0,0,0.0241839361776671,0,0,0,0,0,0.204343059183436,0,-0.00784296453172024,0,0,0,0,0,0,0,0.0189075633600406,0,0,-0.0073479951908685,0,0,0.301034129704282,0,0,-0.0132050815764254,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.245618747502552,0,0.028923337846955,0,0,0,0,0,0.256486314480952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463772689617454,0,0.172968629349533,0,0.0141065408411616,0,0,0.0643535442989031,0,0,0,0,0,0,0,0.0880996383167681,0,0.0884415497364206,-0.010037469438261,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0553402722820046,0,0,0,0,0,0,0,0.292455636585409,0,0,0,0.135620479469458,0,0,0,0,0.096401244428542,0,0,-0.0850411467238129,-0.0442168884317541,0.143218680747558,0,0,0,0,0,0,0,0,0,0,0,0.0596264163526891,0.0690775688275533,-0.0351144317322684,0,-0.0220917005927486,0,-0.0114049676456372,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0378826239008389,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00341013362162413,0.070425589774481,0,0,0,0,0,0,0,0,0.225312944279338,0,0.427351595414435,-0.0269492348699798,0,0,0,0,0,0,0,0,0,0,0,0.10925711810328,0,0,0,0,0,-0.0315932380974125,0,-0.0206479003814587,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522833171377039,0,0,0,0,0,0,0,0,0.233524182708285,0,0.473276579621418,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201612806503318,0,0,0,0,0,0,0,0.0267093617020593,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0668159425213425,0,0.0681488828457729,0.0898247191543873,0,0,0,0,0,0,0,0,0,0,0.0591609609488729,0,0,0,0,0,0.0303355187088921,0,0,0,0,0,0,0,0.146771201792799,-0.045220418536533,0,0,0,0,0,0,0,0.118243627774039,0,0,0,0,0,0,0,0,0.0793461466957037,0,-0.0111839227209668,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.223752309123023,0,0,0,0,0,0,0,0,0,-0.0134319310237081,0,0,0.147354126056271,0,0,0,0,0,0,0,-0.056931716958623,0,0,0,0,0,-0.0248805947227035,0,0,0.114279971409054,0,0,0,0,0.169018713948711,0,0,0,0,0,0,0,0,0.0464090632821291,0,-0.00601717462181136,0.0840427163941464,0,0,0,0,0,0
