,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600660.SH,X600011.SH,X002460.SZ,X600886.SH,X600801.SH,X601600.SH,X000786.SZ,X600362.SH,X600489.SH,X601898.SH,X600010.SH,X600111.SH,X600352.SH,X600176.SH,X601991.SH,X600188.SH,X600299.SH,X600426.SH,X600795.SH,X600688.SH,X002080.SZ,X600529.SH,X002466.SZ,X600027.SH,X601992.SH,X600612.SH,X002353.SZ,X002409.SZ,X600315.SH,X600219.SH,X600486.SH,X000301.SZ,X000932.SZ,X600126.SH,X002075.SZ,X600516.SH,X000027.SZ,X000723.SZ,X000878.SZ,X601158.SH,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0301587857710158,0,0,0.193289614452855,0,0,0,0,0,-0.00723890063601101,0,0.0145805119228215,0,0,0,0,0,0,0,-0.0330931043916194,0,0,0,0,0.109713643146342,0,0,0,0,0,0,0,0.00148158769944798,0,0,0,0,0,0,0,0,-0.00102385708562789,0,0,0,0.0373552538304268,0,0
X600028.SH,0,0,0,0,0.0314697796312002,0,0,0,0,0,0,0.0168531086073328,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0232464773301903,0,0.0259860299667319,0,0,0,0,0,0,0,0,0,0,0,0,0.0844437085520306,0,0,0,0,0,0,0,0,0.0778375878166321,0.0319578854400254,0,0.0905094503154992,0,0,0,-0.000305105364971627,0.00752299543863488,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198551868640277,0,0.027409371417307,0,0,0,0,0,0,0.0755882390190503,0,0.147903171689053,0,0,0,0,0.106371033784883,0,0.0377511220854468,0,0,0,0,0,0,0.0545748142532994,0,0,0,0,0,0,0,0,0.0220272587530956,0,0,-0.0381642344526368,-0.0117892608787555,-0.00230051996032438,0,0,0,0,0,0
X601088.SH,0,0,0,0,-4.33680868994202e-19,0.104614930364533,0,0,0,0.0126641626410408,0,0,0,0,0,0,0,0,0,0,0,0,0.0887637088284857,0,0,0,0,0,0,0,-0.00428157437123387,0,0,0,0.0174307155344416,0.0383539928992529,0,0,0,0,0,0,0,0,0,0,0,0.0228599683538137,0,0.0697998448410563,0,0.0125014997801819,0.0126117787974146,0,0,0,0,0,0
X600309.SH,0,0,0,0.0693396622778284,0,0.069284410843869,0,0,0.0881386700819467,0,0,0.0514606523855783,0,0,0,0,0,0,0,0,-0.0222579907390286,0,0,0,0,0,0.226514974285883,0,0,0,0,0,0,0,0,0,0.070219659642274,0,0,0,0,0,-0.0126414284391043,0,0,0,0,0.0865387436289055,0,0,0,0.00233916415670518,-0.0195657000641825,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0253393843914233,0.11480145648668,0.0219134011835443,0,0,0,0,0,0,0,0.706512526524919,0,0,0,0.0293080832680544,0,0,0,0.110970323270195,0,0,0,0.0230015617451285,0.0230199022939205,0.0110954668457238,0,0,0.0375061046116649,-0.151042255089694,0,0,0,0,0,0,-0.0375132136852113,0,0,0,0,0,0,0,-0.0513402769578733,-0.00319708039796823,-0.0161547210516497,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259520354490445,0,0,0,0,0,0,0,0.113804881137175,0,0,0,0,0,0,0,0,-0.0176237742084204,0,0,0,0,0.0454561333783634,0,0,0,0,0,0,0,0,0,0.0947196153011346,0,0,0,0,0.00205384252192416,-0.00653611348987304,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.140323505649793,0,0,0,0,0,0,0,0,0,0.166400128539078,0,0,0.0555268824709245,0,0,0,0,0,0,0.240531633194146,0.159718976206139,-0.0525895798240945,0,0,0,0,-0.00561704946089064,0,0,0,0.069857156716884,0,0,0,0,0,0,0.00192720494276552,0,0.144423113771649,0,0.0393745524976382,0,0,0,0,-0.00646433364408737,-0.0106641110939244,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0352778149569249,0,0,0,0,0,0,0,0,0,0,0.20909831118888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141839600547514,0,0,0,0,0.117749624789437,0.0952203590845611,0,0,0,0,0.0236100136018361,0.04210470385447,0.166475125515262,0,0,0,0,0,0,-0.00935681634722041,-0.0270029684944202,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.202799953280129,0,0,0,-0.00950948570549895,0,0,0.113407612872192,0,0,0,0,0.184393827542207,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0807342251484368,0.0290096902051475,0,0,-0.0390783385920271,0.0266733316580613,6.93889390390723e-18,0.0255700788497546,0,0,0,0,0,0,0,0.0011937015761892,0,8.67361737988404e-19,0,0.153649854157003,0,0.00579564036492774,0.0127316455398529,0,0,0,0,0,0
X600011.SH,0,0,0.153817888766303,0,0,0,0,0,0,0,0,0,0,0.0402026332252486,0,0.0539070168325263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928239660438486,0,0.0228726392261268,0.128484678378749,0,0,0,0.0479316406764222,0,0,0,0,0,-0.0917872437373236,0,0,0,0.00410902578804844,0,0,0,-0.0308099341428452,0.0111516897396449,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.162760567987246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160017800860325,0,0,0.0434988247330217,0.220281610736618,0.345228718809155,0,0,0,0,0.0569811216302727,0.0633952664695942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189529402576479,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0536999361250614,0,0,0,0,0,0,0,0,0,0,-0.0139240632236187,0,0.091243242372606,0,0.128868014439452,0,0,0,0,0,0.014462667612212,0,0.0838456930691773,0,0,0,0.0129886091730465,0,0,0,0,0.091719553910906,0,0,0,0,0,0,0,0,0,-0.000885227595861848,-0.00147028475200376,0,0,0,0,0,0
X600801.SH,0,0,0.560441715391317,0,0,0,0,0,0.183659860009715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137538281830622,0,0,0,0,0,0,0.0498124171674441,0.0841044854408837,0,0,0,0,0.0207081209288997,0,0,0,0,0.0731133315697757,0,0,0.0748073379483705,0.0486316234817055,0,0.053397137840594,0.0565394537936868,0,0,0,-0.0117792779380879,0.0127330001511459,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0968308546355801,0,0,0,0,0,0,0,0,0,0.0172410154353776,0,0,0,0,0,0,0.19959758637685,0.0465176891979739,0,0,0,0,0,0,0,0,0,0.153204320113507,0,0.019189167714251,0,0,0,0.0193613028613696,0,0,0,0,0,0.266460320029972,0,0,0,0.0168153160835869,0.00461524034602555,0,0,0,0,0,0
X000786.SZ,0,0,0.104363407274504,0,0,0,0,0,0,0,0,0,0,0.0861873582875371,0,0,0,0,0,0,0,0,0,0,0,0,0.0456516094354821,0,0,0,0,0,0,0,0,0,0.059698509302977,0,0,0,0,0,0,0.112518254052877,0,0,0,0,0,0,0.0651018661696925,0,-0.0125352633009512,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0596064067591526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104842948955956,0.0862149759186399,0,0,0.204208175827269,0,0,0,0,0,0,-0.0336469897714363,0,0,0,0,0.0116299197508115,0,0,0,0,0,0,0,0,0,0,0.444781699682145,0,0,0,0.00780686625521164,-0.0103030934908116,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.00121364856841994,0.846081867695533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231864658420196,0,0,0.0919599944305181,0.136396498323248,0,0,0,-0.0261074518984376,0,0,0.0539045046845823,0,0.0596811942519735,0,0,0,0,0,0,-0.0119946972064895,-0.00666149261122392,0,0,0,0,0,0
