,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600176.SH,X601898.SH,X600010.SH,X600801.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600111.SH,X600795.SH,X600688.SH,X002080.SZ,X600299.SH,X600027.SH,X601992.SH,X000301.SZ,X002466.SZ,X000932.SZ,X600803.SH,X600529.SH,X002353.SZ,X600315.SH,X600219.SH,X300037.SZ,X000027.SZ,X600486.SH,X002075.SZ,X002409.SZ,X000723.SZ,X601158.SH,X600612.SH,X000883.SZ,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0142957348248774,0.0241498848172661,0,0.0678657755958224,0,0,0,0,0.0373858052186292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178798516579736,0,0,-0.0185374770050611,0.0323191401163791,0,0.0918593857907038,0,0,0,0.0316141827300959,0,0,0,0,0,0,0,-0.0306661057732933,0.00440565296857733,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0152824126724951,0,0,0,0,0.00713694701078659,0,0,0,0,0.0300332322636998,0,0,0,0,0,0,0.00340230572431493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360313438819202,0.0624455526305848,0,0,0,0.0835487505410157,0,0,0,0.00959979786832816,0,0,0,0,0,-0.036577984167398,0.0171410265336471,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0348474098155876,0.00789083818088438,0,0,0,0,0,0,0,0,0,0,0,0.33053426610511,0.166951536765089,0,0,0,0,0,-0.0201270449087333,0,0,0,0,0,0,-0.0352179070209694,-0.0160199408218037,0,0,0.013786804615337,0,0,0,0,0,0,0,0,0,0,0,-0.00292338678978831,0.00937890462577993,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0644198577568912,0,0,0,0,0,0,0,0,0,0.0332311993383253,0,0,0,0,0,0,0,0,0,0,0.0556478795966789,0,0,0,0,0,0,0,0.0484228746574982,0,0,0,0,0,0,0,0,0,0.0268974249137703,0,0,0,0.0728200437034522,0,0,0,-0.0600384465691026,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.387454354345102,0,0,0,0,0.0698773438358787,0,0,0,-0.0456525665114981,0,-0.0850463567355058,0,0,0,0.0849918003904752,0,0,0,0.445240145295412,0,0,0,0,0,0,0,0,0.226039499414636,0,0,0,0,0.0193218043225743,0,0.0756911368392381,0,0,0,-0.199259439316157,0,0,0,0,0,0,0,-0.0391238772476555,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0760373161324412,0,0,0,0.0373152770248581,0,0,0,0,0,0,0,0,0.465593784783775,0,0,0,0.0421281237942018,0.0155693197546449,0,0,0.0427285010791896,0.0060068008965978,0,0,0,0,0,-4.33680868994202e-19,0,0,0.00550457412218771,0.0153975403926868,0,0,0,0,0,0,0,0.269094650542726,0,0,0,0,-0.0217184878651051,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0504637628455119,0,0.00977807721380845,0.0290557284768007,0,0,0,0,0,0.0717112548864371,0.036562529423014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09955747580213,0,0,0,1.73472347597681e-18,0.0142276242356907,0,0,0,0,0.0541752967251302,0.109497091745441,0,0,0,0,0,-0.0264620514684298,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.022839952689703,0,0,0.0614997354528718,0,0,0,0,0,0.0716741244890289,0,0,0,0.0543552325898946,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.143967837284224,0.00938917447587512,0,0,0,0.319365073197963,0,0,-0.065650827045742,0.0948155790269503,0,0,0.079263063253529,0,0,0,0.0258216052923287,-0.0559627263997688,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0675048832335503,0,0,0,0.046101842961139,0,0,0,0,-0.000443333682380094,0,0,0,0,0,0,0,0,0,-0.125397478225616,0.221719371700509,0,0,0,0.0819613908522313,0,0,0,0,0.0705395078881015,0,0,0,0.0426786517344436,0,0,0,0,0,0,0.19652748308381,0,0,0,0,0,-0.021337020012973,0.0436548761270524,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.194315779255365,0,0,0,0,0,0,0,0,0,0,0,0.0714657767193354,0,0,0.0198791222155116,0,0.656956624547892,0,-0.0673445736357898,0,0,0,0,-0.142854950678172,0,0,-0.0339519073657796,0,0,0.106739758429386,0,1.0842021724855e-19,0,0,0,0,0,0.0418237077715232,0.00960417169977552,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0541524611942257,0,0,0,0,0,0,0,0,0,0,0,-0.0381020837338616,0,0,0,0.0548485223829465,0,0,-0.00975601438499882,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0922436821653145,0,0,0,0.129088198380162,0,0,0.242262091143327,0,0,0.0669591124450716,0,0,0,0,0,0,0,0,0.0203787834993873,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.173808937236059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866658276053058,0,0,0,0,0,0,0,0,0,0,0.484138166379949,-0.0515988541127385,0,0,0,0.112641836195065,0,0.154439921556799,0,0,0,0.180291219246866,0,0,0,0,0,0,-0.0284216446546883,0.0150154745259499,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.00903936156727476,1.0842021724855e-19,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.14573744429457,0,0.18750629775511,0,0,0,0.0252675655203446,-0.0863777745333588,0,0,0,0,0,0,0.0588964211912125,0,0,0,0,-0.0263803962666161,0.0238536279060698,0,0,0,0,0,0.144609545435005,0,0,0,0.0050708254274436,-0.0139017641896522,0,0,0,0,0,0
