,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X000708.SZ,X002466.SZ,X600803.SH,X600027.SH,X000301.SZ,X600160.SH,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X000408.SZ,X002128.SZ,X600176.SH,X000630.SZ,X600096.SH,X601168.SH,X000877.SZ,X600985.SH,X000933.SZ,X002353.SZ,X600378.SH,X002271.SZ,X600995.SH,X600352.SH,X000883.SZ,X000027.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.374428868398504,0,0.215715235325572,0,0,0,0,-0.163459508339528,0,0,0,0,0,0.000939476074765619,0,0,0.254338608627514,0,0,0,0,0.104546793373953,-0.0217361590950717,0,0,0,0,0,0.0732124700706903,0,0,0,0,0,0.359041485894477,0,0.0274476063314434,-8.67361737988404e-19,0,0,0.030521173195307,-0.130643721445975,0,0,0,0,0,0,0,0.00933886986638918,0,-0.121767832581412,0,0,0,0,0
X601088.SH,0.0988262919799512,0,0,0,0.242941085175043,0,0,0.0324883681455719,0,0,0,0,0,0,0,0,0,0,0,-0.104725607904213,0,0,0,0,0,0,0,0,0,0.0207278540738629,0,0,0,0,0,0,0,0,0,0,0.151104195844525,0.0209117714191584,0,0,0,0,0,0,0,0,0,0,-0.0322303586073847,0,0,0,-0.0829393684414896,0,0
X600028.SH,0.52546538676026,0,0,0,0.18074081725762,0.0543470118523102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552559597279713,0,0,0,0,0.168080613224357,0,-8.67361737988404e-19,0,0,0,0,0,-0.0653964929629077,0,0,0,-0.0261609663500645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237897319085076,0.0115516146425036,0,0,0.0318603503211295,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0547840066743386,0,0,0,0,0,0,0,0,0,0,0.136874103410306,0,0,0.128245020560316,0,0,0,0,0.0624333538551909,0,0.361365976416659,0,0,0,0,0.123221969072354,0,0,0,0,0,0,0,0.0113584466894496,0,0,0,0,0,0,0,0,-0.0962390318440734,-0.014023100780737,0,0,0,0,0,0
X601898.SH,0.0559600651710231,0.37608885949317,0.0858484223918315,0,0,0,0,0,0,0.0591455729312817,0,0,0,0,0,0,0,0,0,0,0,0,0.204073841853977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766085263092928,0,0,0,0,-0.00666588430211762,0,0,0,0.0411495757022885,0,0
X600188.SH,0,0,0,0,0.0412088639638592,0,0,0.027195116815344,0,0,0,0,0,-0.234059621999803,0,0,0,0,0,0,0,0,0,0.0590143660159197,0,0,0,0,0,0,0,0.125436178194277,0.605655747354244,0,0,0,0,0,0,0,0,0,0,0.206186870806811,0,0,0,0,0.101914388715311,0,0,0,0,0.178455639771966,0,0,-0.0535494510495009,0,0
X600660.SH,0,0,0,0.11010892172977,0,0,0,-0.254865834392042,0,0,0,0,0,0,0,0,0,0.487657991562914,0,0,-0.397847536226042,0,0.0185705956733253,0,0,0.0481488390191843,0,0.314025759493313,0,0,0,0,0,0,0,0,0,0,-0.202464779338735,0,0,0,0,0,0.017272329853353,0,0,0,0,0,0,-0.0381936005481093,0,-0.141269137216155,0,0,0,0,0
X600019.SH,0,0.262439707074169,0.0827058775147657,0,0,0,0,0,0,0,0,0,0.216892042555186,0,0,0,0,0,0,0,0.35416399411933,0,0,0,0.00249935598051454,0,0,0,0,0,0.0284746311219311,0,0,0,0,0,0,0,0,0.0423428502519391,0,0,0,0,0,0,0,0,0,0,0,-0.0612512585663464,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261810369557543,0,0,0,0.0480894370309031,0,0.0873931204359927,0.191763595004137,0,0.444120874455482,0,0,0,0.0270548320984751,0,0,0,0.334719563650733,-0.0141902533992176,0,0.145042891858175,-0.0217228211012376,0,-0.00171577362483103,0,0,0,0,0,0,-0.000816374595255081,-0.0329458519484166,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.127619113040166,0,0,0,0,0,0,0,0,0.169612529721019,0,0,0,0,0,0,0,0,0,0,0,0.0302785545343278,0.165251809465043,0.0296084806961408,0,0,0,0,0.0159357128030421,0.0593663943985935,0,0,0,0,0,0.250042485863306,0,0,0,0,0,0,0,0,0,0,0,0.0227473783586062,0,0,0,0,-0.102375537066337,0,0
