,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X600160.SH,X000301.SZ,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X600176.SH,X000786.SZ,X600219.SH,X000807.SZ,X000630.SZ,X002128.SZ,X600985.SH,X000877.SZ,X601168.SH,X000933.SZ,X000408.SZ,X600096.SH,X000883.SZ,X000932.SZ,X000027.SZ,X600378.SH,X002353.SZ,X600995.SH,X002271.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.529406526666751,0,0,0,0.169759087064169,0,0,0.0104749094417936,0,0,0,0.108564574495901,0,0,0.123660131920594,0,0,0,0,0,0,-0.0897377396780465,0.0326648965261308,0,0,0,0,0,0,0,0,0,0,0.0375116868120092,0,0,0,0.0161123545583114,0,0,0,0,0,0,0,0.0502271968032505,0,0,0,0,0,0,0,0,0,-0.0771809112006924,0,0
X600028.SH,0.370273388581355,0,0.139455478137724,0,-1.73472347597681e-18,0,0.090202439591167,0,0,0,0,0,0.0983525804049765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171798484185655,0,0,0.0622279105465653,0,0,0,0,0,0,0,0,0.00667613499593214,0,0,0,0,-0.000143482379374999,0,0
X601088.SH,0,0.290594864256201,0,0,0,0.129031681914361,0.0108603086617967,0,0,0.0799082843697319,0,0,0.257327520509957,0,0,0,0,0,0,0,0,-0.014879734754801,0,0,0,0,-0.0886575865731694,0,0,0,0,0,-0.120803853438282,0,0,0,0,0,0,0,-0.0217296864200669,0,0,0,0,0,0.0296263974173539,0,-0.0631328259583891,0,0,0,0.0466730380838707,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0775522406445579,0,0,0,0,0,0,0,0,0.0593564135543815,0,0.038385541968835,0,0,0,0.0487015914238985,0,0,0,0,0,0,0,0,0.0661563852610739,0,0.0798645980073414,0,0,0,0,0,0,0,0,-0.0276077245735486,0,0.206583125629195,0,0,0.13606972319683,-0.232893763401168,0,0,0,-0.0368155490891405,0,0
X601898.SH,0.125323674156074,0.0622832980570327,0,0,0,0.0132532860748862,0,0,0.0619772061897327,0,0,0,0.148474224169253,0,0,0,0,0,0,0,0,0.0644635093867426,0,0,0,0,0,0,0,0.319039129424758,0,0,0,0,0,0,0,0,0,0.0381328072558667,0,0,0.00734538134537605,0,0,0,0,0,0,0,0,0.0142839308372609,0,0,0,0,0,0,0
X600188.SH,0,0,0.31196850491798,0,0.101638733813468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454291804535525,0,0,-0.0181347643799478,0,0,0,0,0,0,0,0.576870742425999,0,0,0,-0.0889875102923736,0,0,0.359474836946455,0,0,0,0,0,0,0,0,0,-0.174902943559868,0,8.67361737988404e-19,0,0,-0.029291668705453,0,0,0,0,0.0494077657206986,0,0
X600019.SH,0,0.175632500827621,0,0,0.107811892935473,0,0,0,0,0,0.318743752185122,0.104729243082965,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113541361611281,0,-0.163435140871274,0,0,0.196898662342673,0,0,0.0707566582477198,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0800349255202362,0,0,0,0,0,0,0,0,0,0,0,0.641746392715442,0.0723085398361431,0,0.159011557010128,0,0,0.0208383351906272,0,0,0.145059479887279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199066697013169,0,0,0,0,0,0,0,0,0,-0.0206800831467947,-0.134129585986136,0.183052747763112,-0.0597487355962227,0,0,0,0,0.0067738389166851,0,0
X600886.SH,0.268190334423304,0,0,0,0,0,0,0,0,0,0,0,-0.00126138910453347,0.0352703937571838,0,0.0398254880676224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27693990155033,-0.0942046907860892,0,0.171754739380535,0,0,0,0.023837965374616,0,0,-0.172433631324713,0,0,0,0,0,0,0,0,0,-0.165996406110151,0,0,0.0621441506850582,0,0,-0.0107973222720468,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0315866857855821,0,0,0.260320312766804,0,0,0,0,0,0.00640549546204445,0,0,0,-0.126335355204936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535440660630721,0,0,0,-0.129509442162839,0.0115338749664035,0,0,0.367893410152159,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190909568598241,0,0,0,0,0,0,0,0.0704730652374462,0,0.363324821538228,0,0,0,0,0,0,0,-0.112095806111678,0,0,0,0,0,0,0,0,0,0,0.115326396548496,0,0,0,0,0,0,0,0,0.0477575668517967,0,0,0,0,-0.0814299267487964,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279037611760469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850430133073223,0.186576258773762,0,0,0,0,0,0,-0.0815266826569714,0,0.0190374713374987,0,0,0,0,0,0,0,0,0,0,-0.0160783852249197,0,-0.278412813850643,0,0,-0.0455624769219352,0,0
