,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600660.SH,X600688.SH,X300072.SZ,X600795.SH,X600362.SH,X601992.SH,X002466.SZ,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X600176.SH,X600027.SH,X600352.SH,X000786.SZ,X000792.SZ,X000553.SZ,X000408.SZ,X600489.SH,X600219.SH,X600808.SH,X000959.SZ,X002271.SZ,X601699.SH,X000983.SZ,X601158.SH,X000883.SZ,X600339.SH,X000723.SZ,X002092.SZ,X002470.SZ,X000630.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.548690793559869,0,0.0316928667645767,0,0,0,0,0,0,0,0,0.0557611710684123,0,0.0655974028610903,0,0,-0.0800306686297348,0,0,0,0,-0.0298985436587279,0,0,0,0.0254360598566033,0,0,-2.16840434497101e-19,0.0179473608348404,0,-0.0328735445515742,0,0,-0.00418213897011891,0,0.0673117006154647,0,0,0,0,0,0,0,0,0,0,0,0.00181223054222202,-0.00093959895199744,0,0,0,0,0,0
X600028.SH,0.575523853192237,0,0.0474897690856126,0,-0.0792124454398266,0,0,0,0,-0.0403679543592382,0,0,0.0329397014611438,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.119657478143961,0,0,0,0,0,-0.0197760393532904,0,0,0,0,0,0,0.0320305471292883,0,0,0,0,0,0,0,0,0,-0.00827130207753592,0.00396458563488567,0,0,0,0,0,0
X601088.SH,0,0,0,0.163474851083351,0.0615217997092452,0,0,0,0,0.176106189163801,0,0,0,0,0,0,0.0696514733654937,0,0,0,0,0,0.0230684842561929,0,0,0,0,0,0,0.0658076200505963,-0.0444406392837575,0,-0.0109275422382881,0,0,0,0,0,0.0295427605692828,0,0,0,0,0,0,0,0,0,0,0,0.0154245699816611,0.219895843244147,0,0,0,0,0
X600019.SH,0,0,0.0857239680806977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348772037821081,0,0,0.0319350360758826,0.685622860409965,0,0,0.159356498922489,0,0,0,-0.0663345102241894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360602842797494,0,0,0,0,0,0,0
X600585.SH,0,0,0.519338371525429,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.092363413120093,0,0,0.114678371208522,0,0,0,0,0,0,0.0315410243332203,0,0,0.156406045185085,-0.158300950145216,0,0,0,0,0,0,0,0,0,0,0,0,-0.0905432125335498,0,0,0,0,0,-0.0219852096723459,0.0279336511355529,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.0358189011164044,0,0,0,0,0.0170715587978638,0.00988901923967449,0,0,0,0.133055985594172,0,0,0,0,0.036209112145015,0,0.0591188102093734,0,0,0,0,0.0353593237284432,0,0,0,0,0.090805265259233,0,0.120190420578891,0,0.176415118056834,0,0.0281907686363499,0,0,0,0,0,0,0.0618251576996427,0,0,0,0,-0.0075760809695194,0,0,0,0,0,0,0
X600309.SH,-0.0723357138836291,0,0.0629813954210016,0,0,0,0,0,0,0,0,0,-0.0157074312004927,0,-0.0521663476658508,0,0,0,0.263905168706555,-0.146644404964017,0,0,0,0,0,0,0.304901628652124,0,1.73472347597681e-18,-0.0567682006325309,0,-0.114513482089163,-0.11638997287574,0,0,0,0,-0.0992638572858952,-0.167138506488582,0,0,0,0,0,0.548609301499708,0,0,0,0,-0.0106625026633126,-0.00035102153063833,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0777903692772381,0,0,0,0,0.0720418582473906,0,0,0,0,0,0.086365009210924,0,-0.00235742547508707,0.116200316447382,0,0,8.67361737988404e-19,0,0,0,0,-0.0730494971283794,0.0309176144465946,0,0.0171203309883576,-0.027002531301933,0,0,0,0,-0.0166424111541474,0,0,0,0.0287682656489013,0,0,0,0.0847729033630447,0,-0.0641912101506336,0,0,0,-0.0215539692225567,0.0303325153331301,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0670560681177838,-0.00551092977159949,0,0,0.223272568134945,0,0,0,0,0,0.0173113972822043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183613224138707,0,0,0,0,0.0747762237272798,0,0,0,0.0431785838820816,0,0,0,0,0,-0.00963821340610347,0,0,0,-0.00235295906838863,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104454556125694,0,0,0,0,0,0,0,0,0,0,0,0.165847947567719,0,0,0.0529811355916717,0.09477652296991,0,0,6.7762635780344e-21,0,0,0.0228078355744093,0.526386664670366,0,0,0,0,0,0,0,0,0,0.0236566921444444,-0.00803045387824231,0,0,0,0,0,0
