,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601600.SH,X601898.SH,X600795.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600886.SH,X600027.SH,X600188.SH,X000883.SZ,X000709.SZ,X601992.SH,X600583.SH,X601158.SH,X000027.SZ,X000539.SZ,X600021.SH,X000898.SZ,X600352.SH,X600309.SH,X600307.SH,X000060.SZ,X000629.SZ,X000792.SZ,X600808.SH,X000825.SZ,X600489.SH,X600098.SH,X600863.SH,X002075.SZ,X600547.SH,X600008.SH,X600660.SH,X002353.SZ,X002470.SZ,X600578.SH,X600022.SH,X600219.SH,X000012.SZ,X000831.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.692514036970957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107956225130209,0.0972448692096809,0,0,0,0,0,0,0.124450489628073,0,0,0,0,0,0,0,0,0,0,0,0.00376449406364142,0,0,0,0,0,0,0,-0.0135848287980254,0,0,0.00643352425540317,0,0,0,0,0,0,0
X600028.SH,0.576766039666405,0,0,0,0,0.0687323334357294,0,0,0.0838352647630432,0,0,0.0540305006433076,0,0,0,0,0,0,0,0,0.0259430730928376,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00301186928691797,0.0112849903113131,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0474903734039201,0.171768436328305,0,0,0,0,0,0,0.0876382696852624,0,0,0,0,0,0.00575221937839968,0,0,0,0,0,0,0,0,0.0790149435365545,0,0,0,0,0,0.00106921888838658,0,0,0,0,0,0,0,0,0,0.0449751683511578,0,0,0.114090023566831,0,-0.0117945560068571,0.0102690372804654,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.15736425846068,0,0,0,0,0,0,0,0,0,0,0,0.315752695257506,0,0,0,0.143806088839518,0,0,0,0,0,0,0.00700335558610476,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0380618204154172,0,0,0,0.012367140259477,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0733250844032566,0,0.061566626199619,0,0,0,0,0.0859045595700895,0,0,0,0,0,0,0,0,0.192773902068089,0.0441445220393847,0,0,0,0,0,0,0,0,0.104931112239484,0,0,0,0,0,0,0,0,0,0.16539454827478,0,0,0,0,0,0,0,0.00890743080133379,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.162661015559171,0,0,0.0131346460686038,0,0,0,0,0,0,0,0.181859044572781,0,0,0,0,0.0541568838326926,0,0.165128680492763,0,0,0,0.0832518408381158,0,0,0.0652035590053462,0,0,0,0,0,0,0,0,0,0,0,0.0680377167192736,0,0,0,0,0,-0.0038542515220079,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0116984849117028,0,0,0,0.295876174094377,0,0,0,0,0,0,0,0,0,0,0,-0.0282205814981759,0,0,0,0,0,0,0,0,0.0330411226800009,0,0.12574321026243,0,0,0,0,0,0,0,0.0717748939235688,0,0,0,0,0.00966144990448978,0.0146445724646094,0,0,0,0,0,0
X601600.SH,0,0.0662059006505798,0,0,0,0,0,0,0.0110237745035862,0,0.137011049215183,0.0266988210471087,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.214611279851293,0,0,0.189840266139543,0,0,0,0,0,0,0,0,0,-0.0829928733445727,0,0,0,0,0.132752157810019,0,0,0,0.0221000380292856,0,0,0,0,0,0
X601898.SH,0,0,0.257245154953335,0,0,0.223598570557638,0,0.101478451620839,0,0,0.0405443450839536,0,0.0880531919712834,0,0,0,0,0,0,0,0,0,0.0596310514979914,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0143214855949282,0,0,0,0,0,0,0.0235409790539775,0,0,0,0,0,0,0,0,0,0,0,0.0123508666074706,0,0,0,0,0,0
X600795.SH,0,0,0,3.46944695195361e-18,0,0,0,0.0870471704638316,0,0,0.11055753972797,0.0160317136903863,0,0,0,0,0.11526220515219,0,0,0,0,0.0533734574219047,0,0,0,0.142083845386265,0,0,0,0,0,0,0,0,0,0,0,0.26886872132041,0,0,0,0,0,0,0.00837808476906034,0.0781892157668752,0,0,0,0,0,0,0.0129032866547582,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.32820350522177,0,0,0,0.204301486301811,-1.73472347597681e-18,0,0,0,0,0,0.043984064465413,0,0,0,0,0,0.0250236238167603,0,0,0,0.101848914945358,0,0,0,0,0,0.00189140287267523,0,0,0,0,0.186998420479848,0.0833658675078124,0,0,0.043391851449808,0,0,0,0,0,0,0,0,0,0,-0.00261883339493348,0,0,0,0,0,0,0
X600157.SH,0,0,0,-0.111473999746492,0,0,0,0,0,0,0,0,0,0,0,0,0.0108631587201702,0,0,0,0,0.113259365023201,0,0.138647705724308,0,0.0168016497391031,0,0,0,-0.00836512679498817,0,0,0,0,0,0,0,0.337389906311969,0,0.0149768597622347,0,0,0,0,0,0,0,0,0.132882987546293,0,0,0.0159597397335699,0.0516301019170307,0,0,0,0,0,0
X600688.SH,0,0.921548931341585,0,0,0,0,0,0,0.0358291492883948,0,0,0.0728592460055782,0,0,0,0,0,0,-0.0976805451448153,0,0,0,0,0,0,-0.0475073798282451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253844100463281,0.057122193253636,0,0,0,0,0,0,0,0,0,0,-0.000947075737154855,0.0109951702457601,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0712838355613727,0,0,0,0,0,0,0,0,0.0354054812411277,0,0,0,0,0,0,0,0.0146969056061417,0,0.003439476391086,0,0,0.1091558375274,0,0,0.0689810440032999,0.195990872991742,0,0,0,0.00778299297133465,0,0,0,0,0,0,0,0,0,0,0,0,0.00479218372240383,0.008129097363185,0,0,0,0,0,0
X600111.SH,0,0,0,0.0228665557941902,0,0,0,0,0,0,0,0.0350440030445642,0,0,0,0,0,0.0463860845465831,0,0.00793311407461657,0,0.121433083481784,0,0.153439597588741,0,0,0,0,0,0,0,0,0,0,0.015773410348304,0,0,0,0.004292791156073,0,0,0,0,0,0,0,0,0,0.379953184544348,0.0166480840756128,0,-0.00783676110051826,0.00738721405485072,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.130522660520629,0.151390186605112,0,0,0,0,0,0,0,0,0,0.152431510375983,0.0832116995508053,0,0,0.169479798387195,0.0860104981773469,0,0,0,0,0,0,0,0,0,0,0.0540389479171249,0,0,0,0.0157848246167407,0,0,0,0,0,0.109736077108246,-0.0301469263088456,0,0,0,0.00482374313811777,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118050701679452,0,0.147401030347626,0,0,0.232716868553691,0.0764697454909762,0,0,0,0,0,0,0,0,0,0,0,0.199551317859389,0,0,0,0,0,0,0.0361106444259493,0,0,0,0,0,0,0.00159727900410852,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.128778716989529,0,0,0,0,0,0.247200244648843,0,0.0259031493857087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10626960407854,0.0347930877348977,0,0,0.264500840939251,0,0,0,0.0175439367703561,0,0.0173020394948331,0,0,0,0,0,0,0,0,0,0,0.0012153548080549,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0237117122324896,0,0,0,0,0,0,0,0,0,0,0.00618810692812873,0,0.054998559792096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16792685878793,0,0,0,0.10338303099681,0,0,0,-0.0354107121372821,4.33680868994202e-19,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.0950428066591434,0,0,0,0,0,0.0546672182467405,0,0,0,0,0,0,0,0,0,0.126878446284087,0,0.123719758147316,0,0,0,0,0,0,0,0,0,0.0513941556102817,0,0,0,0,0,0,0,0,0,0,0.0502363759420533,0.411523747306182,0,0,0,0,0,0,0.0033805211415313,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228966023200598,0,0,0,0,0,0,0,0,0,0,0.232718347931752,0.0992193324149949,0,0,0.00961931525248179,0,0,0.219996771251146,0.0868952755398809,0,0,0,0,0,0,0,0,0,0.0185607105577379,0,0.044757769195955,0,0,0,0,0.0051696670483377,-0.00174816141973323,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0.183618888428327,0,0,0,0,0.299054976897433,0,0,8.67361737988404e-19,0,0,0,0.040764077570587,0,0,0,0,0,0,0,0.0738185152385902,0,0,0.0711472422928613,0,0.0692618282118954,0,0,0,0,0,0.0226684451796948,0.0233131594669319,0,0,0.110214780763402,0,0,0,0,-0.00297091002448574,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.0273678476751148,0,0,0,0,0,0,0,0,0,0,0,0,0.00505036816197429,0,0,0,0.126306488092005,0,0,0.0981270982236226,0,0,0,0,0,0,0,0.136207229320698,-0.0351267663348349,0.312197041319298,0,0,0,0,0,0,0,-0.0479483139389631,0,0,0.000538396622041002,0.026294303467018,0,0,0,0,0,0
X000027.SZ,0,0,0.066575462384096,0,0,0,0,0,0,0,0.363596838141331,0.018311378627419,0,0,0.070343633043748,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.274764243887851,0,0,0,0,0,-0.000321890846949045,0,0,0,0,0.0538155535785457,0,0,0,0,0,0,0,0,0,0,0,0,-0.00671108044791898,-0.00674854169625463,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.110921444003658,0,0,0.0909361399004471,0,0,0,0,0.18159196134658,0.126821999166718,0,0.00259864707575026,0,0.0650097645233131,0,-6.93889390390723e-18,0,0,0.0645800122929519,0,0,0,0,0,0,0,0,0,0.0770865887023436,0,0,0.0991701888430805,0.0597696032998324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0.443987482014904,0,0,0,0,0.00566717324212001,0,0,0,0,0,0,0,0,0.0683885765786159,0,0,0,0,0,0.0191397784874996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177782125303389,0.0695379022449386,0,0,0,0,0,0,0.0116897581686813,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.239876378216612,0,0,0,0,0,0,0,0,0,0.0259003848623844,0,0,-0.0209229898120509,0.183536371456888,0.0978477869699543,0,0,0,0,0,0,0,0,0,0.101165564722922,0.0522960891639809,0,0,0.111773094850935,0,0,0,0,0,0,0,0,0,0,0.149251566516274,0,0,0,0,0,-0.00514340999905103,-0.00457694246926213,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.110157233451004,0,0,0,0.14809589797095,0,0,0,0,0,0,0,0,0.0395042908931759,0,0.0414676143570615,0,0.0168354335168003,0,0,0,0,0.241216188416919,0,0,0,0.102178543609978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000537516813784226,0,0,0,0,0,0,0
X600309.SH,0.038881327220158,0,0,0,0,0,0.0790180317678428,0,-0.0233259741556456,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0849002534538656,0,0.14135133646906,0,0,0,0,0,0,0.104986147654035,0,0,0,0,0,0.00885894494797376,0.133520009034514,0,0,0.025714446308563,2.16840434497101e-19,0,0.137830567491636,0,0,0,0,0,0,0,-0.00614904786535657,-0.0131193258495014,0,-0.15260193597574,0,0,0,0
X600307.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296609881636897,0,0,0,0,0,0,0.253855080702177,0,0,0,0,0,-0.0462257434007755,0,0,0,0,0.0369146649961764,0,0,0,0.0659527981281579,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.216683342375873,0,0,0,0,0,-0.00383187607838388,0.020812390436694,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0,0,0,0,0,0.067173317820835,0,0,0,0,0,0,0,0,0,0,0.0506287595342439,0,0,0.140610770860304,0,0.0412616915756688,0.0558837474167174,0.216797746402232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131176356775991,3.46944695195361e-18,0.163709458298979,0.0298692317179227,0,0,0,0,-0.0281586717925739,0.00090444791335742,0,0,0,0,0,0
X000629.SZ,0,0,0,0.110942889808781,0,0,0,0,-0.0646639228492204,0,0,-0.0232479968611548,-0.0235468730781865,0,0,0,0,0,0,0.260813017960103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940726113829855,0,0,0,0,0,0,0,0.00611113015261215,0,0,0.430447443699185,0,0,0,0,0,0,0.0245520582557341,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00468061168432712,0,0,0,0,0,0,0,0.192905477864762,6.93889390390723e-18,0,0.0628207107177614,0,0,0,0,0,0,0,0,0,0.0574067221353813,0,0,0.119086707938142,0,0,0,0,0,0,0,0,0.0764877305148564,0,0,0,0,0,0.0116077535713548,8.67361737988404e-19,0,0,0,0,0,0
X600808.SH,0,0.00171889228304948,0,0,0.154792368583311,0.1693572807683,0,0.146535248348759,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.00112722409748178,0,0,0,0,0,0,0,0,0,0,0,0.0352587171808615,0,0,0,0,0,0.00832798004147474,0,0,0,0,0,0.0745804546595808,0.324871726795405,0,0,0,0,0,0,0.00923945118935545,0.103272255303254,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10137471992015,0.0973359054001377,0,0.191498226945516,0,0,0,0,0,0,0,0,0,0,0.118426624421906,0.175154835204593,0,0,0,0,0,0,0.112668497725254,0,0,0,0,0,0,0.00594210159448753,0.138129515002936,0,0,0,0,-0.0063116907130491,-3.70354570691709e-05,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.00351789135128175,0,0,0,0.00529396318277889,0,0,0,0,0,0,0,0,0,0,0,0,0.0258146758632216,0,0,0,0,0.0494102839047672,0,0,0,0.0440467569569686,0,0,0,0,0.515623644627191,0,0,0,0,0.202915361939285,0,0,0,0,0,0,0.0186593307367786,0.0374200102956633,0,0,0,0,0,0
X600098.SH,0,0,0.138704685385311,0,0,0,0,0,0,0,0.00719996705635936,0.062287469228489,0,0,0,0,0,0,0,0,0,0,0,0.177659317257543,0,0,0,0,0,0,0,0,0,-0.0142384079083147,0,0,0,0,0,0,0.175395564991689,0,0,0,0,0,0.147094295153819,0,0,0,0,-0.0122512742559222,-0.00358910415398456,0,0,0,0,0,0
X600863.SH,0,0,0,0.0152181502911818,0,0,0,0,0,0.352878921228346,0,0,0,0,0,0,0.161824663430358,0,0,0,0,0.101076898237098,0,0,0,0.00643579851653636,0,0,0,0,0,0.0484364067527743,0,0,0,0,0,0,0.0102903781225917,0,0,0,0,0.0784635083200863,0.219439054051625,0,0,0,0,0,0,0.003949457612373,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.131910169942935,0,0,0,0,-1.38777878078145e-17,0.116769987714578,0,0,-0.0214984716319813,-0.292683916366981,0,0,0.107212927099654,0,0.0119466124942524,0,0,0,0,0,0,0,0,0,0,0,0,0.253785561191409,0,0,0,0,0,0,0.291095385193754,0,0,0,0.0503139622184378,0.0770550939885496,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0221455937160307,-0.0359331720705899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101306963227808,0,0,0,0,0.0393141148338647,0,0,0,0,0.891949075737397,0,0,0,0,0,0,0,0,0,0,0.00588128154891217,-0.0131150003234144,0,0.0467885841448669,0,0.00748735368852923,0.0104929072871665,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0956938644649983,0,0,0,0,0,0,0,0,0,0.199074566308768,0.0705308460692841,0.186993395821947,0,0,0.0112276561527607,0,0,0.0576624686927594,-0.0137908039593211,0,0,0,0,0,0,0,0,0,0.093414854913895,0,0.136951921474967,0.0299066428544473,0,0,0,0,0,0,-0.00825655150300297,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269708737268188,0.0672488625883806,0,0.112766323538471,0.252731200591749,0,0,0.021640310019013,0,0,0,0,0.254692912690022,0,0,0,0,0,0,0,0,0,0,0,0.0277179498178169,0,0,0,0,0,0,0,-0.00156135186451721,0,0,0,0,0,0
X002353.SZ,0,0,0,0.0918175144447328,-0.0249541160697448,0,0,0,-0.0472400702448193,0,0,0,0,0,0,0,0,0,0,-0.0735394523434879,0,0.166585919899247,0,0,0,0,0,0.160209204020308,0,0,0,0.175318730188086,0,0,0,0,0,0,0,0,0,0,0,0.12642114361212,0,0,0,0,0,0,0,0.00587812359771377,0,0,-0.178149452128967,0,0,0,0
X002470.SZ,0,0,0,0,0,-0.164794030099667,0,0,0,0,0,0,0,0,0,0,0,0,0.146745103909935,0,0,-4.33680868994202e-19,0,0.00189853227220359,0,0.192745607402523,0,0,0.248525667547472,0,0.0328252261362569,0,0,0,0,0,0,0,0.127928784679906,0,0.111055216092225,0,0,0,0,0,0,0,0,0.055318542177389,0,-0.0230558925344537,-0.0321613042568884,0,0,0,0,0,0
X600578.SH,0,0,0,0,0.147718288026093,0,0,0,0,0,0.0412266588938047,0,0,0,0,0.158324725022496,0.157936292747156,0,0,0,0,0,0,0,0,0.0399155120355401,0,0,0,0,0.0360551121311104,0.0716852094798015,0,0.0843076744094519,0,0,0.0982694890189066,0.0938326476643874,0,0,0.138806596955146,0,0,0,0,0.0306079090279217,0,0,0,0,0,0.0142938834494805,0.0153188484372275,0,0,0,0,0,0
X600022.SH,0,0,0,0,0,0.0288210238998347,0,0,0,0,0,0.10964623071163,0,0,0,0.00209374202218163,0,0,0,0.382550324867121,0,0,0,0,0,0.0812478238376035,0.0288033365476112,0,0,0,0,0,0,0.0495282637127984,0,0,0.0312882269108482,0,0,0,0,0,0,0,0.122658376109043,0,0,0,0,0,0,0.000932336899420594,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117309738670221,0,0,0,0,0.0680098328507902,0.0319585601624655,0,0.0183671392971354,0,0,0,0,0,0,0.0285309133265961,0,0,0,0.1812406181142,0,0.11773310501912,0,0,0,0,0,0,0,0,0,0,0,0,0.166126988721379,0,-0.00170519218786036,0,0,0,0,0,0,0
