,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X600010.SH,X002466.SZ,X000301.SZ,X601600.SH,X600188.SH,X002271.SZ,X000708.SZ,X600660.SH,X600011.SH,X601898.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X600886.SH,X600219.SH,X000786.SZ,X000825.SZ,X000408.SZ,X600803.SH,X002080.SZ,X000959.SZ,X000723.SZ,X600795.SH,X601991.SH,X000932.SZ,X000898.SZ,X000807.SZ,X600295.SH,X000983.SZ,X600399.SH,X600808.SH,X600801.SH,X600027.SH,X600516.SH,X002326.SZ,X002192.SZ,X600096.SH,X000831.SZ,X600157.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.20348889611801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518764033710917,0,-0.045212910037055,0,0,0.0745963216139283,0,0,0,0,0,0,0.00928125666146065,-0.0150870764838998,0,0,0,0,0,0,0.00990939192810915,0,0,0.0232540946731056,0,0,-0.046634365528333,0,0,0,0,0,0
X600028.SH,0.248672706987909,0,0,0,-2.16840434497101e-19,0,0,0,0,0.00958720782580847,-0.0835344253156604,0.0551067401501374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380525833345972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749349168236952,0,-0.018465628231579,0,0,0.0290826139510437,0,0,0,0,-0.00145279254433979,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0211848066177429,0,-0.0504455435156341,0,0,0,0.102644143241515,0.0932119507144324,-0.0685287440547272,0,0,0,0.183002655319595,0,0,0,0,0,0,0.0956577680195461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491870722162895,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.101353272006786,0.0183504162884482,0,0,0,0,0.0792222840847715,0,0,0,0,0,0,0,0.0378668287141747,0,0,0.014017253543594,0,0,0,0,0.0152925340931031,0.001093012173789,0,0,0,0,0,0,0,0,0.0319730340227358,0,0,0,0,0,0,0,0,0,0,-0.0269247774093713,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.244668827093228,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.073665810186973,0,0,0,0,0,0,0.258836052445715,0,0,0,0,0,0,0.016486806102517,0,0,0,0,0,0.134477673722306,0,0.0130408277070419,0.0976988656131174,-0.0881366500610336,0,0,0.241718756513483,0.0716870208664784,0,0.0958637293830969,0,0,0,0.0380447055393272,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0221550091426405,0,0,0,-0.00842064035939705,0,-0.0280513779850151,0,0,0,0,0,0,0,0,0.0758358753937916,0.064081346469263,0,0,0,-0.0327088411892298,0,-0.0475722764915873,0,0,0,0,0,0,0,0,0,0.587025259927456,0,0,0,0,0,0,0,0,0,0.0223044200421701,0.0098232473530797,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.135064403282075,0,0,0,0.00136583727134341,0,0,0,0,0,-0.0133091658875448,0,0,0,0,0,0,0,-0.0418228569328919,0,0,0,0,0,0,0,0.360296042460091,0,0.0330389959137332,0,0,0.13401065538398,0,0,0,-0.0308420976643926,0,0,0.0238826671614278,0,0,0,-0.0404804297254821,1.73472347597681e-18,0,0,0,-0.0980900271904451,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330240931760792,0,0,0,0,-0.0662189885018713,0,0,0,0,0,0,-0.0189232611751455,-0.0486607330082113,0.0899989271905016,0,0,0,-0.338079283335521,0,0,0,0,0,0.171144907974568,0.155145125338814,0,0,0,0,0,0,0,0,0,0,0,0,0.0774862366758253,0.0398363115176267,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.254011706985946,0,-0.175684309269696,0,0,0.332813160278837,0,0,0,0,0,-3.91221416248602e-05,0,0,0,0,0,0,0,0,-0.0654319302899716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236443524375768,0,0,0,0,0,0.179587301465848,0,0.196453519391469,0,0,0,0.00427851370512732,0.0269032992890112,0,0,0,0,0,0
X600010.SH,0,0,0,0.0312625488792987,0,0,0.373147303099971,0.0515257973630399,0.394913539674024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282195429285212,0,0,0,0.103673129822043,0,0,0.0441806726465977,-0.148448048744275,0,0.018156701089421,0,0,0,0.0470116968917689,0.0396630572568004,0,0,2.16840434497101e-19,0,0.00438805107210067,0,0,0,0,0,0,0
