,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X601600.SH,X600795.SH,X002271.SZ,X601991.SH,X600426.SH,X600027.SH,X000983.SZ,X600803.SH,X600176.SH,X600362.SH,X000408.SZ,X601699.SH,X000723.SZ,X600096.SH,X600995.SH,X000786.SZ,X000629.SZ,X600348.SH,X600141.SH,X000933.SZ,X600219.SH,X600160.SH,X600985.SH,X002080.SZ,X600157.SH,X300073.SZ,X002353.SZ,X600378.SH,X600801.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.00115051942418658,0,0,0,-0.0241514877375651,0,0,0,0,0,0,0,0.0777236210439724,0,0,0,0,0,0.0351423006943208,0,0,0,0,0.2146166027405,0,0,0,0,-0.0461432448017586,0,0,0.0259080408688023,0,0,0,0,0,0,0.0270931838745036,0.0199732031974957,0,0,0,0,0.0105768446677565,0,0,0,0,0,0
X601088.SH,0,0,0,-4.33680868994202e-19,0.325877430419432,0.133477737983171,0,0,0,0.288738367963293,0.124040622717295,0,-0.0304047340017501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18626358670649,0,0,0,0,0,0,0,-0.112761107382594,0,-0.152638014060078,0,0,0,0,0.0026234751877318,0,0,0,0.0297379834990648,0,0,0,0,0,0,0.0212996909558171,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0383339654824697,0,0,0,0.00660512404404735,0,0,0,0,0,0,0.0214849253992371,0,0,0,0.105576598058803,0,0,0.00696676397390765,0,0,0,0,0,0,0,0.0642031876517225,0,0,0,0,0.00151923916848688,-0.0041403831144618,0,0,0,0,0,0,0,0,0.00411007364495623,0,0.00578780644724351,0.0208858040648763,0,0.0141501345313467,0.00632831862931891,0,0,0,0,0,0
X600309.SH,0,0.0305352621774383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917539411824102,0,0,0.0689437648557567,0,0,0.113201842624764,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.105704977735703,0,0,0,0.0729036553937627,0,0,0,0.059872404887225,-0.00114323804980755,0,0,0,0,0.0302801455147109,0,0
X600188.SH,0,0.124627629004336,0,0,0,0,0,0,0,0.591052925750186,0,0,0,0,0,-0.10233036371886,0,0,-0.0278030629588158,0,0,0,-0.059986900401832,0,0,0,0.0614561651042378,0.0645750457180045,0,0,-0.0519427473533767,0,0,0,0,0,0,0.0392519048048375,0,0.121236895299813,0,0,0,0,0,0,0,0,0,0,0,-0.147713867797778,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.656575857207766,0,0.140656832118384,0,0,0,0.0708849671780431,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394365678625125,0,0,0,0,0.246325393212239,0,0,0,0,0,-0.119532484709804,-0.0207078548432191,0.12860515699504,-0.0995583137332082,0,0,0,0,0,0,0.261309858064703,0,0,0,0,0.0322819605040958,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.364729228203123,0,-0.209816395982717,0,0,0,0,0.0711218227901177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133126762975107,0,0,0,0.0597718952212053,0,0,0,0,0.0571499580283796,0.0918882566960208,0.0989085912257644,0.0852290610477902,0,0,0,0,0,0,0,0,0,0,0,0.0552413830241079,-0.0715453291895941,0,0,0,8.67361737988404e-19,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0271055129416824,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0993729053266705,0.04457220074754,0,0,0.0334718805443812,0,0,0,0,0,0,0,0.0262356024312083,0,0.0596721323508419,0,0,0,0,0,0,0,0,0,0,0.0996205756729837,0,0.383134390286558,0,0,0.0152610865606461,0.0322255814846994,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0478099380573261,0.186456155522665,0,0,0,0.148072611419362,0,0,0,0,0,0.0671314147723112,0,0,0,0.0813704515858845,0,0,-0.0292124981231556,0,0,0,0,0,0.0696456800828721,0.271080740317867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0292047687411092,0,0
X601898.SH,0,0.0983012122628213,0,0,0.00582353969839925,0,0,0,0,0,0.0429814168990223,0,0,0,0,0,0,0,0,0,0,0,-0.0596392598112537,0,0,0,0.309185780182551,0,0,0,0,0.0995043096194311,0,0.141031947522434,0,0,0,0,0,0,0.123648591448394,0,0,0,0,0,0.150882585939367,0,0,0,0,0,-0.0275343594123498,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0108058968329866,0,0,0,0,0,0,-0.0230243941109163,0,0,0,0,0,0,0,0,0.117795897634937,0,0,0,0.647074056856426,0,0,0,0,0.0142126443161281,0,0,0,-0.130317941051354,0,0.0697812740949107,0,0,0,0,0,0,0,0,-0.47336195723541,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0602106166634463,0,0.0603687215917538,-0.0627173351748354,0,0.0245223598018001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141464164405185,0,0,0,0.256170696996258,0.0813345893045378,0,0,0.0280327958166488,0.106634200016824,0,0,0,0,0,0,0,0,0,0,-0.0552609831179287,-0.0322660095907117,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107053343939773,0.0490515874132895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369938632469365,-0.049568389530286,-0.0284578721206826,0,0,0,0,0,0,0.330389493495041,0,0,0,0,0,0,0,0,-0.0750203861963438,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0257582623213456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104355744696588,0,0,0,0,0,0,0.241808528938728,0,0,0.0248134518498576,0,0,-0.0716790734888096,0,0.106787953409185,-0.0760380494646602,0.0585577540460188,0.148366487974547,0,0,0,0,0.179470105466687,0,0,0,0,0,-0.0226233049323204,0,0,0,-0.00381243516862314,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0548271372001614,0.0104548945794295,0,0,0,0,0,0,0,-0.036626345576801,0,0,0,0,0,-0.0449977422423189,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0266811878784174,0.116458925110886,0,0,0.136250916510658,0,0,0,0,0.113094944107722,0,-0.0375270476218829,0,0,0,-0.0347949564057757,0,0.10523428894774,0,0,-0.0595342715150816,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0653899648346799,0,0.0337723894286918,0,0,0,0,0,0,0,0,0,0,0.104827285980212,0.170796436508381,0,0,0,0,0,0,0,0,0,0,0,-0.0487780224660725,0.00356510652005235,0,0,0,0,0,0.00303778102024801,0,0.170491630358202,0,0,0,0,0,0,0.0209825035904379,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00975977423276415,0,0.077217296731602,0.43840383862436,0,0,0,0,0,0,0,0,0,0,-0.046946841607606,-0.0456749299500215,0,0,0,0,0,0,0.0478354733217706,-0.0949364372789619,0,0,0,-0.0507019206334327,0,0,-0.124924848319716,0,0,0.0630184101644411,0.22261127130699,0,0,0,0,0,0,0,-0.0626825376637634,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.104631596924292,0.0533692913266674,0,0,0,0.155373955509171,0,0,0,0,0,-0.0242148716723777,0,0,0,0,0.0505433657583133,0,0,0,0.0240888168183709,0,0,0,0,0,0,0,-0.0836623382729433,0,0,0,0,0,0,0,0,0,-0.00446269126225059,0,0,0,0,0,0,0,0,0.0219638504479355,0,0,0,0,0,0
X000877.SZ,0,0,0,0,-0.0959206113500102,0.300598346869329,0,0,0,0,0,0,0,0,0,0,0.0839619320333514,0,0,0,0,0,0,0.143074252945287,0,0,0,-0.0191713461931735,0.117231777827693,0,0,0,0,0,0,0.0866151927288529,-0.10286595340195,0,0,-0.0665392672819245,0,0,0,0.144861663592873,0,0,0,-0.139512154214258,0,0,0,0.0171686007629716,0.0417479738964959,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117768205629317,0,0,0.00849318601185022,0,0,0,0.076670656496735,0,0,0,0,0,0,0,0,0,0,0,0,0.0294437110040771,0,0,0,0,0,0,0,0,0.138055515751786,0,0,0.0143306738409439,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.086348687797249,0,0,0,0,0,0,0,0,0.107220266605749,0,0,0,0,0.0313809268004974,0,0,0,0,0,0.513520336600291,0,0.0128448313351407,0.13271277063356,0,0.0438394788349767,0,0.021068967861905,0.0122902326262175,0,0,0.0278007475881769,0,0,0,0,0,0,0,0,0,0,-0.0122605860477275,0.0120356817205799,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0623274074296943,0.0943517043726679,0.0727128906689338,0,0,0.295219892570159,0,0,0,0,0,0,0,0,0,0,0,0,0.315732571132618,0,0.101855951288022,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0686005718354168,0,0,-0.0478282061160913,0,0,0,0,0,0,0,0,0,0.0398290268177717,-0.0145297877655462,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.0988758968687798,0,0,0,-0.311560424048377,0,0,0,0.0822264506047114,0,-0.157821685541796,0,0,0,-0.283577178511733,0,-0.182346070421676,0,0,-0.0118416205898315,0.210701174007008,0,-0.0253653502051444,0,0,0,0,0,0,0.105883232961709,1.34064230561061,-0.0197180763181221,0.104208341966457,0,0,0,0,0,0,-0.241898951218676,0,0,0,0,0,0,-0.00138685307035035,0.0538240907312998,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0137567436123767,0,0,0,0,0.361578084488282,0,0,0.113051852358288,0,0,0,0,0,0,0,0.13882397640441,0,0,0,0.200038470671948,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.12605304895588,0,0,0,0,0,0,0,0,0.00373782398020664,0,0,0,0,0.0456321772967533,0,0,0,0,0,0
X600426.SH,0,0,0,0.0523865564215159,0,0,0,0,0,0,0,0,0,0,0,0.112175285011346,0.00256908364122029,0,0,0,0,0.0272288756918902,-0.0676671664590211,0,0,0,0,0,0,0,0,0,0,0.111792927157094,0,0,-0.0522731905250916,0,0,0,0,0.0706033766791149,0,0,0,0,0,0,0,0,0,0,-0.000922605122446544,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.0933828368459626,0,0,0,0,0.31484991211235,0,0,0,0,-0.0495972810013756,0,0,0,0,0,0.194899821365891,0,0.131747319960852,0,0,-0.158048393574087,0,0,0,0,0,0,0,0.259213367469688,0,0.023437380461911,-0.0677124252406187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433054094415324,0,0,0,0,0,0
X000983.SZ,0,0.110030912350498,0,0,0,0,-0.0150279367864278,0,0,0.47228419195282,0,0,0.031336311784633,0,0,0,0,0,0,0,0,0,0.00582348624702111,0,0,0,0,0,0,0,0,0.504644758952364,0,0,0,0,0,0.0188693276275557,0,0.122973301060762,0,0,0.0844654284071641,0,0,-0.163936922279967,0,0,0,0,0,0.053566332882708,0.0693325434368745,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0.180981717370131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094919632881232,0,0,0,0,0,0.0167563733426012,0,-0.0221864942691478,0,-0.0774724658308746,0,0,0,0,0,0,0.149994745121591,0,0,0.0933156009556097,0,0,0,0,0.0896508505610439,0.0380583483253701,0,0,0,0,0,0
X600176.SH,0,0,0,0.0592232898715237,0,0,0,0,0,0.0418898619598173,0,0,0,0,0,0,0.242601207372536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115624200197133,0,0,0,0,0,0.00579328217926349,0,0,0,0.0424570926973177,0,0,0.0670268364627467,0,0.196149794853632,0,0.0558241829418112,0,0,0,-0.0157812262096396,0,0,0,0,0,0
