,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600886.SH,X600111.SH,X601992.SH,X600157.SH,X600623.SH,X600299.SH,X000792.SZ,X600660.SH,X000709.SZ,X601158.SH,X000898.SZ,X600309.SH,X002466.SZ,X600578.SH,X002075.SZ,X000539.SZ,X000883.SZ,X600583.SH,X000027.SZ,X600352.SH,X600547.SH,X600489.SH,X000630.SZ,X000629.SZ,X002470.SZ,X300072.SZ,X000959.SZ,X600098.SH,X000983.SZ,X000723.SZ,X600176.SH,X600160.SH,X601699.SH,X000012.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.127898837473703,0,0,0,0.12807274510397,0,0,0,0.0211961924550471,0,0,0,0,0,0.0190014237458058,0,0,0,0,0,0,0,0,0,0.159384810563342,0,0,0,0.082466081144267,0,0,0,0,0,0,0.00244580591183198,0,0.00486914798662255,0.00961089544757451,0,0,0,0.0255489039207056,0.00989330626329182,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.123311490471001,0,0,0,0.0543581276614439,0.00986127548710338,0,0.0581413751704277,0.0353734760442465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218931222493926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228343601278394,0.00562922640166649,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.563084288560805,0,0,0,0,0,0.00945682491761798,0,0,0,0,0,0.0101867896709971,0,0.0549873269139971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00968143323389265,0,0,0,0,0,0.100191691115939,0,0.0385584899541808,0.0425663811021257,0.0242434325459513,0,0,0,-0.0132060651939327,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0753313681691857,0,0.058078763085514,0,0,0,0.0613099291850385,0,0.08235818440268,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0186444031755495,0,0,0,0,0.0685680599905946,0,0,0,0,0,0,0,0,0,0,0,0.0957668356062826,0,0,0,0,0,0,0.116284429980799,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.016777784251895,0,0,0,0,0,0.197455843120299,0,0,0.353049346533641,0,0,0,0,0,0,0.0392094749597972,0,0,0,-1.38777878078145e-17,0,0.051583075133356,0,0,0,0,0,0,0,0.12868134731029,0.0767564638969474,0.0764478633837991,0,0,0,0,0.101691897043883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687834829884186,0,0,0,0.0098253862660656,0,0,0,0,0.0451958345346326,0,0,0,0,0,0,0.048619248470766,0,0.0689799244747599,0.020944851779223,0,0,0,-6.93889390390723e-18,0,0,0.0139319597094071,-0.0780786455912226,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0701452924731358,0,0.139013919536625,0,0,0.0386996500484251,0,0,0,0,0,0,0,0.213951769476752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578907716171539,0,0,0,0,0,0,0,0.07181148409162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0264777546568804,0,0,0,0.0301672106420217,0,0,0,0,0.0826673793504203,0,0,0.0472393409970131,0.154795781702468,0,0,0.0487819428639338,0,0,0,0.0479461868616483,0,0,0,0,0,0,0,0,0,0,0,0,0.0228049507232052,0,0,0,0.0161398376376912,0,0.181770309660069,0,0.0166596635779191,0,0.151581211056962,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989895994528077,0,0,0,0,0.0339000330223475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028974038814332,0,0,0,0.0820773114576207,0.0248507750917814,0,0.024722689224218,0.1393792772664,0,0,0,0,0,0,0.24669047981481,0,0,-0.00798297479042622,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.235089999925709,0,0,0,0,0,0.103279689638466,0,0,0,0,0,0,0,0,0,0,0.0251465133256641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151111748187642,0,0,0,0.0538844611060811,0,0,0,0.0856129333108642,0,0.0937070337902094,0.0414461663483547,0,0,-0.0250330398463432,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00977246232555965,0,0,0,0,0,0,0.0648498511279384,0,0,0,0.299706037980633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153035691947078,0.142877463117308,0,0,0,0,0,0.0554058904340826,0.0409710619741737,0.0665168781241125,0,0,0,0,0,-0.00339212753837714,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127827474525438,0,-1.73472347597681e-18,0.0627668003484812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.143776770375782,0,0.0687142178492697,0,0,0.234273226998628,0,0,-0.0113945021968887,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181447545678494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428600462162133,0.0207684413115979,-8.67361737988404e-19,0,0.0337364715550583,0,0.111050201966766,0.220071053127649,0,0,-0.00389752938568697,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.406924195274878,0,0.147843967534204,0,0,0,0,0,0,0.028705574947399,0,0,0,0,0.147604842309467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965792707974348,0,0,0.0700660878918691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.485759501867123,0,0,0.289022357117631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141418176458213,0,0.0522834273505455,0,-0.00807792000458303,0,0,0,0,-0.0396302352796383,0,0,0,0,0,0.0115588387110178,0,0.0203967597497394,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145222847739294,0,0,0,0,0,0,0,0,0,0,0,0.124260020497134,0,0,0.086387337091451,0,0,0,0,0.0141961298886209,0,0,0,0.0774380037375461,0.0658158470908576,0.00290294010816866,0,0.0175251635627153,0,0,0.0759099648943652,0,0,-9.74811378906182e-05,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.497748426965745,0,0,0,0,0,0,0,0,0,0.0474789801277923,0,0,0,0,0,0,0,0,0,0.24273122883212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286657928339164,0,0,0,0,0.117916561116038,0,0,0,0.0449441562009093,0,0,-0.0184878882980139,0.011482256574325,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.213984148595419,0.0134608445783526,0,0.125451297304534,0,0,0,0,0,0.338177250576347,0,0,0.05441891837925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844362656134703,0,0,0,0,-0.0326837642999375,0,0,0,0.00181927239802229,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.00438567466341506,0,0,0,0,0,0
X600157.SH,0,0,0.0347301793893463,0,0,0,0,0,0,0,0,0,0,0,0.0238903773058612,0,0,0,0,0.0026235576153266,0,0.0471089879564724,0,0,0,0,0,0,0,0,0,0,0,0.0614071864939055,0,0,0,0,0.187341412548781,0.280280767135571,0,0,0.0762139482873,0,0.112754694940266,0,-8.67361737988404e-19,0,0.0166588655398759,0.0469185491585327,0,0,-0.00179089699303354,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136440298142206,0,0,0,0,0,0,0,0,-0.36389256760056,0,0,0,0.527406490285396,0,0,0,0.405961396290976,0,0,-0.38515158437479,0.0676021958421595,0,0,0.023138248103079,-0.00814415979980259,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662169536016449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135914174701716,0,0,0,0,0,0.127431235887789,1.73472347597681e-18,0,0.114935784422092,0,0.254203054187889,0.0853900332093638,0,-0.0489333686140812,0.0110244249941632,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420668792311275,0.351449681046364,0,0,0,0,0,0,0.288056605332941,0,0,0,0,0,0,0,0,0,0,0,0.126521673574494,0,0,0,0.0265984412066212,0,0,0,0,0.167546236917546,0,0,0,0.132075157448428,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789392096722154,0,0,0,0,0,0.0780719764575,0,0.0133226997134684,0,0,0,0,0,0,0,0,0.130660848374182,0,0,0,0,0,0,0,0,0,0,0.139708707333829,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0.0349347292461971,0.15593683731139,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.533855761596703,0,0.0995684508098015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473261039673292,0,0,0,0,0.00437352381718125,-0.0350821278910616,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.13177106651405,0,0,0,0.231656062117815,0,0,0,0,0.135650768163655,0,0.0208320197660191,0,0,0,0,0,0,0,0,0,0,0,0,0.114495735233243,0,0,0,0,0,0,0,0,0,0,0.017839117675633,0,0.115098703999499,0,0,0,0,-0.0792453012193099,-4.33680868994202e-19,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.161083577694743,0,0.0686863261000012,0,0,0,0,0,0,0,0,0.178524292138527,0,0,0,0,0,0,0.489028004069348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526004301277229,0.0510607037840903,0.0451796727321039,0,0,0,0,0,0,0,0,-0.0456859899587386,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0545407987668589,0,0,0,0.066802987270269,0,0,0,0,0,0.0864860274053747,0.111897942413204,0.0468978990741118,0,0,0,0,0,0,0,0.25810361988926,0,0,0,0.0806564701899952,0,0,0,0,0,0,0,0.133703504635791,0,0,0.0731684986299629,0,0,0,0.0829293685345022,0.0069970743626561,-0.0386934343407043,0,0.0147506466376142,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.153609422911097,0,0,0,0,0,0,0,0,0,0,0,0,-0.243896349585351,0,-0.0814297746455149,0,0.474349410402474,0,0.172771598000222,0,0,0,0,0,0,0,0,0,0,-0.218451134875515,-0.223626314735035,0,0.22555576492948,0,0,-3.46944695195361e-18,0,0,0,0,-0.0516398880982289,0,0,0,0.200344821922638,0,0.276423821467358,0,0,0.446563703475872,0,0,0,0
X600578.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39205267927725,0,0,0,0,0,0,0,0.0876159821459578,0,0,0,0,0,0,0,0,0,0,0,0.169497357853217,0,0,0,-0.338105019069635,0,0,0.224201729575962,0,0,0.060681759217775,0,0.250275373629845,-0.0767343515634807,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0.0313924960595533,0,0,0,0,0,0,0,0,0,0,0,0,0.0512562515921069,0,0,0.010496133701918,0,0,0,0,0,0,0,0,0,0,0,0.00777987970998492,0.0513252959267569,0,0,0,0.190609835353411,0,0,0,0.199727804993272,0,0.100876326935117,0,0,0,0,0.0672423686454252,0,0,-0.0116053612946088,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0.14217701633109,0,0,0,0,0,0,0,0.00145703522554628,-0.0177083120477726,0.0766822672802931,0,0,0,0,0,0,0,0,0.069588800486323,0,0,0,0.0464269824595609,0,0,0,0,0.0697002196498329,0.141547222512197,0,0,0.140171917806408,0.094537172451524,0,0,0.0157170726325317,0,0.0122904743436189,0.0720167312126893,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0.109208395850624,0,0,0,0,0,0,0,0,0.177789513759575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190152126397284,0,0,0,0,0.00260517688788685,0.0370576945213234,0,0,0.00393937210759385,0,0.165673765485693,0,0,0,0.0302234003597935,0.060706587915999,0,0,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264942095522658,0,8.67361737988404e-19,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228512373644798,0,0.0666938667969343,0,0.129716964321851,0,0.195584785579685,0.137779970835037,0,0,0.00680621301425537,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109794258110541,0,0,0.121912580703691,0,0,0,0,0,0.107051562754312,0,0,0,0,0,0.150106957607683,0,0,0,0,0,0,0,0,0.0700137431302562,0.110512866776581,0,0,0.0992701985879567,0.0985234410627042,0,0,0,0.0238403550919222,0.0252473081489284,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.109869763318076,0,0,0,0,0.124676005966203,0,0,0,0,0,0,0,0,0.0193412642367107,0,0,0,0,0,0,0,0.0628768809785927,0,0,1.04218304251771,0,-0.0358669915329329,0,0,0,0,0,0.00802581113002155,0,0.0491372242409851,0,0.0135589729076766,0,0,0,-0.0100752055999154,0,0.0621001170623141,0,0,0,0
