,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X600188.SH,X002466.SZ,X600010.SH,X601600.SH,X600660.SH,X000301.SZ,X601898.SH,X002271.SZ,X600011.SH,X000708.SZ,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X601991.SH,X300037.SZ,X000408.SZ,X000786.SZ,X600795.SH,X002080.SZ,X000825.SZ,X600219.SH,X600803.SH,X002353.SZ,X000959.SZ,X600688.SH,X002326.SZ,X600295.SH,X000723.SZ,X000983.SZ,X600352.SH,X000807.SZ,X000932.SZ,X600157.SH,X600141.SH,X601699.SH,X000898.SZ,X000027.SZ,X600027.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0908423530282848,0,0,0.0350911455721036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934687222778531,0,0,0.0243700619449977,0.0898989615062924,0,0,0,0,0,0.0338914539632773,0.0589972533290144,0,0,0.046953447288954,0,0,0,-0.0377253681664512,0,0,0,0,-0.0386518534445115,0,0
X600028.SH,0.0578072362315978,0,0,0,0,0,0,0,0,0.0489375768925817,-0.0337457334041479,0,0,0,0.0217541833613969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609171302560106,0,0,0,0.117181738834921,0,0,0,0,0,0.0568403228486141,0.0316008710769659,0,0.0220142804036824,0.0352210206782032,0,0.0744388123722841,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0210226078061205,0.0393338195792432,0,0,0,0,0.133338819714869,-0.00153918717960502,0,0,0,0,0,0,0,0,-0.0658633741003857,-0.0870266418824545,0,0,0,0,0,0,0,0,0,-0.0366335922871545,0.122429022343954,0.0416870919406675,0.200298552391422,0,0.0232947742571613,0.163113492202908,0,0,0,0,0,0,0,0,-0.0141292156325351,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0686718049107386,0,0,0,0,0,0,0,0,-0.00765550640432052,0,0,0,0.273304345975475,0,0,0.067812732646644,0,0,0,0.0127324928110509,0,0,0,0,0,0,0,-0.00989336077623102,0,-0.0307524703443781,0,0,0,0,-0.00127709499723993,0,0,0.0354937062895618,0,0,0,-0.0151868651479389,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.200807832333831,0,0.289690816482947,0,0,0.504103582185201,0,0,0,1.38777878078145e-17,0,0.252008899459433,-0.00601162537628164,-0.057617132992999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102141398893285,0,0,0,0,0.0868641870952217,0,0.0628355031456013,0,0,0,0,0,-0.0858141759102995,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0214444140056588,0,0,0.0134371684260768,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0806513639117489,0,0,0,0,0,0,-0.0283362628686563,0.00832827096366294,0,0,-0.0822323508203431,0,0,0,0,0.147194886191054,0,0,0,-0.0465680425138156,0,0,0,0,0,0,0,0,0,0,0.655734675227342,0,0.00257388404073811,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221727327376209,0,0,0,0,0,0.0403360466472257,0,0,0,0,0,0,0,0.0621739289306688,0,0,0,0,0,0,0.574855620588767,0,0,0.029118983510099,0,0,0.00508615179426498,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.167866086265207,0,0,0,-0.0127301966532281,0,0.0387948045884747,0.325944659227564,0,0,0,0,0,0,-0.0948062396251929,0,0,0,0,0,0,0.163069674317928,0.457419631183734,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.255492759795533,0,0,0,0,0,0,0,0,0,0,0,0.0476203245811025,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0250718061391634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276993442936409,0,0,0,-0.127178187539041,0,0,0,0,0,0,0.0889088619805792,-0.319147266243514,0.0254597592515588,0,0,0,-0.0620072843200707,0,0,0,0,0,0,0,0,0.0962267646940016,0,0,0,-0.171949719956441,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.141503679443799,0,0,0,0,-0.044207458807887,0,0,0,0,0,0,0,0,-0.0619173364717025,0.0460635046496985,0,0,0,0.327283837944546,0,0.185083492558212,-0.0153601231623749,0.107354158765608,0,0,0,1.0842021724855e-19,0.0242117112007898,0,0,0,0,0,0.420205121529179,0,0,0,-0.0106434058621072,0,0,-0.0688098693483293,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.381096802388431,0,0,0.219965148934634,0,0,0,0,0.150158275708666,0,0,0,0,0,-0.0556711817899693,0,0,0,0,0,0,0,0.18443418664656,0,0,0,0,0,0,0,0,0,0.121145900924761,0.0416830703140773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277672238806518,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.294472565230924,0.428072910742255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0787338123965579,0,0,0.0120117039385222,-0.0271524714807147,0,0,0,0.273799655589926,0,-0.0055361789967338,0.0695033809387395,0,0.018209838824592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0907556680484871,0,0,0,0,0,0,0,0.200320270129466,0,0.0128538868846826,0,0,0,0,-0.0832469572233342,0,0,0,0,0.101348529386725,0,0,0,0,0,0.120756487818438,0,0.0354200511973636,0,0,0.359151118686691,0,0,0,0,0,0,0,0.0375179660147182,0,0,0,0,0,0,-0.06880238241616,0,0
X600660.SH,0,0,0,0,0,0,0,0.00642091476020365,0,-0.021890328565208,0.0147509490977373,0.0911128953286851,0,0,0,0,0,0,0.0802306831405404,0,0,0,0,0,0,0.124285504595405,0,0,0,0,0,0,0,0,0,0,0.0518822152199721,0,0.000156417988246502,0,0,-0.0681694222411795,0,0,0.0956825838213249,0,0,0,0,0,0,-0.0153152390960518,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.167595261551933,0,0,0,0,0,0,0.275655132604623,0,0,0,0,0,0,0.0397273914669351,0,0,0,0,0,0,0,0,0,0.0301090692986234,0,0,0,0,0,0,0,0,0.39328781628593,0,0,0.399355715625563,-0.00637827712219241,0,0,0,-0.0593846532317144,0,0,0,-6.93889390390723e-18,0,0
X601898.SH,0,0,0.124453491955374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591253348874147,0,0,0,-0.108690772208589,0,0.112523686674618,0,0,0.0324006394481602,0.25759303058828,0,0.0780846240528151,0,0,0,0.0377139064439323,0,0,-0.026551110838194,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.051527072332928,0,0,0.38711370015179,0,0,0,0,0,0,0,0,0.0301517453626144,0,0,0,0,0.271611163583953,0,-0.0669639491992752,-0.0253273285484178,0,0,0,0,0,0.0206723014779989,0.229937345072179,-0.0946481671375963,0,0,0,0,0,-0.0172226490236496,0,0,0,0,0,0,0,0.0293925443232157,0,0,0,-0.0882649798354271,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0407395775512185,0,0,0,0,0,-0.100192420458083,0,0,0,0,0,0,0,0,0.060040925434313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759943722045265,0,0,0.107276569752982,0,0,0,0.590787334855235,0,0,0,0,0,0,0,-0.139190908555515,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.1863178734521,0,0,0,0,0,0,0,0,0,0,0,0.0311853161780912,0,0,0,0.0460955326870303,0,0,0,0,0,0,0.129388347662229,0,0,0,0,0.167031447059042,0,0,0,0,0,0.0277097848151449,0,0,0,0,0,0,-0.0241275283933826,0,0,0,0,0,0,0
X600547.SH,0,0,0.0369188095466342,0,0,0,0,0,0,0.0323485436707811,0,0,0,0,0,0,0,0,0,0,0,-0.0333531197297062,0,0,0,0,-0.162572636178931,0,0,0,-0.0555658654791365,0,0,0,0,0,0.107976134500992,-0.0142114604702718,0.147897339341009,0.0479252843066193,0,0.00599341588929285,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0459871285159748,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.167257469670112,0,0,0.0236718605863519,0,0,0,0.0388336216265449,0.233268990286487,0,0,0,0,0,0,0,0,0,0.173729993107107,0,0,0,0,0,0,0,0,0.134955164542609,0,0,0,-0.0832374565644954,0,0.0242426533733665,0,0,0,0,0,0,0,0,0.0950714344440969,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,-0.0222554457206187,0.0612269631206941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232767632921528,0,0.0493599924058683,-0.149815589567299,0,0,0.116240102277684,0,0,0,0,0.106713539783519,0,0.0146090024944365,0.146129083843744,-0.0841376125805627,0,0,0.243298201376171,0,0,-0.192318285111662,0,0,0,0.0398100749692602,0,0,0,0,0,0,0,-0.0980390620680371,0,0
X600426.SH,0,0,0,0.310756122050633,0,0,0,0,-0.0201595549182798,0.00454130061421667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159264790127287,0,0.180825721284223,-0.010026463674315,0,0,0.0318682632492091,0.0234134166964322,0,0,0,0,0,0.158057756388261,0,0,0.00276014088719727,0,0,0,0,-0.0285504806388637,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,-0.023042221686664,0,0,0,0,0,0.0506947552379995,0,0,0,0,0,0,0,0.0917258869467113,0.044372267546681,0,0.0533111559352502,0,0,0.0683028379287372,0,0.160862105620161,0,0,0,0,0.109136213556191,0,0.0352437828003245,0.0222476175475782,0,0,0,0,0,0,0.0255552393069256,0,0,0,0,0,0,0.0186584787736877,0,0,0,0,0.0156208481180627,0,0
X601991.SH,0,0,0,0,0,0,0,0,-0.0372938499048737,0,0,0,0,0,0.0185184236689177,0,0,0.100251298882325,0,0,0,0,0,0,0,0.0408953459822355,0,0,0,0.0242395495668479,0,0.0422833494218413,0,0,0,0,0,0,0,0,0,0,0,0,0.0402517006743054,0,0,0.0942765961423467,0.24404465524001,0,0,0.00449236436469751,0,0,0,0,-0.059189049567608,0,0
X300037.SZ,0,0,0,0,0.541043508568639,0,0,0,-0.192582157533521,0,0.0444563965748544,0,0,0,0,0,0,0.0829838288155555,0,0,0,0.29738630552304,0,0,0,0,-0.120687756613939,0,0,0.0723582134453682,-0.0773148816036957,-0.116169653267174,0,-0.0856776675266528,-0.0923763023450301,0,0,0,0,0,-0.0401061981866775,0,-0.282493178410852,0,0.177124933580155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.00129479479880038,0.190190038842077,0.0539827222420157,0.407196117664308,0.250410025230891,0,0,0,0,0,0,0,0,0,-0.0847000115221607,0,0,0,0.127115216288023,0,0,0,0,0,0,0.0729592448252119,0,0,0,0,0,0,0,0,0,0,0,0.092268676039828,0,0,0,0,0.116235384938037,0,-0.00624427046618861,0,0,0,0,0.127818751883236,0,0
