,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600011.SH,X002466.SZ,X002271.SZ,X600660.SH,X000877.SZ,X600188.SH,X000708.SZ,X600010.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X600219.SH,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X000408.SZ,X600027.SH,X600688.SH,X300073.SZ,X600801.SH,X000807.SZ,X600352.SH,X000825.SZ,X002353.SZ,X601699.SH,X300037.SZ,X000959.SZ,X600489.SH,X000932.SZ,X000630.SZ,X600486.SH,X000983.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0489125142990779,0,0,0,0,0,0,0,0,0.00747615819992837,0,0.0963830919593405,0,0,0,0,0,0,0,0,0.0183169719447008,0,0,0,0,0,0,0,0.0886968378788951,0.278230325173139,0,0.127497208195667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068844209076088,0,0,0,0,-0.0494602034977391,0,0
X600028.SH,0.201755752336876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157719895793695,0.0783568057029381,-0.0549940959661329,0.0471972459083056,0,0,0,0,0,0,0,0,0,0.044493963558552,0,0.0648389885156118,0,0,-0.0280166238853452,0.00807812101129118,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00539257105326039,0,0,0,0,0,0.0467891878686047,0,0,0,-0.0726677281884751,0,0,0,0,0,0,0.170783301887254,0.0353580487322088,0,0,0,0,0,0,-0.0120162232056621,0.0559248016219446,0,0,0,0,0,0.00511715796167001,0,0,0,0,0,0,0,0.288318232362156,0,0,0,0.0173987090641647,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0114875135839853,0,0.0487514070077625,0.0438608038145323,-0.122607699391883,0.0351495776940024,0,0,0,0,0,0,0,0,0,0,0,0.00762588898515065,0,0,0,0,0.0535400836060591,0.0189633268419309,0,0,0,0,0,0,0,0,0,0,0.0703243059032822,0,0,0.0750047147589922,0,0,0,0,-0.0459045855811997,0,0,0,0,-0.00904244939257499,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0150399572387996,0.013380831267839,0,0,0.0828313777156066,0,0,0.0292946472012769,0,0,0,0,0,0,0.197994030174507,0,0.0484907059409398,2.18997070835975e-05,0,0,0,0,-0.073474318564857,0,0,0,0,0.326351215986901,0,0,0.0340692301040298,0,0.03706675911525,0,0,0,0,0,0,0,0,0,-0.0198122325639125,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,-0.0399348065695872,0,0,0.581013662351279,0,0.069241321869801,0,0,0,0,0,0.0264471028961702,0,0,0,0,0,0,-0.0680320656102597,0,0,0,0,0,0.119537115255795,0,0,0,0.154605273962959,0,-0.00783659119582602,0,0,0,0,0.176811053269471,0,0,0,0,0,-0.127319730440462,0,0,0,0.000952582826039173,0,0,0,-0.104839952759664,0,0
X600019.SH,0.0416528733192536,0,0,0,0,0,0,0,0,0.0458493652755695,0.00714392781879585,0.0747990092576526,0,0,0.0119235603061444,0,0,0,0,0,0,0,0,0,0,-0.0807099372124436,0,0,0,0,0,0,0,0.047034673677814,0,0,0,0,0,0.263201499339295,0,0,0,0,0,0.289430269864757,0,0,0,0,0,-0.00764251605846291,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.439415194845689,-0.102805408756332,0.0626393673619167,-0.185355408352799,0,-0.105463750335354,0,0,0,0,0.356762637189089,0,0,0,0,0,0,0.0952680755446767,0,0,0,0,0,0,0.129088303728635,0,-8.67361737988404e-19,0,-0.0679436633782117,0,0,-0.0888241235804587,0,0,0,-0.0264476639233333,0,0,0,0,0,0,0,-0.0369505811155954,-0.00750692300789109,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0108741378282593,0.534029724444945,0.111490900146971,0,0,0,0,0.203264104425738,0,0.17561425766929,0,0,0,0,0,0,0,0,0,0,-0.0785976238758676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332581103159341,0,0
X600011.SH,0,0,0.118070853224581,0,0,0,0,0,0.195263850695569,0,0,0,0,0,0,0,0,0,0.114405916586783,-0.0183875193316894,0,0.173494217321644,0,0,0,0,0,0,-1.73472347597681e-18,0.106420876534038,0,0,0,0.596816752734532,0,0,-0.0726737785519633,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.046651744370242,0,0.0304621253335638,0,0,0,0,0,0,0
