,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600111.SH,X600547.SH,X600157.SH,X600362.SH,X600886.SH,X600188.SH,X002466.SZ,X601992.SH,X600623.SH,X600309.SH,X600489.SH,X000792.SZ,X600299.SH,X600660.SH,X300072.SZ,X600549.SH,X601158.SH,X002075.SZ,X600583.SH,X000883.SZ,X000723.SZ,X000709.SZ,X600352.SH,X002407.SZ,X000539.SZ,X000898.SZ,X002460.SZ,X000027.SZ,X000630.SZ,X002470.SZ,X000761.SZ,X000012.SZ,X000060.SZ,X000983.SZ,X600219.SH,X600021.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0917999873114727,0,0,0,0,0,0.0671783786153136,0,0,4.33680868994202e-19,0,0,0,0,-0.0153901470219584,0.168475089209304,0,0,0,0,0,-0.0302892134198561,0,-0.00760837832799152,0,0,-0.0470710446852383,0,0,8.67361737988404e-19,0,0,-0.0201711557028709,0,0,0,0,0,0.0396164402936316,0,0,0,0,0,0,0.00848048618243081,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.125074852786901,0,0,0,0,0,0,0,-0.0226803751416792,0.0364319344794238,0,0.0676626161138616,0,0,0,0.0826992970747459,0,0,0,0,0,0,0,0,0.14469444687046,0,-0.0741301766170022,0,0,-0.00585247696053904,0,0,0,0,0,0,0,0,0,0,0.016649089885224,0,0,0,0.0106670386245187,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.274197627643494,0,0,0,0,0.0216357208547547,-0.0309134818105643,0.0239100110400879,0,0,0.0226700195061831,0,0,0,0,0,0,0,0,0,0.0359994458104868,0,0,0,0,0.0625037966060369,0,0,-0.00391976355689159,0,0,0,0,0,0,0,0,0,0.0220248044849501,0,0,0,0,0.0163730965714834,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.152376985905521,0,0,0,0,0,0.0370206032426826,-0.0460442760302118,0.0196685179692957,0,0.109856445612069,0,0.0132939111572481,0,0.0307984289355049,0,0,0.0321185926923297,0,0,0,0,0.160312261167258,-0.0399668768204232,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00231290636265821,0,-0.0087938817051551,-0.0191618813066152,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.177293899897801,0,0,0,0.349739603796703,0.0366635383405152,0,0.0863953894324009,0,0.0553258908447814,0,0,0.022931689819553,0,0,0,0,0,0,0.00161853562097739,0,0,0,0,0.0417523397225,0,-0.0326052910662509,0.0206901752935232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165090121820063,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528807996941961,0,0,0,0,0,0,0,0.00426150488459982,0,0,0,0,0,0,0.099104623667564,0.0681281752854605,0,0,0,0,0,0,0,0,0.217897323161941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266573940934404,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185202993657633,0.152686541431971,0,0,0,0,0,0,0.0572162203506631,0,0,0,0,0,0,0.119036032615864,0,0,0,0,0,0,0,0,0,0,0.108074521049476,0,0,0,0,0,0,0,0,0,-0.0785272253882338,0,0,0,0.0743680114520407,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792187517178719,0,0,0,0,0,0,0,0,0.316090421417196,0.0451996003172431,0.0577279708827828,0.126136232732613,0,0.182026653560918,0,0,0,0,0,0,0,0,0,0,0,0,0.0286033357944774,0,0,0,0,0,-0.0350657924225299,-8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0523000897739575,0,0,0,0,0,0,0,0,0,0,0,0.00252013891799022,0,0,0,0,0.183623428749087,0,0,0.0638743379331998,0.0471535465622165,0,0,0,0,0.0765520967139698,0,0,0,0,0,0.00962121783895215,0,0,0,0.0438086553556271,0,0,0.200836068519909,0,0,0.0717115276972292,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.041464385211918,0,0,0,0,0,0,0,0.109387966176333,0,0,0,0,0,0,0,0.0616532879572157,0,0,0.0911234195070561,0,0,0,0.0390222004387254,0,0.0478255025069245,0,0,0.0536200413221543,0,0,0,0,0.109536544312021,0,0,0,0,0,0,0.204264527534891,0,0,0,0,0,-1.73472347597681e-18,0.0157342499488571,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0247393972225542,0,0,0,0,0,0.0641848659191515,0,0.0276898912786447,0,0,0.0353366064933067,0.0037059836074966,0,0,0,0,0,0.0428653364714849,0,0.0182756174434145,0,0,0,0.0954318519484635,0,0,0,0,0,0,0,0,0,0,0,0.00297235822670338,0,0,0.00500856845433385,0,0,0,0,0.00615849209599518,0.0117757170135796,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0785768014592321,0,0,0,0,0,0,-0.00401401819375141,0,0,0,0,0,0,-0.0305327102708643,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0427148841541787,0,0,0,0.0759772962416528,0,0,0,0,0.065407495134451,0.154551266547851,0,0.106121137685355,0.0360925637590566,0,0,-0.0438115709012849,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0291838640664422,0,0,0,0,0,0,-0.0207813696778443,0,0,0,0,0.0515420796595991,0,0,0,0,0,0.00392784909820807,0,0,0.00141790890050039,0.0490326941370575,0,0.0758531954452873,0,0,0,0,0,0,0,0,0,0,0,0.024632755961085,0,0.0737687236804663,0,0,0,0,0,0.0381621335606556,0.0186488258503831,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.722622229753267,0,0,0,0,0,0,0,0,0,0.0263070926109848,0,0,0,0,0.0130176983636915,0,0.0757056907543784,0,0,0,0,0,0,0.329663089026701,0,-0.151927800779347,0,0,0,0,0.04981318469471,-0.00959030189929284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591712866682706,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192861752639993,0,0,0,0,0.921146106448596,0,-0.120851058208847,0,0,0.0315864570448194,0,0.0144848876157779,0,0,0,0,0,0.135761976339444,0,0,0,0,0,0,0,-0.138334653073864,0,0,0.151823649769522,0,0,0,0,0.0468312168714701,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217992746733983,0,0,0.083594527804312,0,0,0.138828954102688,0,0,0.00753594007572884,0,0,0,0,0,0,0,0,0,0.042532519487131,0,0.0479865225076305,0,0,0,0,0,0.0744152621962106,0.0627884497913663,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.108820462086523,0,0,0,0,0,0.00114327948492982,1.73472347597681e-18,0,0,0,0.344738895961508,0,0,0,0,0,0,0,0,0,0.0936160757991633,0,0,0,0,0,0,0,-0.0337361342871716,0,0,0,0,0.160176980983375,0,0,0,0.0672361234526747,0,0,0,0,0,-0.0039202874796667,0.013881438141854,0,0,0,0,0,0
X600886.SH,0,0,0,0.16864166915795,0,0,0,0,0,0,0,0,0.31932013099493,0,0,0,0,0,0,0,0,-0.0512562694059465,0,0,0,0,0,0,0,0.0545849226038801,0,0.0471670544973244,0,-0.0323372896772732,0,0,-0.0427564712449234,0,0,0,0.0480215518701568,0,0,0,0.0577299260867455,0,0,0.0355327609533162,0,0.0488893399022088,0,0.00785576198179336,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0722458945578946,0,0,0,0,0,0.159354697363267,0.0221569261268436,0,0,0,0,0,0,0,0,0.135305161617343,0,0.10482820141103,0,0,0.0430241440259008,0,0.121520082915345,0,0,0,0,0,-0.0853175486533435,0,0,0,0,0,0,-0.0385748592551676,0,0,0.303545249560439,0.131534554035912,0,0,0,-0.00795667565528696,-0.0237179528902389,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0983190460466168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116835688906134,0,0,0.141732036617661,0,0,0,0,0,0,0,0,0,0,0,0.296210512060626,0,0,0.57834172770548,0,0,0,0,0,0.113649931026272,0,0,0,0,0,0,-0.00213849348215372,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224340716124511,0,0,0,0,0.0888961600492549,0,4.33680868994202e-19,0,0,0.0642260769470498,0,0,0,-0.0442460227084731,0,0,0.481698042471401,0,-0.0804784579049682,0,0,0,0,0,0.0227089875533848,0,0,0.08814243694192,0,0,0,0.0988031822520227,0.0693301388096641,0,0,0,0,0.0546707306364735,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0.0359399883020276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290414183975106,0,0,0.147218713318931,0.0410410519927152,0,0.232653090306164,0,0,0,0,0,0,0,0.33763987819258,0,0,0,0.043837304106301,0.0296644664388964,0.0300211506114951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665607490669211,0,0,0,0,0,0,0,0.0284697700509988,0,-0.019608951030913,0.034778791369921,0,0,0,0,0,0.0991426479499108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924984511225032,0,0.0362229156405356,0,0,0,0,0,0.0145402089858807,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54875954850324,0,0,0,0.226724728027389,-0.0284002941828827,0,-0.0118243520821568,0,0,0,0,0,0,-0.0890991434240787,-0.0625794259640722,0.0342125147414376,0,0,0,0.102171132185913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254287491391571,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929199099668001,0,0.0168580082137133,0,0,0,0.120543467234345,0.130618589720161,0.135688318888207,0,0,0,0,0,0.101105617377364,0.0413218429154204,0,0.0412549994053822,0,0,0.0357593742892978,0,0,0,0,0,0,0.165802761654659,0,0,0,0.10276384847551,0,0,-0.0598914476041693,0,0,0,-0.043952465981824,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.291074411216049,0,0,0,0,0,-0.000942263637741732,0,0.114829893862816,0,0,0.0611014976698198,0,0,0,0,0,0,0,0,0,0,0.00130438994024467,0.0346457319929281,0,0.247170319911166,0.156579954220227,0,0,0.0773198739802703,0,0,0,0,0.0648861019907542,0.074027918806936,0,0.111318909097001,0,0,0,0,0.0773514093759172,0,-0.130210618195996,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0318919702215867,0.0588849829980324,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0681748609544968,0,0,4.33680868994202e-19,0,0,0,0,0,0.0709201389801649,-0.00476331926650223,0,0,0,0,0,0,0.0209486562393771,0,0,0,0.0406614086584225,0,0,0,0,0,-0.0670633905091876,0,0,0,0,0,0,-0.0204584775494892,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0.0772970252099672,0,0,0,0,0,0,0,0.228917223582444,0,0,0,0.00837622991482628,0,-0.0780418919043196,0,-0.0338759041529823,0.171498561333669,0,0,0,0.0205974869045461,0,0,0,0,0,0,0,-0.134557133448859,0,0,0,0,0,0,0,0,0,0,0,0,0.30441541097303,0,0.064839566089846,0,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0,-0.0498256882404123,0,0,0,0,0,0.422489788940415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25508001593848,0,0,0.102949804513362,0,0,0,0,-0.00361727363227369,-0.0271031720113673,0,0,0,0,0,0,0,0,0.205236047694567,0.183540421363399,-1.0842021724855e-19,0,0,0,-0.0744021011271185,0,0,0.154407510507667,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617651238208473,0,0,0,0,0,0,0.181458274220719,0,0.0176365358294585,0.0595382573298936,0,0.152932016649325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026183736928042,0,0,0,0,0,0,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0.11238854685551,0,0,0,0,0,0,0.166022487402845,0.00639316974351619,0,0,0.35351975364185,0.0463626968009802,0,-0.0886140794987932,0,0,0,0.120825512320464,0,0.16038673057657,0,0.00790810313798663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331220018702575,0,0,0,0,0,0,-0.0819181455844097,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.180058750249694,0,0,0,0,0,0,0,0,0,0,0.0948400950556994,0,0,0,0.219876225125969,0.0317290790747005,0,0,0,0,0,0,0,0,0,-0.017811046819472,0,0,-0.0302922772503577,0,0,0,0,0,0,0,0.165300691726495,0,0.0336249327971557,0,0.0207842147146391,0,0,-0.00715582540836405,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103168068827191,0.00124602498052386,0,0,0,0,-0.00814672522300139,0,0,0,0,0,0.0409823114621782,0,0.0691356952750172,0,0.0281111256331147,0.0346570196921667,0,0,0,0,0,0,0,0,0,0.25526047459144,0,0,0,-4.33680868994202e-19,0,0,0,0.0863159868779637,0.119867340479031,0,0,0,0,0,0,0,0,0
X000723.SZ,0,0,0.0660920150055074,0,0,0,0,-0.0554252278993175,0.0921129059313498,0.117395838282249,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.331964873514008,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.00814752892108012,0,0,0,0,0,0,0,0,0,0,0,-0.0947043448678409,0.160034103525015,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884843321507851,0,0,0,0,0.0900146737204792,0,0,0.0810210685345399,0,0.0164331062588951,0,0,0,0.106601244670535,0.0192028291768419,0,0.067337245297699,0,0,0,0,0,-0.0143309655251388,0,0.205913111796202,0,0,0,0,0,0,0,0.0338607615742214,0,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0.0871382467507156,0,0,0,0,0,0.108264121697539,0,-0.00556109370037379,0,0,0,0,0,0.12461126454664,0,0,0,0,0,0,0,0,0.137624636436445,0,0,-0.0658867554340722,0,0,0,0,0,0.130417206702533,0,0,0,0,0,0.136747197635346,0,0,0,0.0568772931234912,0,-0.000123898770947126,0,0,0,0,0,0,0
X002407.SZ,0,0,0,0,0,-0.176458844324619,-0.0833546777019282,0.055842165908305,0,0,0,0,0,-0.034560100608814,0.0819057921732511,0,0,0,-0.0152693420381151,0.372067928579379,0,0,0,0,0,0.41083466769095,0,0,0,0,0,0,0,0,0,-0.359908958629559,0,0,0,0.739299556131448,0,0,0,0.145315655171082,0,0,0,0,0,0,0,0.143700602062769,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0.0388523221944913,0,0,0,0,0,0,0,-0.00847476213989968,0,0,0,0,0,-0.0157455582695838,0,0,0.11257722993273,0,0,0,0,0.200555327120072,0.028217077634267,0,0,0.016182664929291,0,0,0,0,0,0,0,0,0,0,0,0.0751896971715361,0,0,0,0.12037448770554,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0219565000143796,0.0955284596703522,0,0,0,0.055092859394837,0,0,0,0,0,-0.0285581502396959,0,0,0.0567880705166185,0,0,0,0,0,0.211325791619006,0,0,0,-5.42101086242752e-20,0,0.0143185768928679,0,0,0.0693578514232741,0,0.0606803276309153,0,0,0,0,0,0.0462449991432258,0,0,0,0,0,0,0,0,0,0,0.01438099870603,0,0,0,0,0,0
