,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X600795.SH,X601992.SH,X600660.SH,X600188.SH,X600362.SH,X002460.SZ,X601991.SH,X600547.SH,X600111.SH,X300072.SZ,X600516.SH,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X000408.SZ,X000807.SZ,X600489.SH,X600219.SH,X000959.SZ,X002271.SZ,X000723.SZ,X600808.SH,X600549.SH,X600352.SH,X601158.SH,X002092.SZ,X000883.SZ,X000983.SZ,X000553.SZ,X000630.SZ,X600299.SH,X600176.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0457963675081552,0,0,0,0,0,0,0,0.0502113706733125,0,0,0,0,0,0.0334021035528243,0,-0.0334358765377164,0,0,0,0,0,0,0,0.0232517635147588,-0.00365658304776815,0,0,0,0,0,-0.0124560294104174,0,0,0,-0.0149115277180047,0,0,0.0371574992741898,0,0,0,0,0,-0.018776647623935,0.016534378490507,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.182427437629609,0,0,0.0210972443521796,0,0,0,0,0,0,0,0.00819979249576094,0,0.0184600820594621,0,0,0,0,-0.0330651153849493,0,0,0,0,0,0,-0.0583496847488104,0,0,0,-0.00982636276469141,-0.0180891229184709,0,0,0,0,0.137785510622656,0,0,0,0,-0.036446016962049,0,0,0,0,0,-0.00189461202754836,0.00255081503363572,0,0,0,0,0,0
X601088.SH,0,0,0,0.131476475041359,0,0,0,-0.00860444079932093,0,0,0,0,0.736315428362368,0,0,0,0,0,0,0,0,0,0,-0.0568601945354252,0,0,0,0,0,0,0,0.026241074434973,0,0,0,0,0,0.0502070763825916,0,0,0,0.031732229963633,0,0,0,0,0,0,0.00578025265668591,0,0,-0.0350251254373692,0,0,0,0,0,0
X600019.SH,0,0,0.070111666692549,0,0,0.0297376183690279,0.0315552144676666,0,0,0.179121153479318,-0.00246647202324052,0,0,0,0,0,0,0,0,0,0.00714902142987217,0,-0.0200228037603299,0,0,0.0376240955117469,0,0,0,0,-0.0184815723368259,0,0,0,0,0,0,0.386126573670552,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,-0.0920367497475554,-0.0326435887554287,0.0181126632703468,0,0,0,0,0,0
X600585.SH,0,0,-0.0355884475080892,0,0,0,0,0.207293530356084,0,0,0,0,0,0.0555401753244637,0,0,0,0,0,0,0,0,-0.084646294267393,-0.0602079387592967,0,0,0,0,0,0,0,0.243134830322675,0,0,0,0.0486522210983792,-0.0855703597734867,0,-0.101186884602088,0,0,0,0,0,0,0,0,0,0,-0.105701481350336,-0.0632107057215871,0.0340422848397473,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283838944541529,0,0,0,0.0404408308759303,0,0,0,0,0.12877200353228,0.0507263963646304,0,0,0,0,0.0581988251945154,0,0,0,0,0,0.0472180102476532,0.169911107490026,0,0,0.172941202819703,0,0.04683396580803,0,0,0,0,0,0,0,0.0132930486918288,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.242824264410703,0,0,0,0,0,0,0,0,0,0.0158174225668512,0,0,0,0,0,0,0,-0.00373460976905503,0,0.116561266853771,0,0,0,0,0,0.0791545785282325,0,0,0,0,0,0.108642891997723,0.0463204915633727,0,0,0.0107894665837409,0,0,0,0,0,0,0.141878998054042,0,-0.0596466319642031,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.278124533506607,0,0,0,0,0,0.0334228435051904,-0.0546529403717831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510171215432411,0,0,0,0,0,0,0.111039373019145,0,-0.0117314078721083,0.00979284963432228,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0212626643304591,0,0,0,0,0,0,0,0,0,0.0286741759055013,0,0.0813635410104377,0,0,-0.0523164911078428,-0.0322832343526772,0,0,0,0,0,0,0,0,0,0.0706992635829015,0,-0.111338729438725,0,0,-0.0183056965697419,0,0.0358732799068853,0,0.0563223176636798,0,0,0.0313792991005891,0,0.0663455648278454,0,0.0443585323996923,0,0.0206700907030784,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0688535537471069,0,0,0.00572306553268803,0,0,0,0,0,0,0,0,0.0169916926564131,0.138795217801786,0,0,0,0,0,0,0,0,0.253535634854692,0,0,0,0,0,0,0,0,0,0,0,0,0.109446436852069,0,0,0,0,0.139386972786042,0,0,0,0,0,0,-0.000306412471730062,0,0,0,0,0,0,0
