,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X600299.SH,X601992.SH,X000792.SZ,X600188.SH,X601158.SH,X600160.SH,X600623.SH,X000883.SZ,X600583.SH,X000027.SZ,X600309.SH,X000539.SZ,X600660.SH,X600352.SH,X002466.SZ,X000709.SZ,X000898.SZ,X600098.SH,X000630.SZ,X002470.SZ,X000629.SZ,X600021.SH,X000060.SZ,X600547.SH,X600489.SH,X002004.SZ,X600578.SH,X000012.SZ,X600315.SH,X300072.SZ,X600022.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.597824525718067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161363422394404,0.00613185484054048,0,0,0.0310637234965614,0,0,0.0636908583476324,0,0.0484200471666523,0,0,0,0,0.0559367259339962,0,0,0,0,0,0,0.0168846318958841,0,0,0,0,0,0,0,0,0,0,0.00188876080141077,-1.73472347597681e-18,0,0,0,0,0,0
X600028.SH,0.258339324766686,0,0.130630702083609,0,0,0,0.137271793575311,0,0,0,0,0,0,0,0,0,0,0,0,0.0196198786631142,0,0,0,0,0,0.184976007183598,0,0,0,0,0,0,0,0,0,0,0,0.0127383422007839,0,0,0,0,0.00314143431383221,0,0,0,0.0501862540631092,0,0,0,-0.00126110712612241,0.00650443304715728,0.0473025769643416,0,0,0,0,0
X601088.SH,0.23852053511043,0,0,0,0,0,0,0.177630005976447,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0325678256102131,0.0631228659578465,0,0,0,0,0,0,0,0,0,0,0.0211181984020042,0,0,0,0,0,0,0,0.0724021024174639,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.00312796646592679,0.0289099566619557,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427327109601304,0.0178415591154317,0.107744036751241,0,0.0593370437329043,0,0,0,0,0,0,0,0,0,0,0,0.0481579173322133,0,0,0,0,0.0423631335728726,0,0,0,0,0.0582482583623025,0,0,0,0,0,-4.33680868994202e-19,0.0240459184837485,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293944083811768,0,0.412676323740892,0,0,0,0.0687615273794675,0,-0.00132187171723609,0,0,0,0,0,0,0,0,0,0,0,0,0.0284857021846541,0,0.135605205460216,0,0.0861372621158692,0,0,0,0,0,0,0,0,0,0,0,0.00134876993766211,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107512166593436,0,0.211998307322596,0,0.0484659679380492,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0515682433500134,0,0,0,0,0,0,0,0.0312693237370698,0.0398773081803574,0,0,0,0,0,0.0497047176736087,0,0,0.00215265932980464,0.0172585610830947,0,0,0,0,0,0
X600585.SH,0,0.255002868333398,0,0,0,0,0,0,0.0603240074969309,0,0,0,0,0,0,0,0,0,0.030167393898619,0,0.00505293392672796,0,0.0408608927281764,0,0,0.0503424136730488,0,0.0107117337002477,0,0,0.0755905833053835,0.0535520862461683,0.14737985147623,0,0,0,0,0,0,0.0515835193086841,0,0,0,0,0,0,0,0,0,0,-0.0247977514016371,0.00545688747620783,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.120063220546342,0,0,0,0.117132225315191,0,0.0299436891390742,0,0.048686706454459,0.0703339419755621,0.103204800633265,8.67361737988404e-19,0,0,0,0,0.0843887780680244,0,0,0,0,0,0,0,0.0560424770194845,0,0,0,0,0.0575913146990179,0,0,0.0531420248120788,0,0.0424732508336414,0,0,0,0,0,-0.00118668474009669,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0713107110542659,0,0,0,0.0695195058868344,0,0,0,0.0236614704937552,0,0,0,0.0761755277685869,0.0115427948081961,0.0149222486882836,0,0.0384024170619696,0,0,0,0,0,0,0,0,0,0,0,0.0702094627939647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158183683225697,0.0219862598531931,0,0.0168535981124751,0,0,0.16973428137127,0,0.0109980930182206,0,0,0,0,0,0,0,0,0,0.186225971667388,0,0,0,0,0,0,0.155535937462188,0.0384702094175818,0,0,0,0,0,0,0,0,0,0.00159835492740198,0.00375105365957297,0,0,0,0,0,0
